iter	Passed	Remaining
560	1943	1520
561	1947	1517
562	1950	1513
563	1954	1510
564	1957	1507
565	1960	1503
566	1964	1500
567	1968	1496
568	1971	1493
569	1974	1489
570	1977	1485
571	1980	1482
572	1985	1479
573	1989	1476
574	1992	1472
575	1996	1469
576	1999	1466
577	2003	1463
578	2007	1459
579	2010	1456
580	2014	1452
581	2017	1449
582	2020	1445
583	2023	1441
584	2027	1438
585	2030	1434
586	2033	1430
587	2036	1427
588	2039	1423
589	2043	1419
590	2046	1416
591	2049	1412
592	2052	1408
593	2055	1405
594	2058	1401
595	2062	1397
596	2065	1394
597	2068	1390
598	2071	1387
599	2075	1383
600	2078	1379
601	2081	1376
602	2085	1372
603	2088	1369
604	2091	1365
605	2095	1362
606	2098	1358
607	2101	1355
608	2105	1351
609	2108	1348
610	2112	1344
611	2115	1341
612	2118	1337
613	2122	1334
614	2125	1330
615	2128	1326
616	2131	1322
617	2134	1319
618	2137	1315
619	2140	1311
620	2143	1307
621	2146	1304
622	2148	1300
623	2151	1296
624	2155	1293
625	2158	1289
626	2162	1286
627	2165	1282
628	2168	1279
629	2172	1275
630	2175	1272
631	2178	1268
632	2181	1265
633	2185	1261
634	2188	1258
635	2191	1254
636	2194	1250
637	2198	1247
638	2201	1243
639	2203	1239
640	2206	1235
641	2209	1231
642	2212	1228
643	2215	1224
644	2218	1221
645	2221	1217
646	2224	1213
647	2227	1210
648	2230	1206
649	2233	1202
650	2236	1198
651	2238	1194
652	2241	1191
653	2244	1187
654	2247	1183
655	2250	1180
656	2252	1176
657	2255	1172
658	2258	1168
659	2261	1165
660	2264	1161
661	2266	1157
662	2269	1153
663	2272	1149
664	2275	1146
665	2278	1142
666	2280	1138
667	2283	1134
668	2286	1131
669	2289	1127
670	2292	1123
671	2294	1119
672	2297	1116
673	2300	1112
674	2303	1108
675	2306	1105
676	2309	1101
677	2312	1098
678	2315	1094
679	2318	1091
680	2321	1087
681	2324	1083
682	2327	1080
683	2329	1076
684	2331	1072
685	2334	1068
686	2337	1065
687	2340	1061
688	2343	1057
689	2345	1053
690	2348	1050
691	2352	1047
692	2355	1043
693	2358	1039
694	2361	1036
695	2364	1032
696	2367	1029
697	2370	1025
698	2373	1022
699	2376	1018
700	2379	1014
701	2382	1011
702	2385	1008
703	2391	1005
704	2395	1002
705	2398	998
706	2401	995
707	2405	992
708	2410	989
709	2414	986
710	2418	983
711	2422	980
712	2426	976
713	2429	973
714	2433	969
715	2438	967
716	2442	964
717	2446	961
718	2451	958
719	2456	955
720	2459	951
721	2464	948
722	2468	945
723	2471	942
724	2475	939
725	2479	935
726	2483	932
727	2486	929
728	2489	925
729	2492	922
730	2496	918
731	2499	915
732	2502	911
733	2505	907
734	2508	904
735	2511	900
736	2514	897
737	2517	893
738	2520	890
739	2523	886
740	2526	882
741	2529	879
742	2532	875
743	2535	872
744	2537	868
745	2540	864
746	2543	861
747	2546	857
748	2549	854
749	2552	850
750	2553	846
751	2556	843
752	2559	839
753	2562	836
754	2565	832
755	2568	828
756	2570	825
757	2573	821
758	2577	818
759	2580	814
760	2583	811
761	2585	807
762	2588	804
763	2591	800
764	2595	797
765	2598	793
766	2600	790
767	2603	786
768	2607	783
769	2609	779
770	2612	775
771	2614	772
772	2617	768
773	2620	765
774	2623	761
775	2626	758
776	2628	754
777	2631	750
778	2634	747
779	2637	743
780	2640	740
781	2642	736
782	2645	733
783	2647	729
784	2650	725
785	2653	722
786	2656	718
787	2658	715
788	2661	711
789	2664	708
790	2668	704
791	2670	701
792	2673	697
793	2676	694
794	2678	690
795	2681	687
796	2684	683
797	2687	680
798	2690	676
799	2693	673
800	2696	669
801	2699	666
802	2702	662
803	2705	659
804	2707	655
805	2710	652
806	2714	649
807	2716	645
808	2719	642
809	2722	638
810	2725	635
811	2728	631
812	2731	628
813	2734	624
814	2737	621
815	2740	617
816	2743	614
817	2746	611
818	2749	607
819	2752	604
820	2755	600
821	2757	597
822	2760	593
823	2763	590
824	2766	586
825	2769	583
826	2772	579
827	2774	576
828	2778	573
829	2781	569
830	2784	566
831	2787	562
832	2790	559
833	2794	556
834	2797	552
835	2800	549
836	2803	545
837	2805	542
838	2809	539
839	2812	535
840	2815	532
841	2818	528
842	2820	525
843	2823	521
844	2826	518
845	2829	515
846	2832	511
847	2835	508
848	2839	504
849	2842	501
850	2844	498
851	2847	494
852	2851	491
853	2854	488
854	2857	484
855	2860	481
856	2863	477
857	2866	474
858	2870	471
859	2874	467
860	2877	464
861	2879	461
862	2882	457
863	2887	454
864	2890	451
865	2893	447
866	2895	444
867	2899	440
868	2902	437
869	2906	434
870	2909	430
871	2912	427
872	2916	424
873	2919	420
874	2921	417
875	2924	414
876	2927	410
877	2931	407
878	2934	403
879	2936	400
880	2939	397
881	2942	393
882	2945	390
883	2948	386
884	2950	383
885	2953	380
886	2956	376
887	2958	373
888	2962	369
889	2964	366
890	2967	363
891	2970	359
892	2973	356
893	2976	352
894	2979	349
895	2982	346
896	2985	342
897	2987	339
898	2990	336
899	2994	332
900	2996	329
901	3000	325
902	3003	322
903	3006	319
904	3009	315
905	3012	312
906	3015	309
907	3018	305
908	3021	302
909	3024	299
910	3027	295
911	3030	292
912	3033	289
913	3036	285
914	3039	282
915	3041	278
916	3044	275
917	3047	272
918	3050	268
919	3053	265
920	3056	262
921	3059	258
922	3061	255
923	3064	252
924	3066	248
925	3070	245
926	3073	242
927	3075	238
928	3078	235
929	3081	231
930	3084	228
931	3087	225
932	3090	221
933	3093	218
934	3095	215
935	3098	211
936	3102	208
937	3105	205
938	3108	201
939	3110	198
940	3114	195
941	3117	191
942	3120	188
943	3123	185
944	3126	181
945	3129	178
946	3132	175
947	3135	171
948	3138	168
949	3141	165
950	3145	162
951	3148	158
952	3151	155
953	3154	152
954	3157	148
955	3160	145
956	3164	142
957	3167	138
958	3170	135
959	3173	132
960	3177	128
961	3180	125
962	3183	122
963	3186	118
964	3189	115
965	3192	112
966	3195	109
967	3198	105
968	3201	102
969	3204	99
970	3207	95
971	3210	92
972	3213	89
973	3216	85
974	3218	82
975	3221	79
976	3224	75
977	3227	72
978	3230	69
979	3232	65
980	3235	62
981	3238	59
982	3240	56
983	3243	52
984	3246	49
985	3249	46
986	3251	42
987	3255	39
988	3257	36
989	3260	32
990	3263	29
991	3265	26
992	3268	23
993	3271	19
994	3274	16
995	3277	13
996	3280	9
997	3282	6
998	3285	3
999	3288	0
