,회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,현금및현금성자산(IFRS),유동금융자산(IFRS),매출채권 및 기타유동채권(IFRS),상각후원가측정 유가증권(IFRS),매출채권(IFRS),미수금(IFRS),단기대여금(IFRS),선급금(IFRS),기타유동자산(IFRS),상품(IFRS),제품(IFRS),원재료(부재료)(IFRS),토지(IFRS),건물 및 부속설비(IFRS),기계장치(IFRS),차량운반구(IFRS),공구,회원권(IFRS),배출권자산(IFRS),매입채무(IFRS),미지급금(IFRS),미지급비용(IFRS),선수금(IFRS),당기법인세부채(미지급법인세)(IFRS),기타유동부채(IFRS),장기차입금(IFRS),보통주자본금(IFRS),주식발행초과금(IFRS),자기주식(IFRS),기타포괄손익누계액(IFRS),이익준비금(IFRS),미처분이익잉여금(결손금)(IFRS),매출액(수익)(IFRS),제품매출액(IFRS),기타수익(IFRS),종업원 급여비용(IFRS),급여(IFRS),퇴직급여(IFRS),복리후생비(IFRS),보험료(IFRS),여비교통비(IFRS),임차료(IFRS),접대비(IFRS),감가상각비(IFRS),광고선전비(IFRS),차량유지비(IFRS),연구개발비(IFRS),대손상각비(IFRS),기타(IFRS),이자수익(IFRS),외환차손(IFRS).1,외화환산손실(IFRS).1,법인세비용(IFRS),label
24,(주)신흥,4080,2019,1,46,74605,  도매 및 상품 중개업 ,1991-02-08,,341235.0,2858529.0,19759506.0,0.0,23442778.0,23325.0,1000.0,940190.0,1002740.0,22999254.0,2439709.0,1815160.0,36412078.0,21060489.0,865715.0,259151.0,0.0,620186.0,0.0,8417628.0,1283196.0,939700.0,1671690.0,404853.0,1794440.0,10710100.0,6733070.0,6040081.0,-638828.0,0.0,3236363.0,36258065.0,123013464.0,48756654.0,7470346.0,18766235.0,10044373.0,1051658.0,1568887.0,298841.0,1004609.0,0.0,0.0,1159962.0,2803167.0,0.0,809068.0,994668.0,800654.0,35846.0,646027.0,57553.0,607876.0,1.0
25,(주)씨아이테크,4920,2014,1,26,74605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1989-11-30,,2532343.0,2731106.0,1893457.0,,1922322.0,22948.0,3807314.0,1421035.0,1374523.0,245960.0,523241.0,253625.0,7931223.0,11953270.0,1236684.0,39174.0,813613.0,0.0,,619803.0,359951.0,151385.0,78364.0,,78364.0,0.0,12122400.0,6419141.0,0.0,-277718.0,1212000.0,-11284232.0,13467103.0,9480859.0,0.0,2253603.0,2208772.0,82841.0,472101.0,32610.0,40421.0,216313.0,204886.0,103372.0,62132.0,185881.0,7398.0,-3937.0,0.0,450658.0,154.0,0.0,81376.0,1.0
26,(주)씨아이테크,4920,2015,1,26,74605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1989-11-30,,2942274.0,2824842.0,8302848.0,,8252645.0,173506.0,4035326.0,113627.0,100901.0,22970.0,256672.0,928109.0,7931223.0,11953270.0,1236684.0,39174.0,890584.0,0.0,,1836527.0,642617.0,239237.0,189171.0,8210.0,189171.0,0.0,18480014.0,9989048.0,-1311969.0,921554.0,1212000.0,-10417261.0,21279200.0,14451575.0,0.0,2973653.0,2349588.0,142658.0,545935.0,33398.0,32119.0,322449.0,183797.0,113987.0,70006.0,105318.0,114654.0,64933.0,0.0,622166.0,0.0,436.0,28830.0,1.0
27,(주)에스제이엠,123700,2012,1,30,33003,  자동차 및 트레일러 제조업 ,2010-05-31,,15812878.0,742786.0,41771927.0,,39051140.0,3509785.0,2800.0,1218887.0,659248.0,1809358.0,17717160.0,17451164.0,22715659.0,11483680.0,53989089.0,1541117.0,9254887.0,959287.0,,14867009.0,1058506.0,3038063.0,310668.0,536101.0,310668.0,0.0,7802449.0,59101579.0,0.0,-6985589.0,2744160.0,46211490.0,187307251.0,164995532.0,0.0,32822512.0,7956116.0,532521.0,1006304.0,249310.0,887165.0,414130.0,384589.0,425025.0,17605.0,258114.0,3070417.0,655717.0,690576.0,226626.0,1897832.0,617556.0,5595255.0,1.0
28,(주)에스제이엠,123700,2013,1,30,33003,  자동차 및 트레일러 제조업 ,2010-05-31,,16866697.0,6117455.0,46158269.0,,41460760.0,3351890.0,0.0,862084.0,496685.0,266540.0,18524647.0,15372465.0,22684042.0,11256687.0,49448914.0,1574395.0,9671183.0,904972.0,,15398491.0,3664136.0,4157957.0,302689.0,1076057.0,353544.0,0.0,7802449.0,59101579.0,0.0,-13457069.0,710000.0,54067222.0,183092244.0,179320854.0,0.0,38783619.0,7689183.0,485959.0,1086019.0,252112.0,761315.0,524844.0,375553.0,413967.0,8562.0,367461.0,3140309.0,-399578.0,1117268.0,192102.0,6139536.0,333594.0,5695678.0,1.0
29,(주)에스제이엠,123700,2014,1,30,33003,  자동차 및 트레일러 제조업 ,2010-05-31,,22557135.0,7329080.0,42257740.0,,39082626.0,3268774.0,0.0,336284.0,315523.0,1836924.0,22906657.0,14878256.0,22677521.0,11326532.0,49354596.0,1720158.0,10085779.0,904972.0,,15414920.0,4264719.0,3382169.0,498811.0,1110486.0,507571.0,0.0,7802449.0,59101579.0,0.0,-12400348.0,1030000.0,50212149.0,157096646.0,154914789.0,0.0,39533685.0,7599721.0,498921.0,1026539.0,247395.0,786297.0,679433.0,350268.0,438747.0,14952.0,369170.0,5078361.0,-205259.0,751920.0,622417.0,4854835.0,382068.0,7409023.0,1.0
30,(주)에스제이엠,123700,2015,1,30,33003,  자동차 및 트레일러 제조업 ,2010-05-31,,35299581.0,3935714.0,48720590.0,,45304829.0,3707666.0,450000.0,415481.0,490790.0,124065.0,21885254.0,13113435.0,22939439.0,11093795.0,45715906.0,1735849.0,11029581.0,962311.0,,17908114.0,2550483.0,3365057.0,45523.0,1360846.0,51046.0,0.0,7802449.0,59101579.0,0.0,-19468862.0,1350000.0,63340317.0,180300135.0,173228536.0,0.0,39396780.0,8018574.0,937626.0,1032141.0,379623.0,857685.0,507360.0,345993.0,477529.0,27761.0,464218.0,5448472.0,305970.0,572756.0,627653.0,6574551.0,94454.0,8476993.0,1.0
31,(주)에스제이엠홀딩스,25530,2012,1,45,137105,  자동차 및 부품 판매업 ,1997-02-12,,37073079.0,26943286.0,43380625.0,0.0,40074132.0,3699857.0,0.0,1218887.0,0.0,2572768.0,18101671.0,17737627.0,22715659.0,11483680.0,54255844.0,1541117.0,10091391.0,1391308.0,0.0,13224153.0,1984613.0,3069141.0,310778.0,587245.0,330806.0,0.0,7467004.0,15986522.0,-6160228.0,-3376768.0,8520945.0,6770184.0,189997621.0,165068260.0,0.0,33972042.0,8972660.0,611854.0,1104047.0,277274.0,950395.0,538878.0,460272.0,543707.0,24547.0,288973.0,3547165.0,659944.0,710315.0,2202011.0,2201343.0,662812.0,5957793.0,1.0
32,(주)에스제이엠홀딩스,25530,2013,1,45,137105,  자동차 및 부품 판매업 ,1997-02-12,,31642794.0,39095838.0,47082198.0,0.0,42174867.0,3482681.0,0.0,862771.0,640.0,266540.0,19282097.0,15579206.0,22684042.0,11256687.0,49715769.0,1667337.0,10482072.0,0.0,0.0,14523249.0,3774728.0,4339388.0,302689.0,1197456.0,411418.0,0.0,7467004.0,15986522.0,-6160228.0,-5514280.0,4904785.0,23594666.0,186255266.0,182483876.0,0.0,37300738.0,8984295.0,683934.0,1271501.0,309029.0,812921.0,712148.0,468921.0,549754.0,8562.0,409042.0,3573572.0,-402172.0,1104549.0,1632886.0,6325432.0,368845.0,5743018.0,1.0
33,(주)에스제이엠홀딩스,25530,2014,1,45,137105,  자동차 및 부품 판매업 ,1997-02-12,,30636221.0,33953866.0,43809255.0,0.0,40574930.0,3501702.0,0.0,4410637.0,4073832.0,1836924.0,23850621.0,15105852.0,22677521.0,11326532.0,49600459.0,1867810.0,10972534.0,0.0,0.0,14981181.0,3332966.0,4168591.0,542371.0,1142994.0,616140.0,0.0,7467004.0,15986522.0,-6160228.0,-5036420.0,4904785.0,28124284.0,161934964.0,159446512.0,0.0,38484004.0,8894596.0,637748.0,1249678.0,308509.0,834050.0,824489.0,436132.0,606136.0,17952.0,407780.0,5748432.0,-129008.0,784170.0,2078868.0,5185378.0,390036.0,7982735.0,1.0
34,(주)에스제이엠홀딩스,25530,2015,1,45,137105,  자동차 및 부품 판매업 ,1997-02-12,,41152087.0,23826543.0,49865079.0,,46486663.0,3883155.0,0.0,443274.0,698.0,124065.0,22451661.0,13364484.0,22939439.0,11093795.0,46003385.0,1937636.0,12095750.0,0.0,,16554592.0,2275262.0,4064965.0,45589.0,1427134.0,321111.0,12000000.0,7467004.0,15986522.0,-6160228.0,-7998779.0,4904785.0,36404611.0,185141914.0,178049600.0,0.0,39216475.0,9649085.0,1124068.0,1255913.0,418522.0,968001.0,640729.0,457004.0,566453.0,27761.0,509399.0,5968166.0,327933.0,592393.0,1792096.0,7158610.0,96985.0,8527355.0,1.0
