,회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,현금및현금성자산(IFRS),유동금융자산(IFRS),매출채권 및 기타유동채권(IFRS),상각후원가측정 유가증권(IFRS),매출채권(IFRS),미수금(IFRS),단기대여금(IFRS),선급금(IFRS),기타유동자산(IFRS),상품(IFRS),제품(IFRS),원재료(부재료)(IFRS),토지(IFRS),건물 및 부속설비(IFRS),기계장치(IFRS),차량운반구(IFRS),공구,회원권(IFRS),배출권자산(IFRS),매입채무(IFRS),미지급금(IFRS),미지급비용(IFRS),선수금(IFRS),당기법인세부채(미지급법인세)(IFRS),기타유동부채(IFRS),장기차입금(IFRS),보통주자본금(IFRS),주식발행초과금(IFRS),자기주식(IFRS),기타포괄손익누계액(IFRS),이익준비금(IFRS),미처분이익잉여금(결손금)(IFRS),매출액(수익)(IFRS),제품매출액(IFRS),기타수익(IFRS),종업원 급여비용(IFRS),급여(IFRS),퇴직급여(IFRS),복리후생비(IFRS),보험료(IFRS),여비교통비(IFRS),임차료(IFRS),접대비(IFRS),감가상각비(IFRS),광고선전비(IFRS),차량유지비(IFRS),연구개발비(IFRS),대손상각비(IFRS),기타(IFRS),이자수익(IFRS),외환차손(IFRS).1,외화환산손실(IFRS).1,법인세비용(IFRS),label
80,삼화전자공업(주),11230,2016,1,26,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1987-05-25,,10275.0,0.0,12195883.0,,13554740.0,1131497.0,0.0,205946.0,753005.0,617099.0,8633301.0,2599770.0,18009663.0,6793231.0,10958167.0,18322.0,0.0,24978.0,,6324480.0,3577817.0,790961.0,1172333.0,,1172333.0,0.0,14273820.0,4567420.0,0.0,9762621.0,0.0,-20904166.0,38819906.0,32810708.0,0.0,9397825.0,1614747.0,136354.0,346364.0,0.0,161608.0,0.0,151822.0,161721.0,0.0,0.0,598726.0,-896282.0,905336.0,648.0,1302139.0,770389.0,0.0,1.0
81,삼화전자공업(주),11230,2017,1,26,32605,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1987-05-25,,248042.0,954316.0,11911975.0,,13628920.0,655717.0,954316.0,136614.0,778263.0,678143.0,7832166.0,2657760.0,18009663.0,6217583.0,9145693.0,10545.0,0.0,24978.0,,8793094.0,2854554.0,959752.0,242881.0,,242881.0,0.0,4757940.0,4567420.0,-8851.0,9451177.0,0.0,-24321887.0,44179995.0,37935270.0,0.0,8996561.0,1547505.0,127438.0,431479.0,0.0,133505.0,0.0,125632.0,159933.0,0.0,0.0,601297.0,-4332.0,938388.0,488.0,633936.0,1077150.0,0.0,1.0
82,신일전자(주),2700,2013,1,46,74605,  도매 및 상품 중개업 ,1975-09-30,,5477709.0,435100.0,17337301.0,,17703809.0,306288.0,0.0,522385.0,17412.0,7127455.0,0.0,1729302.0,7639350.0,964955.0,3699791.0,410010.0,0.0,556426.0,,14773637.0,1122778.0,956836.0,124046.0,485109.0,287046.0,1625000.0,25464909.0,17027068.0,0.0,-595728.0,0.0,-11221036.0,120192386.0,14737318.0,0.0,7533879.0,5951242.0,590669.0,331649.0,0.0,392471.0,765481.0,0.0,123380.0,177210.0,0.0,0.0,23696.0,1911962.0,499870.0,51219.0,10947.0,1104644.0,0.0
83,아시아나항공(주),20560,2015,1,51,85101,  항공 운송업 ,2008-03-28,,182883096.0,329126804.0,402783969.0,,334149309.0,53034774.0,17950148.0,40919582.0,7102828.0,14160398.0,317395.0,1674878.0,663277159.0,666916840.0,82394614.0,279721558.0,447717375.0,28719136.0,,135405592.0,318368158.0,128939891.0,349268023.0,14864938.0,365863635.0,833101759.0,975506825.0,1145007.0,0.0,98164506.0,5255122.0,-187527963.0,5795271417.0,0.0,5795271417.0,889765285.0,127873016.0,14483166.0,47489565.0,0.0,0.0,16244560.0,0.0,7494621.0,26497098.0,0.0,0.0,76427.0,0.0,10776225.0,89383758.0,121020558.0,-25187944.0,0.0
84,아시아나항공(주),20560,2016,1,51,85101,  항공 운송업 ,2008-03-28,,270851864.0,32838459.0,460954201.0,,364970987.0,77085100.0,24202974.0,47578648.0,60741323.0,12365532.0,0.0,766411.0,383563691.0,515791647.0,82655667.0,91958701.0,438777662.0,22954461.0,,139253335.0,321487997.0,117608557.0,415365017.0,9320352.0,417836304.0,284969934.0,1026176470.0,537803.0,0.0,82272213.0,5255122.0,-141131178.0,5763550963.0,0.0,5763550963.0,857393565.0,124343517.0,17323336.0,45072917.0,0.0,0.0,17903893.0,0.0,6366028.0,21806925.0,0.0,0.0,1164955.0,0.0,9063314.0,103771566.0,129324014.0,19343194.0,0.0
85,에스엘(주),5850,2013,1,30,33003,  자동차 및 트레일러 제조업 ,1988-11-08,,80599916.0,109651737.0,231793867.0,0.0,213351601.0,18010667.0,4192488.0,61376448.0,2946177.0,12780970.0,26228952.0,7672998.0,23551967.0,98352071.0,345756994.0,3488321.0,55582448.0,1134875.0,0.0,186600094.0,9793434.0,9914339.0,34546066.0,599661.0,34546066.0,4760682.0,16932545.0,133518381.0,0.0,1117854.0,6653642.0,480332802.0,1241660948.0,0.0,1241660948.0,183884601.0,33600352.0,2729937.0,5100735.0,476713.0,2380653.0,1855793.0,373568.0,3119116.0,382125.0,267706.0,180839.0,294441.0,4648750.0,4712581.0,6630480.0,708640.0,21149362.0,0.0
86,에스엘(주),5850,2014,1,30,33003,  자동차 및 트레일러 제조업 ,1988-11-08,,76265373.0,131346970.0,289815436.0,0.0,280532203.0,8213764.0,2098434.0,61082493.0,17309387.0,16284762.0,39808467.0,8964665.0,31845613.0,111137647.0,381812894.0,3782731.0,62201056.0,950915.0,0.0,219288572.0,30565866.0,9577187.0,39021824.0,4202967.0,39991303.0,11001746.0,16932545.0,133518381.0,0.0,-80327.0,7161618.0,568786723.0,1359380094.0,0.0,1359380094.0,200897889.0,37757863.0,2415937.0,6221225.0,267030.0,2063822.0,780329.0,273506.0,2915872.0,488126.0,150355.0,4153284.0,-99974.0,4200381.0,6381287.0,4441478.0,857693.0,25319080.0,0.0
87,에스엘(주),5850,2015,1,30,33003,  자동차 및 트레일러 제조업 ,1988-11-08,,133344561.0,140545618.0,263954552.0,0.0,256040057.0,7573210.0,2598289.0,88959454.0,14856981.0,5528663.0,53965425.0,9650001.0,31861442.0,144152735.0,468828082.0,3989128.0,74167031.0,950915.0,0.0,196926682.0,36835243.0,11343925.0,63377178.0,8890240.0,68655057.0,51258534.0,16932545.0,133518381.0,0.0,1387061.0,7838920.0,631759596.0,1395133199.0,0.0,1395133199.0,227267078.0,41471952.0,2786386.0,6708077.0,706019.0,1655072.0,1627062.0,288729.0,3691263.0,167344.0,137732.0,7569531.0,409014.0,3885042.0,4654773.0,16611120.0,541330.0,37468455.0,0.0
88,에스엘(주),5850,2016,1,30,33003,  자동차 및 트레일러 제조업 ,1988-11-08,,120420874.0,156555097.0,310616260.0,0.0,302640243.0,8307367.0,3047437.0,68223882.0,9204879.0,8106375.0,45097401.0,4375427.0,34938368.0,158604476.0,493376476.0,3934423.0,83415263.0,946216.0,0.0,184735087.0,39560482.0,15695235.0,34167892.0,2564837.0,35355454.0,50188919.0,16932545.0,133518381.0,0.0,2763188.0,8466273.0,736907583.0,1620581391.0,0.0,1620581391.0,265162902.0,43282995.0,2838990.0,6740354.0,552418.0,1523190.0,1722300.0,287781.0,2702003.0,190016.0,168977.0,11436785.0,540805.0,137688.0,5124148.0,8247371.0,17120967.0,45618429.0,0.0
89,에스엘(주),5850,2017,1,30,33003,  자동차 및 트레일러 제조업 ,1988-11-08,,108898337.0,199512776.0,253763879.0,0.0,243333435.0,10288805.0,1557464.0,87621957.0,10458818.0,6456041.0,42840286.0,4724036.0,32318144.0,166253245.0,488823691.0,3885644.0,89063896.0,946216.0,0.0,152882457.0,21808377.0,16435211.0,41296342.0,5419011.0,42337795.0,34001019.0,16932545.0,133518381.0,0.0,-18111704.0,8466272.0,824333246.0,1489427601.0,0.0,1489427601.0,288974699.0,47518354.0,1980950.0,7391580.0,601469.0,1713469.0,1354287.0,301057.0,3040712.0,331594.0,156460.0,11189064.0,88748.0,125147.0,5408097.0,8864823.0,14179638.0,19865726.0,0.0
90,에스엘(주),5850,2018,1,30,33003,  자동차 및 트레일러 제조업 ,1988-11-08,,97877624.0,0.0,325253311.0,0.0,320014832.0,4613555.0,0.0,108418131.0,11391596.0,5521819.0,39565580.0,5143021.0,31895246.0,167489028.0,509365934.0,4010140.0,97984202.0,946216.0,0.0,222892866.0,24077140.0,22453462.0,53020565.0,413577.0,54015415.0,30410846.0,16932545.0,133518381.0,0.0,-22754521.0,8466273.0,826610089.0,1598634354.0,0.0,1598634354.0,316776172.0,51744189.0,1100296.0,8813721.0,440115.0,1937984.0,1676175.0,284668.0,3607745.0,230574.0,144510.0,14288397.0,-569186.0,164988.0,8101258.0,6766922.0,19926822.0,4948241.0,1.0
91,참엔지니어링(주),9310,2012,1,29,32902,  기타 기계 및 장비 제조업 ,1987-11-12,,6600105.0,9514629.0,23943518.0,,18384563.0,4942373.0,4170252.0,9471359.0,7433596.0,1613950.0,919158.0,8085314.0,4066658.0,7806454.0,13534766.0,148726.0,3810407.0,0.0,,10805544.0,3948555.0,4340792.0,1948873.0,6284.0,1948873.0,17911344.0,16744919.0,67722864.0,-10553267.0,-6531140.0,423000.0,9915510.0,86043032.0,50874751.0,10012.0,14432535.0,9951529.0,1514972.0,1316884.0,300334.0,1695417.0,732192.0,254380.0,731239.0,57947.0,163541.0,0.0,-305037.0,1165429.0,2008275.0,884370.0,1216335.0,-8225078.0,1.0
92,참엔지니어링(주),9310,2013,1,29,32902,  기타 기계 및 장비 제조업 ,1987-11-12,,14128831.0,23365824.0,26461471.0,,17377203.0,5585266.0,4281018.0,2608278.0,2075591.0,1613950.0,17734.0,4987927.0,29768790.0,30000827.0,14223486.0,472137.0,3747675.0,0.0,,13214151.0,2913667.0,10256870.0,1649477.0,1266311.0,1850039.0,20981851.0,16744919.0,67722864.0,-10689126.0,-7509880.0,1407889.0,15422637.0,135905970.0,68208761.0,11071.0,12178498.0,9920258.0,856309.0,1247954.0,419612.0,1703558.0,520510.0,197705.0,1059499.0,403265.0,175444.0,0.0,-994577.0,95198.0,776546.0,508363.0,1012159.0,4486853.0,1.0
93,참엔지니어링(주),9310,2014,1,29,32902,  기타 기계 및 장비 제조업 ,1987-11-12,,8436242.0,21883120.0,227319665.0,,23365531.0,7781841.0,3671902.0,5352982.0,3502506.0,1613950.0,17734.0,7555603.0,29626985.0,35262536.0,13524672.0,444155.0,4078654.0,0.0,,30166705.0,6708599.0,9618845.0,3976753.0,808630.0,7836697.0,13672203.0,16744919.0,67722864.0,-11548612.0,-6687733.0,1366635.0,-5295263.0,133932056.0,62959502.0,0.0,13904406.0,10864976.0,1037775.0,1373930.0,422609.0,2089542.0,853222.0,252604.0,1190392.0,1030200.0,91549.0,0.0,-727179.0,58043.0,510349.0,411126.0,3258.0,689906.0,1.0
94,케이지케미칼(주),1390,2015,1,20,32001,  화학물질 및 화학제품 제조업; 의약품 제외 ,1989-08-25,,37527848.0,54315682.0,143886859.0,,158536485.0,17210614.0,1093008.0,298032427.0,188193.0,4172368.0,19519006.0,13229706.0,154941576.0,80192975.0,197935984.0,5856221.0,1455271.0,768543.0,,24906773.0,125104366.0,14161144.0,19869364.0,9412499.0,22912156.0,114114124.0,59702595.0,0.0,-11051190.0,393206.0,3074030.0,151926639.0,1014474707.0,0.0,1014474707.0,68670034.0,42302828.0,4284073.0,8360259.0,481817.0,2206912.0,2775581.0,758409.0,3647940.0,6734929.0,497608.0,4353720.0,24595345.0,428825.0,2614289.0,2002456.0,38635.0,15579195.0,0.0
95,코스모신소재(주),5070,2012,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,4390295.0,0.0,15724807.0,,16285920.0,828190.0,0.0,111338.0,286706.0,273504.0,5840549.0,6944560.0,88937003.0,41954899.0,15021341.0,144250.0,0.0,1470450.0,,8866206.0,3821492.0,755594.0,121857.0,,121857.0,22361000.0,69939840.0,931181.0,0.0,0.0,0.0,17176577.0,129110920.0,125813766.0,0.0,15032839.0,3407773.0,432241.0,617109.0,58541.0,343061.0,64839.0,327526.0,114957.0,24608.0,124635.0,149225.0,206581.0,139482.0,0.0,0.0,0.0,0.0,0.0
96,코스모신소재(주),5070,2013,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,1043143.0,0.0,24281914.0,,23751522.0,2128276.0,0.0,7439088.0,7578144.0,87211.0,8634431.0,7448120.0,101580458.0,56688249.0,30571304.0,218344.0,0.0,1470450.0,,11937344.0,1987209.0,698868.0,182006.0,,182006.0,15699360.0,74939840.0,6164242.0,0.0,9861895.0,0.0,8735617.0,153281703.0,152137895.0,0.0,20193521.0,3377573.0,513834.0,472533.0,44342.0,242992.0,87848.0,331153.0,75358.0,16679.0,121186.0,105949.0,199937.0,169835.0,0.0,0.0,0.0,0.0,0.0
97,코스모신소재(주),5070,2014,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,5979075.0,0.0,19993943.0,,21047697.0,1758947.0,0.0,5814372.0,5956685.0,34300.0,4751614.0,6517286.0,101738025.0,54640845.0,27369518.0,162884.0,0.0,1470450.0,,15644684.0,2299486.0,1420095.0,480543.0,,480543.0,9889490.0,74939840.0,6164242.0,0.0,9861895.0,0.0,-15674798.0,149343499.0,148231535.0,0.0,18600664.0,3530211.0,422359.0,718776.0,32999.0,349340.0,271605.0,218475.0,63438.0,109111.0,76840.0,100708.0,1205574.0,974448.0,0.0,1983681.0,512564.0,0.0,0.0
98,코스모화학(주),5420,2012,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,604124.0,31725000.0,19941570.0,,17852322.0,2048258.0,25420000.0,2901901.0,5819480.0,136153.0,38476561.0,15308262.0,212449500.0,61549591.0,309518009.0,0.0,0.0,2911796.0,,17251968.0,1380513.0,7018238.0,423560.0,,423560.0,48096930.0,65510795.0,14549876.0,-177050.0,150346179.0,0.0,-3751594.0,180206642.0,176510128.0,256918.0,16803142.0,4149772.0,511226.0,740240.0,187086.0,306934.0,929143.0,367736.0,77870.0,45810.0,108851.0,57087.0,81859.0,300.0,0.0,0.0,0.0,0.0,0.0
99,코스모화학(주),5420,2013,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,1985518.0,35802000.0,44401849.0,,39858977.0,4225262.0,27920000.0,7515806.0,497.0,2426561.0,37842566.0,13257299.0,333728111.0,144899956.0,426930361.0,0.0,0.0,4568135.0,,30588189.0,7293214.0,9533689.0,771276.0,49749.0,771276.0,39195360.0,65510795.0,14549876.0,-177050.0,141273214.0,0.0,11336444.0,315361574.0,309961432.0,34284.0,36984029.0,7499524.0,935383.0,1108884.0,231913.0,598417.0,1119808.0,702139.0,193347.0,18179.0,245044.0,256217.0,463250.0,174108.0,2543201.0,1258893.0,146522.0,642731.0,0.0
100,코스모화학(주),5420,2014,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,8172284.0,33804138.0,38183975.0,,32894381.0,4867771.0,27170000.0,7628906.0,6348411.0,1856189.0,24065786.0,10196996.0,369430049.0,106117931.0,121439054.0,0.0,0.0,4031680.0,,44441401.0,28019996.0,18933549.0,8868201.0,,10497355.0,23450640.0,65510795.0,14549876.0,-177050.0,169862916.0,0.0,-34392054.0,281848632.0,276189966.0,431484.0,35725472.0,6584507.0,770889.0,1113393.0,218252.0,615560.0,986263.0,435375.0,319615.0,109639.0,152414.0,356165.0,1950485.0,968597.0,2569236.0,815026.0,601630.0,0.0,0.0
101,코스모화학(주),5420,2015,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,4783063.0,7174204.0,25095201.0,,27482180.0,3931090.0,8100000.0,2752804.0,3557486.0,31743.0,13693287.0,7168704.0,209817277.0,92481009.0,89849290.0,0.0,0.0,2017166.0,,26322955.0,22318317.0,24391445.0,3038719.0,,5132148.0,8514800.0,66642220.0,14761753.0,-177050.0,166138322.0,0.0,-138108718.0,250018823.0,242268793.0,0.0,39074580.0,6364590.0,844799.0,868745.0,172385.0,419775.0,747194.0,397252.0,339556.0,29724.0,114981.0,174010.0,1576246.0,466842.0,1737099.0,1366638.0,53585.0,-614353.0,0.0
102,코스모화학(주),5420,2016,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,7206424.0,2860000.0,37421096.0,,22843776.0,20206573.0,14300000.0,2160870.0,3632690.0,86272.0,4385239.0,12014361.0,170376460.0,79088550.0,65968488.0,0.0,0.0,1214873.0,,28706759.0,13342902.0,30932298.0,5186747.0,,5186747.0,4603960.0,66642220.0,14761753.0,-177050.0,81495236.0,0.0,-105076685.0,286513279.0,283700636.0,0.0,38440206.0,5616181.0,5222116.0,1057603.0,140017.0,340029.0,874959.0,387496.0,232381.0,4691.0,180087.0,88163.0,734521.0,110874.0,490809.0,831052.0,409844.0,0.0,0.0
103,코스모화학(주),5420,2017,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,4305346.0,2000000.0,34077413.0,,33112234.0,5640529.0,0.0,1870140.0,2699096.0,566169.0,8223834.0,21532966.0,173817136.0,77808037.0,54916218.0,0.0,0.0,1214873.0,,32810642.0,5804011.0,9500391.0,390422.0,395261.0,390422.0,3118120.0,74792220.0,17534873.0,-177050.0,81393606.0,0.0,-84329973.0,431646980.0,411853554.0,0.0,34462630.0,6763523.0,673281.0,1025745.0,266724.0,460454.0,1227254.0,157392.0,823289.0,23651.0,204059.0,3083188.0,-571757.0,165309.0,395377.0,622540.0,240717.0,-2930048.0,0.0
104,티와이엠(주),2900,2015,1,29,32902,  기타 기계 및 장비 제조업 ,1973-06-26,,29667977.0,5302184.0,97373886.0,,99631794.0,2029899.0,707638.0,3342520.0,3604440.0,36458557.0,25687794.0,13323460.0,25660515.0,61927219.0,22235946.0,0.0,0.0,0.0,,41102694.0,2805955.0,8497466.0,3193089.0,1774905.0,3193088.0,16797000.0,32694450.0,14101762.0,0.0,-599848.0,14500000.0,-24150246.0,357489527.0,0.0,0.0,49930204.0,21752773.0,2206229.0,2114286.0,0.0,3206880.0,0.0,0.0,1303705.0,1254335.0,0.0,0.0,2567278.0,9830497.0,738176.0,5430366.0,64883.0,2093527.0,1.0
105,한국전력기술(주),52690,2015,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,15287585.0,7483937.0,250821649.0,0.0,36304268.0,67449384.0,7143842.0,15502067.0,23538849.0,0.0,0.0,0.0,55543766.0,177855703.0,95638275.0,1369293.0,59072408.0,0.0,0.0,96173334.0,26589733.0,22345901.0,9585022.0,,9585022.0,30000000.0,7644000.0,0.0,-10300329.0,154211.0,3822000.0,15486706.0,657603285.0,0.0,0.0,156725526.0,20251796.0,3797487.0,3181060.0,0.0,371795.0,2319334.0,0.0,1396895.0,457917.0,24446.0,72356403.0,0.0,15004740.0,0.0,573.0,146597.0,344324.0,1.0
106,한국전력기술(주),52690,2016,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,21451508.0,2986850.0,186990770.0,0.0,26805329.0,8145084.0,2952265.0,7190221.0,15887047.0,0.0,0.0,0.0,55609139.0,181952773.0,95758635.0,1367308.0,61599603.0,0.0,0.0,43775113.0,23274032.0,21089861.0,5405500.0,,5405500.0,0.0,7644000.0,0.0,-10300329.0,165650.0,3822000.0,1499751.0,506012235.0,0.0,0.0,166707973.0,25929908.0,4832125.0,3905050.0,0.0,342452.0,1179684.0,0.0,2836595.0,479182.0,7372.0,61855598.0,0.0,49699272.0,0.0,4751.0,866586.0,7155806.0,1.0
107,한국전력기술(주),52690,2017,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,18383396.0,14060952.0,181789688.0,0.0,31526369.0,8792708.0,1178132.0,5783070.0,16723668.0,0.0,0.0,0.0,55609139.0,174550109.0,86194139.0,50976.0,11714326.0,0.0,0.0,32537259.0,24636249.0,22392923.0,7446613.0,,7446613.0,30000000.0,7644000.0,0.0,-10300329.0,178422.0,3822000.0,39283909.0,490192814.0,0.0,0.0,164963638.0,24595405.0,3502954.0,3065166.0,0.0,389772.0,903601.0,0.0,2259672.0,968927.0,961.0,60251559.0,0.0,16714163.0,0.0,7488.0,216021.0,15531357.0,1.0
108,한국항공우주산업(주),47810,2012,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,223402542.0,14479828.0,397334854.0,,227915305.0,21528881.0,0.0,192330075.0,198313675.0,0.0,7406520.0,110420454.0,83521192.0,244827692.0,210609709.0,1780063.0,235876568.0,1756154.0,,137915231.0,22080934.0,54669761.0,28729709.0,,30868398.0,163197931.0,487375535.0,124077486.0,0.0,4703274.0,4378184.0,262704834.0,1534606239.0,0.0,0.0,283463729.0,25356172.0,2813537.0,5984341.0,0.0,3447385.0,1690712.0,527998.0,787435.0,11899391.0,517257.0,8719395.0,-65976.0,11837470.0,3279487.0,30639729.0,4707400.0,17454537.0,1.0
109,한국항공우주산업(주),47810,2013,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,137530899.0,53042940.0,393865987.0,,95964175.0,51678110.0,0.0,193896792.0,201445401.0,0.0,24204351.0,120131301.0,83521192.0,278083880.0,265459379.0,3104252.0,251902054.0,1928096.0,,121027818.0,7084594.0,70060469.0,28792303.0,18828015.0,30355140.0,92434310.0,487375535.0,124077486.0,0.0,5254673.0,6327686.0,165116277.0,2016338618.0,0.0,0.0,332234671.0,31458692.0,3435698.0,6711301.0,0.0,3291474.0,1556445.0,816177.0,1321125.0,3905597.0,501065.0,13554899.0,0.0,17976217.0,5924483.0,21978112.0,10538197.0,1851279.0,1.0
110,한국항공우주산업(주),47810,2014,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,12570473.0,22016935.0,580083775.0,,156916931.0,58870910.0,0.0,183786800.0,202746834.0,0.0,11049275.0,190174721.0,83521192.0,281131920.0,312415134.0,3444644.0,256984174.0,2185077.0,,145004505.0,57463999.0,108537177.0,34818015.0,37488601.0,35987990.0,62624547.0,487375535.0,124077486.0,0.0,5797456.0,8277188.0,171835089.0,2328613261.0,0.0,0.0,383536504.0,41897279.0,4801302.0,8606091.0,0.0,4056186.0,1212668.0,1941593.0,1875750.0,3753384.0,716580.0,6139843.0,0.0,25778346.0,5991408.0,33720912.0,2396759.0,36390390.0,1.0
111,한국항공우주산업(주),47810,2015,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,10730894.0,17379578.0,1181397542.0,,197939581.0,23064245.0,0.0,216001297.0,236603375.0,0.0,28398859.0,192937972.0,83521192.0,329789934.0,324719702.0,4671371.0,267402317.0,2184077.0,,231546111.0,111074611.0,87162575.0,33977448.0,60976793.0,35148187.0,126355780.0,487375535.0,124077486.0,0.0,6251217.0,10714066.0,382693922.0,3039736651.0,0.0,0.0,403419696.0,38629206.0,5042568.0,8044370.0,0.0,4338698.0,1183514.0,1667161.0,1948019.0,4231721.0,724798.0,12500340.0,0.0,30479689.0,3765528.0,42552243.0,2944682.0,83879586.0,1.0
112,한국항공우주산업(주),47810,2016,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,53578894.0,16090272.0,1123200931.0,,555317490.0,29347944.0,0.0,306863461.0,325035296.0,0.0,25770809.0,177371158.0,83521192.0,357084574.0,345148027.0,4816289.0,280737399.0,2131598.0,,280803104.0,72612541.0,91975337.0,63114318.0,65908710.0,64108583.0,47390970.0,487375535.0,124077486.0,0.0,6615801.0,14613070.0,609406072.0,2946330610.0,0.0,0.0,463357322.0,35847764.0,4516614.0,6663289.0,0.0,3704335.0,1155216.0,1201100.0,1228365.0,2719603.0,535589.0,29644058.0,0.0,29821269.0,2276436.0,55014663.0,5191755.0,52332666.0,1.0
113,한국항공우주산업(주),47810,2017,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,227100460.0,6255226.0,821799897.0,,464133914.0,13425301.0,0.0,420901472.0,455377714.0,0.0,13772525.0,196888467.0,91582789.0,358066362.0,353117833.0,4940124.0,302446955.0,2131598.0,,133631740.0,113188906.0,135389688.0,104582027.0,15364060.0,105363565.0,30018700.0,487375535.0,124077486.0,0.0,7504241.0,21241377.0,296718879.0,2072249142.0,0.0,0.0,455735428.0,39466396.0,5030935.0,8654775.0,0.0,4656648.0,1156802.0,667660.0,1052672.0,4415992.0,640056.0,54179123.0,0.0,38138844.0,6412579.0,58718962.0,43110375.0,-85096487.0,1.0
114,한솔아트원제지(주),7190,2012,4,17,31701,"  펄프, 종이 및 종이제품 제조업 ",1974-06-24,2017/03/15,2159959.0,2877419.0,96612524.0,,94435000.0,2113000.0,2116000.0,26000.0,1921000.0,61000.0,9544000.0,23694103.0,75050000.0,66962000.0,375301000.0,56000.0,0.0,982000.0,,84500000.0,855000.0,10528000.0,114000.0,,114000.0,122873860.0,77346110.0,0.0,0.0,2919646.0,0.0,440193.0,385030245.0,378649000.0,764245.0,22155000.0,2809000.0,278000.0,505000.0,44000.0,74000.0,454000.0,304000.0,456000.0,47000.0,108000.0,0.0,6000.0,114193.0,,2428000.0,540000.0,-56470.0,1.0
115,한솔아트원제지(주),7190,2013,4,17,31701,"  펄프, 종이 및 종이제품 제조업 ",1974-06-24,2017/03/15,4498383.0,233000.0,92874619.0,,89430000.0,3462000.0,2083000.0,22000.0,592000.0,9000.0,17126773.0,15491000.0,75049000.0,66963000.0,384775000.0,38000.0,0.0,868000.0,,59190021.0,378000.0,9111000.0,394000.0,,394000.0,80000000.0,21224349.0,11540000.0,0.0,2856606.0,10000.0,-24117261.0,392658849.0,387276000.0,405849.0,21882000.0,2623000.0,210000.0,362000.0,152000.0,95000.0,436000.0,240000.0,453000.0,62000.0,142000.0,0.0,188000.0,73629.0,0.0,1498000.0,12000.0,15484.0,1.0
116,한솔홀딩스(주),4150,2012,1,71,31701,  전문 서비스업 ,1972-05-17,,50808000.0,37060120.0,268931082.0,,286043000.0,10253000.0,875120.0,1083000.0,4988075.0,33971000.0,56648666.0,49405000.0,436971000.0,498221000.0,1036758000.0,0.0,0.0,4805000.0,,167738986.0,101594000.0,17198000.0,28060924.0,438658.0,54583777.0,36179000.0,218122350.0,0.0,-17697000.0,-4598000.0,4600000.0,26155000.0,1779381328.0,1315355000.0,108542328.0,109930000.0,27592000.0,3337000.0,3339000.0,0.0,1143000.0,4055000.0,2022000.0,2328000.0,1170000.0,1551000.0,0.0,8207000.0,3515107.0,1816000.0,6251000.0,377000.0,20533134.0,1.0
117,한솔홀딩스(주),4150,2013,1,71,31701,  전문 서비스업 ,1972-05-17,,44321980.0,2881321.0,356527449.0,,365270000.0,15747000.0,2373321.0,1692000.0,7530627.0,9333000.0,90660000.0,81675000.0,514290000.0,615958000.0,1484090000.0,0.0,0.0,6339000.0,,181648881.0,100069675.0,24158000.0,32472628.0,400472.0,61441971.0,120110480.0,218122350.0,299401000.0,-17687000.0,2088000.0,6091000.0,-7701000.0,1976572225.0,1343816000.0,106683225.0,140022000.0,37463000.0,5084000.0,5685000.0,682000.0,2101000.0,7671000.0,2632000.0,3283000.0,2201000.0,1925000.0,0.0,1611000.0,1935856.0,2690224.0,10456000.0,233000.0,13904550.0,1.0
