회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율(IFRS),유형자산증가율(IFRS),비유동생물자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),매출채권 대 상,매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),상품,원,재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),부가가치(IFRS)(백만원).1,법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원).1,총자본투자효율(IFRS).1,기계투자효율(IFRS).1,부가가치율(IFRS).1,종업원수(IFRS),"매출채권 대 상,제품비율(IFRS)","상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",label
(주)뉴보텍,60260,2015,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,6.64,-0.69,0.0,0.0,1.93,9.29,-27.38,5.78,14.03,0.0,0.0,0.0,27.78,-1.02,15.21,8.78,29.82,4.26,2.7,5.9,5.47,3.46,9.38,5.94,5.59,3.53,12.14,7.68,70.18,95.74,-1.23,-0.9,0.29,0.0,0.15,11.17,3.83,96.69,14.86,0.0,0.0,0.3,2.8,16.25,299.63,0.88,3.81,3.78,33.05,0.0,-53.41,24.84,0.0,0.0,0.0,1424.45,38.0,188.13,628.96,60.72,65.54,16.96,190.2,54.42,34.46,58.02,41.98,133.05,59.39,54.67,177.31,147.23,51.1,142.78,38.91,457.85,,31.18,72.36,63.71,98.53,8.65,17.55,28.58,20.46,35.26,6.79,11.55,14.41,0.33,50.51,27.47,78.89,17.27,35.45,7.25,5.84,14.82,1.28,1.31,2.2,2.85,3.07,34.45,10.6,1.98,2.51,9.4,38.83,,,0.0,7.19,50.76,3.64,4.28,1.26,0.0,0.01,7173.94,73.96,361.46,15.41,9.75,52.13,84.19,24.18,290.95,25.42,87.85,305.86,20.46,70.49,29.51,13.18,7173.94,1064.22,5056.71,100.83,0.0,0.0,952.18,73.96,25.42,305.86,20.46,97.0,168.38,10.7,77.4,1
(주)뉴보텍,60260,2016,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,10.88,-2.76,0.0,0.0,-1.11,17.18,-9.3,3.96,2.39,-16.41,-34.82,-27.56,0.11,7.22,-4.5,5.19,33.28,3.48,1.72,4.59,4.2,2.07,7.48,3.69,4.3,2.12,10.15,5.01,66.72,96.52,-0.63,-0.18,0.17,0.0,0.13,39.78,2.28,97.16,16.28,0.0,0.0,0.18,2.6,15.98,336.37,0.47,2.71,2.88,38.31,0.0,-47.57,27.7,0.0,0.0,0.0,1458.46,25.0,49.29,659.88,50.76,69.27,13.13,225.37,60.17,30.73,54.4,45.6,138.31,56.5,51.45,172.02,149.43,47.9,217.59,31.36,301.99,,72.05,83.83,74.02,98.73,9.81,18.4,29.0,20.96,38.54,7.02,17.53,15.07,0.38,55.95,26.94,84.75,20.48,44.54,9.34,8.14,20.18,1.21,1.24,2.15,2.92,2.75,23.7,15.4,1.79,2.1,12.0,30.42,,,0.0,6.73,54.26,3.71,4.46,1.14,0.0,0.01,7699.84,74.04,345.18,12.01,5.92,54.84,76.35,22.76,300.88,24.61,96.97,325.33,21.45,74.07,25.93,8.0,7699.84,1023.21,5702.93,61.92,0.0,0.0,911.79,74.04,24.61,325.33,21.45,104.0,235.03,13.56,104.31,1
(주)뉴보텍,60260,2017,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,-1.26,1.56,0.0,0.0,4.74,-3.93,-13.72,-3.13,14.27,0.0,0.0,-182.26,-27.46,19.23,-4.16,-2.81,25.72,-2.59,-2.32,-3.08,-3.41,-3.06,-6.33,-5.67,-3.53,-3.16,-8.62,-7.72,74.28,102.59,-0.02,-0.32,0.31,-0.01,0.32,0.0,-2.64,102.58,15.58,0.0,0.0,0.3,2.33,17.57,337.03,0.9,3.57,3.56,33.98,0.0,-52.34,25.36,0.0,0.0,0.0,1666.52,-39.0,-102.45,636.7,-43.11,67.4,11.79,206.72,59.45,32.6,53.37,46.63,133.98,61.09,56.15,160.71,141.75,9.39,374.96,31.22,493.89,,75.92,87.38,78.58,98.95,8.79,18.44,25.46,21.07,39.49,-4.56,-7.29,13.54,0.34,51.8,24.0,72.56,-4.54,-10.05,-2.12,-1.59,-8.24,1.32,1.36,2.45,3.33,2.86,20.96,17.42,1.93,2.21,15.47,23.59,,,0.0,5.33,68.52,4.17,5.13,1.21,0.0,0.01,6659.8,53.71,330.8,-8.56,-7.66,53.3,65.04,20.92,249.17,21.55,82.58,256.68,16.24,99.24,0.76,-14.27,6659.8,-1068.15,6608.86,128.84,0.0,0.0,990.25,53.71,21.55,256.68,16.24,124.0,451.16,17.55,131.06,1
(주)뉴보텍,60260,2018,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,-1.92,4.43,0.0,0.0,-6.52,0.31,31.71,13.48,-2.55,0.0,0.0,0.0,29.48,-12.1,10.86,12.52,27.25,0.54,-4.7,1.14,0.7,-6.14,1.22,-10.68,0.72,-6.32,1.66,-14.61,72.75,99.46,-0.35,-0.34,0.32,-0.01,0.18,39.55,-5.72,99.82,16.32,0.0,0.0,0.32,2.21,15.62,335.26,0.99,5.45,4.63,42.86,0.0,-52.56,33.38,0.0,0.0,0.0,1558.82,-74.0,-38.73,699.67,8.35,68.93,15.49,221.82,58.25,31.07,61.74,38.26,139.3,50.33,48.5,191.84,162.13,10.64,270.55,32.35,633.11,,42.73,61.96,58.19,98.93,3.77,7.05,33.0,15.88,25.72,0.82,1.56,19.0,0.43,52.17,24.38,74.44,-15.16,-36.52,-5.8,-4.4,1.66,1.31,1.34,2.27,3.11,3.07,24.63,14.82,1.92,2.22,14.05,25.98,,,0.0,4.45,81.99,4.1,4.85,1.22,0.0,0.01,7580.09,69.54,366.73,1.96,-17.25,59.97,73.9,25.38,278.02,25.01,94.11,274.01,18.96,86.23,13.77,-24.8,7580.09,72.92,6536.56,129.1,0.0,0.0,886.53,69.54,25.01,274.01,18.96,109.0,297.08,16.03,113.62,1
(주)디지털대성,68930,2014,5,85,168505,  교육 서비스업 ,2003-10-17,,11.16,13.95,0.0,0.0,-11.61,62.42,-17.64,6.52,-0.88,-6.63,6.98,7.03,10.95,-3.85,3.08,9.07,46.57,9.76,8.72,10.46,8.77,7.83,9.95,8.89,9.5,8.48,51.43,45.92,53.43,90.24,1.6,1.88,-1.87,0.0,3.66,23.3,6.15,88.87,20.33,0.0,0.0,-2.07,6.3,31.49,0.0,-14.19,0.0,0.0,454.11,100.0,28.48,84.73,27.48,5.18,60.16,2635.41,268.0,500.88,1694.37,257.2,44.93,0.54,81.58,44.69,55.07,86.35,13.65,530.16,63.78,63.78,329.19,327.41,40.05,2108.29,0.78,997.56,,211.34,15.81,15.81,0.0,0.0,0.0,31.28,0.0,0.0,999999999.0,999999999.0,73.96,4.54,42.52,68.75,110.24,101.74,0.0,13.89,16.27,0.0,0.9,0.97,1.02,5.27,7.57,167.34,2.18,2.35,2.37,317.22,1.15,,,0.0,16.17,22.57,1.45,29.51,1.79,0.01,0.05,19348.67,85.99,255.58,24.94,22.27,47.15,9.22,2.44,299.4,28.72,932.23,3523.11,33.65,54.83,45.17,25.9,19348.67,6533.8,10608.22,-1077.54,0.0,0.0,3284.18,85.99,28.72,3523.11,33.65,225.0,2108.29,317.22,0.0,1
(주)메지온,140410,2014,5,70,137001,  연구개발업 ,2012-01-20,,22.95,122.23,0.0,0.0,-14.37,26.22,398.47,6.39,1.19,0.0,0.0,0.0,-2975.54,26.67,-20.11,-6.35,0.0,-110.37,-57.64,-4.78,-6.96,-3.64,-7.66,-4.0,-7.19,-3.76,-121.41,-63.41,0.0,210.37,35.59,35.82,-34.53,2.24,0.0,0.0,-5.82,154.02,27.52,28.81,0.0,-16.2,1.59,7.43,10.96,-23.87,0.0,0.0,1745.63,0.0,26.92,106.85,0.0,0.0,0.0,550.65,-337.0,-556.56,7803.07,-607.74,94.39,3.09,1682.96,91.48,5.61,84.94,15.06,1629.73,6.6,6.5,686.8,665.6,366.53,51.52,3.61,21540.67,,0.24,17.72,16.18,0.0,1.54,1.63,80.65,0.0,0.0,999999999.0,999999999.0,90.99,17.46,1478.78,106.28,1726.04,-34.35,0.0,-5.17,-90.4,0.0,0.06,0.07,0.07,1.1,0.69,1642.17,0.22,0.07,0.07,3.27,111.57,,,0.0,7.62,47.88,0.94,19.5,0.06,0.0,0.01,-1944.26,-102.33,234.45,-258.76,-135.15,137.58,16.58,8.58,4098.67,-2.5,-617.05,-1192.81,-43.65,0.0,0.0,0.0,-1944.26,-3330.97,2614.07,-1538.12,232.64,0.0,150.94,-102.33,-2.5,-1192.81,-43.65,19.0,51.52,3.27,0.0,1
(주)삼일,32280,2014,5,49,84903,  육상운송 및 파이프라인 운송업 ,1997-03-15,,-1.94,-21.57,0.0,0.0,-21.19,56.13,-10.02,7.65,7.59,-35.66,-42.18,-48.82,-24.15,0.0,7.59,-29.45,11.49,2.88,2.8,2.77,2.63,2.55,8.56,8.31,3.29,3.19,19.59,19.01,88.51,97.12,0.35,-2.27,2.15,0.0,0.27,35.28,4.52,96.94,9.31,0.0,1.07,2.11,1.51,4.34,15.4,2.84,4.72,4.76,141.94,0.0,0.0,60.2,0.0,0.0,0.0,6797.02,199.0,-169.58,2335.04,195.88,39.63,0.87,65.64,39.28,60.37,32.18,67.82,237.22,187.59,105.94,92.14,91.33,0.06,3726.41,0.0,117.7,,3166.15,210.74,133.66,51.6,77.08,0.0,-3.38,45.06,140.01,1.25,2.5,19.26,1.42,35.25,74.27,79.54,1.4,2.1,0.95,1.03,1.34,0.91,1.14,2.97,6.8,1.32,7.19,50.75,2.84,2.87,253.08,1.44,,,0.0,6.95,52.51,1.35,1.37,1.18,0.0,0.31,19372.13,141.4,729.24,21.02,20.39,69.39,466.76,47.53,790.86,17.88,30.29,297.48,19.39,49.07,50.93,14.42,19372.13,3226.61,9506.26,2152.6,1856.03,1090.35,1540.29,141.4,17.88,297.48,19.39,137.0,4423.92,344.83,0.0,0
(주)삼일,32280,2015,5,49,84903,  육상운송 및 파이프라인 운송업 ,1997-03-15,,-11.86,1.59,0.0,0.0,3.6,-35.41,-31.74,67.22,-4.81,-82.15,635.19,691.06,131.89,-4.38,-0.45,21.14,10.04,0.54,21.6,0.83,0.5,20.15,1.1,44.09,0.6,23.96,3.32,132.89,89.96,99.46,27.56,-1.03,0.94,0.0,0.33,25.45,21.03,79.56,10.59,0.0,0.79,0.86,1.49,3.99,19.1,1.62,10.7,4.08,263.89,100.0,46.43,73.6,6.08,1.69,4.8,5865.7,1430.0,-334.2,3501.65,31.69,29.04,0.92,40.93,28.77,70.96,61.06,38.94,359.61,116.22,97.07,107.95,106.96,9.05,5683.9,12.49,140.92,,4033.28,63.78,44.06,0.0,19.72,562.91,2.14,12.04,19.72,0.42,30.82,44.8,2.64,37.15,70.01,96.76,-10.64,-34.4,-4.14,-4.16,0.57,0.93,1.11,2.04,6.15,1.72,8.59,42.48,2.69,2.72,302.3,1.21,,,0.0,6.69,54.58,1.43,1.47,1.33,0.0,0.08,42954.52,327.9,725.98,3.92,156.8,84.06,484.85,46.8,728.97,44.98,67.63,700.7,45.17,25.64,74.36,47.82,42954.52,26725.8,11011.42,896.27,1943.06,826.44,1551.53,327.9,44.98,700.7,45.17,131.0,6202.17,346.51,0.0,0
(주)상보,27580,2012,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,,7.24,5.96,0.0,-2.87,0.06,14.36,-44.0,57.51,39.15,80.71,10.7,1.14,21.09,7.0,30.04,3.52,19.45,8.75,3.16,13.36,13.02,4.7,41.99,15.18,14.09,5.09,344.53,124.52,80.55,91.25,-4.32,-3.65,3.74,0.74,0.03,32.6,10.26,95.65,5.94,0.73,0.27,3.83,3.17,13.89,59.02,8.06,24.54,19.41,815.85,100.0,10.78,89.08,30.0,3.28,26.4,17957.68,626.0,1369.96,3759.82,1571.98,53.54,11.05,115.24,47.63,46.46,36.64,63.36,915.85,126.8,113.35,90.73,80.71,38.69,356.26,0.0,139.08,,256.15,172.93,161.06,88.19,11.87,0.0,-5.47,23.25,63.45,2.2,2.19,32.64,8.16,34.92,32.33,64.91,15.24,41.53,9.65,6.72,2.34,1.49,1.61,4.8,39.36,2.15,12.06,30.26,2.86,3.43,17.44,20.93,,,127.25,7.29,50.06,3.09,4.28,1.34,0.08,0.02,43984.86,137.02,789.12,69.08,24.97,45.71,182.8,84.49,549.21,24.95,74.96,162.18,17.36,33.36,66.64,18.22,43984.86,11234.74,14674.11,9469.52,127.14,655.18,7824.16,137.02,24.95,162.18,17.36,321.0,449.76,25.5,99.26,0
(주)상보,27580,2013,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,,2.96,24.53,0.0,-2.95,22.44,-13.95,-14.15,11.6,-12.82,-57.88,9.82,32.51,-34.85,23.05,-29.15,-4.88,15.46,4.23,3.99,5.57,5.22,4.92,13.67,12.88,5.7,5.37,131.33,123.76,84.54,95.77,-0.71,-0.48,0.95,0.47,0.09,-2.22,6.09,96.55,7.88,1.86,0.38,0.96,3.36,11.57,57.6,1.89,5.39,5.95,920.41,0.0,19.23,91.54,0.0,0.0,0.0,15401.17,617.0,889.9,4213.91,651.33,44.75,11.02,80.99,39.82,55.25,39.72,60.28,1005.48,139.12,125.05,80.17,71.34,28.14,449.56,0.0,164.16,,273.85,151.79,140.54,90.07,11.25,0.0,-11.07,27.75,69.86,3.44,4.72,36.36,9.2,39.76,41.25,74.04,14.66,31.85,8.84,7.26,4.47,1.23,1.35,3.23,31.05,2.0,8.62,42.33,2.52,2.83,22.79,16.01,,,143.87,5.71,63.96,2.42,3.23,1.16,0.05,0.03,35260.95,89.27,559.07,23.64,22.28,43.48,173.76,82.51,459.51,19.43,51.38,108.19,15.97,48.71,51.29,24.96,35260.95,7781.32,17176.34,2089.26,66.96,828.3,7318.77,89.27,19.43,108.19,15.97,395.0,864.9,34.21,133.34,0
(주)서울제약,18680,2016,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,,6.05,8.23,0.0,0.0,4.84,8.19,38.75,9.74,-14.89,0.0,0.0,0.0,-9.85,-6.98,-8.51,12.84,53.26,-5.59,-11.71,-2.31,-2.5,-5.23,-6.05,-12.68,-3.01,-6.3,-58.59,-122.84,46.74,105.59,-7.06,-5.37,5.43,0.06,0.0,0.0,-2.81,112.55,33.54,0.32,0.0,4.79,6.91,8.79,0.0,4.13,5.55,5.72,894.37,100.0,28.09,89.92,3.0,0.3,0.0,5144.05,-613.0,-255.42,4745.52,-287.36,37.05,25.62,58.84,27.56,62.95,41.96,58.04,994.37,150.02,72.89,271.81,202.19,80.91,163.43,40.53,434.26,,37.63,138.3,32.48,16.01,105.82,189.64,23.42,45.8,109.14,-0.95,-1.33,37.74,8.94,82.09,141.65,185.9,-0.46,-0.58,-0.27,-0.62,-1.03,0.45,0.54,1.08,10.49,0.76,12.05,30.3,1.22,1.58,5.32,68.64,,,43.36,2.71,134.63,0.71,0.77,0.77,0.0,0.01,14720.03,73.6,190.34,-10.63,-22.29,72.43,178.07,8.01,438.4,16.79,41.33,918.94,38.67,98.41,1.59,-30.29,14720.03,-4815.6,14485.75,2067.01,0.0,0.0,2982.86,73.6,16.79,918.94,38.67,200.0,199.63,6.72,62.42,1
(주)서울제약,18680,2017,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,,-19.86,-16.87,0.0,0.0,-15.89,-26.6,22.41,0.89,-10.55,0.0,0.0,0.0,-52.06,4.5,-14.4,-6.95,50.58,-17.52,-31.06,-7.38,-7.55,-13.39,-16.14,-28.62,-8.57,-15.2,-151.16,-268.04,49.42,117.52,-15.04,-5.38,5.18,-0.23,0.0,0.0,-11.16,132.31,31.02,0.0,0.0,3.89,5.59,6.91,0.0,4.2,8.63,6.11,785.48,100.0,0.65,88.71,3.0,0.34,0.0,4061.23,-1338.0,-135.65,4259.47,-711.45,33.93,42.72,51.35,19.43,66.07,52.83,47.17,885.48,125.07,89.58,129.3,74.06,24.01,83.26,188.53,281.76,,29.55,89.3,49.67,55.55,39.63,272.29,7.69,31.3,59.25,-3.14,-5.28,46.86,7.85,82.7,149.23,200.8,-4.57,-6.88,-2.15,-4.45,-3.38,0.43,0.49,0.92,8.63,0.81,11.09,32.91,1.21,1.8,3.68,99.18,,,24.29,3.08,118.33,0.67,0.72,0.79,0.0,0.01,7374.07,35.28,162.93,-28.54,-50.61,67.39,204.58,51.09,336.22,10.49,17.25,69.06,21.66,191.01,-91.01,-143.44,7374.07,-11086.85,14085.17,1764.15,0.0,0.0,2536.59,35.28,10.49,69.06,21.66,209.0,105.48,4.59,80.89,1
(주)서울제약,18680,2018,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,,-0.11,-3.46,0.0,0.0,-2.78,5.07,10.27,-18.35,27.95,0.0,0.0,0.0,44.15,-5.74,35.74,9.3,52.0,-11.27,-17.5,-6.85,-6.99,-10.86,-14.56,-22.61,-7.2,-11.18,-116.4,-180.77,48.0,111.27,-7.33,-3.02,3.11,0.1,0.0,0.0,-8.93,118.49,27.95,0.0,0.0,2.61,4.34,5.57,0.0,3.71,5.45,5.98,614.4,0.0,-58.16,86.0,0.0,0.0,0.0,5134.41,-901.0,-144.64,3433.91,-578.54,35.69,44.84,55.5,19.69,64.31,43.18,56.82,714.4,148.93,83.05,158.15,87.24,29.89,47.89,121.95,218.38,,21.93,131.57,52.26,25.78,79.31,261.01,13.12,38.07,88.16,-3.37,-4.98,37.14,6.14,56.11,105.09,156.1,-2.96,-4.42,-1.68,-2.71,-3.62,0.62,0.64,1.29,10.33,1.19,15.92,22.93,1.78,3.17,4.07,89.71,,,23.83,6.29,58.05,0.95,1.04,1.05,0.0,0.01,10019.16,50.86,221.16,-24.92,-38.7,73.66,209.52,51.49,356.3,14.27,24.27,98.78,23.0,144.84,-44.84,-76.09,10019.16,-8101.87,14511.81,1355.73,0.0,0.0,2253.49,50.86,14.27,98.78,23.0,197.0,64.65,5.33,62.52,1
(주)서울제약,18680,2019,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,,1.0,-4.62,0.0,0.0,1.18,0.67,-16.35,-6.14,23.83,0.0,0.0,0.0,84.88,-11.68,40.2,-5.07,56.73,6.79,-3.46,5.35,5.19,-2.65,12.47,-6.36,5.38,-2.75,86.33,-44.06,43.27,93.21,-6.07,-2.37,2.43,0.06,0.0,582.34,-0.8,99.28,22.61,0.0,0.0,2.43,4.64,6.47,49.27,3.18,5.35,5.33,570.57,0.0,-68.49,85.09,3.0,0.45,0.0,6357.95,-220.0,352.05,3227.23,431.67,35.57,37.25,55.22,22.32,64.43,40.13,59.87,670.57,160.53,103.42,94.35,59.2,28.68,85.59,0.0,328.25,,26.07,149.17,93.95,56.36,55.22,0.0,-2.13,37.43,93.26,2.58,1.3,34.15,5.71,46.59,84.16,126.16,2.07,3.32,1.24,1.63,2.8,0.76,0.79,1.84,12.72,1.31,21.96,16.62,2.15,3.64,5.23,69.78,,,35.5,8.04,45.4,1.19,1.34,1.16,0.0,0.01,16361.06,94.03,310.06,21.05,-10.74,69.93,226.26,52.84,407.42,23.08,41.56,177.96,30.33,74.37,25.63,-11.43,16361.06,387.57,12167.46,1308.35,0.0,0.0,2497.69,94.03,23.08,177.96,30.33,174.0,109.15,6.88,57.03,1
(주)시큐브,131090,2015,5,58,105802,  출판업 ,2011-12-21,,4.4,-3.72,0.0,0.0,-25.6,14.81,64.53,0.81,-6.98,0.0,202.43,202.43,16.33,2.13,-8.91,-0.98,57.72,11.09,9.38,6.65,6.01,5.08,8.0,6.77,6.19,5.24,53.02,44.84,42.28,88.91,-1.84,1.12,-1.18,-0.06,0.18,-1.4,4.44,90.9,35.6,0.0,0.0,-1.28,5.5,16.42,21.18,-2.56,0.0,1.87,657.21,100.0,70.36,98.83,20.53,3.09,24.2,2389.34,246.0,508.16,2949.21,265.09,81.64,0.0,444.58,81.63,18.36,73.78,26.22,665.0,24.89,24.82,313.79,313.78,83.43,957716.02,0.01,135.17,,708510.48,35.55,35.26,0.0,0.28,0.37,55.62,0.0,0.0,1407.18,999999999.0,72.91,6.57,144.06,40.6,186.18,45.25,0.0,11.87,22.38,0.0,0.54,0.56,0.72,4.78,2.17,2.56,142.37,0.69,0.69,21207.43,0.02,,,0.0,1.78,204.93,2.46,4.77,0.53,0.0,0.02,6822.28,71.07,154.31,17.12,14.48,50.77,31.75,0.0,291.07,24.42,223.79,0.0,46.05,71.44,28.56,20.38,6822.28,1370.93,4873.57,-174.95,0.0,0.0,752.73,71.07,24.42,0.0,46.05,96.0,0.0,0.0,0.0,1
(주)씨젠,96530,2012,5,21,32004,  의료용 물질 및 의약품 제조업 ,2010-09-10,,6.53,59.44,0.0,0.0,98.7,-16.33,77.01,2.96,31.25,23.75,-2.65,-0.14,-8.32,37.88,-4.81,11.25,67.88,23.64,17.6,16.39,15.08,11.23,29.58,22.02,15.95,11.88,186.88,139.14,32.12,76.36,-3.47,-0.62,0.62,-2.58,0.0,12.73,11.63,80.46,22.68,3.06,0.0,0.75,5.57,15.68,14.89,0.81,4.39,4.48,661.87,0.0,46.54,101.79,0.0,0.0,0.0,3950.78,700.0,280.61,2205.15,934.06,62.93,8.98,169.75,57.28,37.07,50.15,49.85,640.45,73.91,40.63,719.28,654.66,58.86,682.29,10.43,806.99,,84.55,99.38,17.44,0.0,81.94,75.85,54.18,37.58,74.93,8.86,33.37,51.83,6.62,111.68,45.05,151.13,1.01,1.35,0.51,0.82,37.94,0.64,0.67,1.25,7.9,1.3,12.73,28.68,0.9,0.96,13.98,26.11,,,0.0,1.84,198.91,2.22,14.19,0.8,0.32,0.01,22477.1,123.5,284.14,67.18,50.02,53.55,24.61,9.79,459.43,26.88,501.83,1262.11,43.47,43.36,56.64,40.5,22477.1,10430.86,9745.89,322.21,0.0,0.0,2394.16,123.5,26.88,1262.11,43.47,182.0,748.31,15.23,170.06,1
(주)씨젠,96530,2013,5,21,32004,  의료용 물질 및 의약품 제조업 ,2010-09-10,,54.32,3.38,0.0,0.0,7.86,81.69,87.05,101.36,14.08,15.24,5.16,8.17,22.3,-2.2,16.64,22.55,74.21,23.88,16.23,13.99,13.25,9.0,22.3,15.15,13.9,9.44,188.18,127.85,25.79,76.12,-3.56,-0.95,0.95,-0.64,0.0,20.15,9.53,76.85,25.04,4.75,0.0,1.2,6.93,14.93,18.12,1.3,4.13,4.2,999.18,0.0,34.5,98.61,0.0,0.0,0.0,3501.54,586.0,-171.73,4091.79,836.29,74.09,9.25,285.94,67.24,25.91,65.44,34.56,1002.17,39.59,29.39,626.43,568.49,170.11,529.39,11.01,1097.05,,48.26,52.81,18.07,22.31,34.74,36.51,62.26,25.25,38.59,10.48,22.37,65.25,9.99,125.63,54.61,211.21,0.87,1.2,0.3,0.66,25.11,0.55,0.58,0.93,7.88,1.37,14.28,25.56,0.8,0.88,8.69,41.98,,,108.3,1.49,244.59,1.83,12.95,0.69,0.0,0.0,26885.91,151.04,331.42,79.16,53.78,65.62,26.01,11.6,724.94,20.84,580.62,1302.65,45.57,43.45,56.55,35.6,26885.91,11988.76,11680.63,561.05,0.0,0.0,3233.21,151.04,20.84,1302.65,45.57,178.0,822.78,11.8,47.56,1
