회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율(IFRS),유형자산증가율(IFRS),비유동생물자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),매출채권 대 상,매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),상품,원,재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),부가가치(IFRS)(백만원).1,법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원).1,총자본투자효율(IFRS).1,기계투자효율(IFRS).1,부가가치율(IFRS).1,종업원수(IFRS),"매출채권 대 상,제품비율(IFRS)","상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",label
백광산업(주),1340,2017,1,20,32001,  화학물질 및 화학제품 제조업; 의약품 제외 ,1976-06-10,,-0.28,-1.01,0.0,0.0,-0.68,3.23,-6.7,8.07,7.66,68.7,167.6,136.24,9.57,1.63,5.94,7.41,22.8,6.24,4.37,3.25,3.23,2.26,7.22,5.06,3.48,2.44,40.29,28.22,77.2,93.76,-1.77,-2.27,2.68,0.37,0.02,2.16,3.64,95.6,7.48,0.0,0.0,2.76,8.34,11.05,138.94,2.5,4.04,3.74,512.09,0.0,-15.42,33.69,0.0,0.0,0.0,3227.64,153.0,362.5,2898.88,201.47,10.82,17.48,12.14,8.93,89.18,46.5,53.5,579.78,191.77,145.56,27.94,23.06,2.77,391.91,0.0,291.26,1326.61,134.56,115.05,83.3,86.77,31.75,0.0,-27.91,34.83,74.9,2.3,2.67,41.07,5.12,20.58,172.83,177.23,16.92,25.99,9.05,17.48,2.33,0.52,0.56,1.16,6.46,0.94,21.75,16.78,4.86,5.96,26.41,13.82,66.83,76.41,0.0,7.53,48.46,0.58,0.62,0.98,0.08,0.02,33929.47,271.44,1159.84,72.4,50.7,84.24,1802.67,303.61,2240.16,12.12,15.06,89.4,23.4,31.03,68.97,18.68,33929.47,6477.57,10529.47,3880.2,1294.75,0.0,11747.47,271.44,12.12,89.4,23.4,125.0,,,,1
백광산업(주),1340,2018,1,20,32001,  화학물질 및 화학제품 제조업; 의약품 제외 ,1976-06-10,,6.32,2.62,0.0,0.0,3.01,33.54,52.62,18.21,21.04,203.7,252.26,273.03,41.28,12.0,8.07,17.61,32.34,15.66,12.72,9.54,9.51,7.73,19.35,15.71,10.59,8.6,122.37,99.4,67.66,84.34,-2.42,-1.77,1.84,-0.04,0.02,3.95,8.85,86.8,9.08,0.0,0.0,2.12,7.87,11.93,157.14,2.2,3.73,3.55,606.36,0.0,0.39,42.07,9.56,1.4,9.62,3906.81,524.0,780.57,3378.82,611.86,13.6,19.98,15.73,10.88,86.4,51.7,48.3,685.33,167.13,133.6,38.49,30.8,9.42,253.26,0.0,271.28,1160.53,93.36,93.42,68.33,88.0,25.1,0.0,-21.73,29.79,57.61,8.31,8.19,45.74,6.06,20.17,144.44,149.37,17.85,28.95,8.62,14.63,8.5,0.61,0.68,1.24,7.81,1.2,23.91,15.27,4.96,6.11,26.22,13.92,105.39,75.94,0.0,8.51,42.9,0.69,0.75,1.23,0.09,0.02,53688.63,383.49,1253.48,196.31,159.46,99.07,1576.49,230.06,2126.51,18.03,24.33,166.69,30.59,25.83,74.17,41.58,53688.63,23242.83,13870.26,3232.28,1318.73,0.0,12024.52,383.49,18.03,166.69,30.59,140.0,,,,1
삼성바이오로직스(주),207940,2016,1,21,32101,  의료용 물질 및 의약품 제조업 ,2016-11-10,,26.38,22.54,0.0,0.0,5.27,657.79,37.79,47.12,222.77,0.0,0.0,-109.32,0.0,0.0,0.0,0.0,9.01,-10.33,-60.02,-0.4,-0.45,-2.62,-0.89,-5.16,-1.98,-11.54,-20.06,-116.62,90.99,110.33,-68.05,-24.59,5.3,-0.95,0.0,0.0,-2.39,91.12,39.01,0.0,0.0,5.52,21.28,8.11,11.52,0.47,2.28,2.51,2368.0,0.0,34.9,95.83,0.0,0.0,0.0,10686.82,-3115.0,-2272.91,147570.68,-1103.52,19.4,11.24,24.07,17.22,80.6,54.19,45.81,2468.0,148.73,120.08,59.01,52.38,9.3,40.47,0.0,4369.01,70.73,0.93,84.53,60.66,47.88,23.86,0.0,-13.48,11.19,20.65,-1.58,-13.79,52.0,23.68,280.75,2009.22,792.36,-4.76,-19.46,-2.18,-55.69,-1.95,0.04,0.19,0.09,1.94,0.09,313.52,1.16,0.36,0.43,2.08,175.55,3.38,11.56,189.46,5.81,62.82,0.05,0.3,0.1,0.0,0.0,-44876.79,-29.29,192.31,-19.86,-115.42,71.97,0.0,0.0,0.0,-0.6,-5.23,-7.99,-15.23,0.0,0.0,0.0,-44876.79,-230900.98,110259.58,15614.72,0.0,0.0,60149.89,-29.29,-0.6,-7.99,-15.23,1532.0,,,,1
삼성바이오로직스(주),207940,2017,1,21,32101,  의료용 물질 및 의약품 제조업 ,2016-11-10,,-4.65,38.72,0.0,0.0,8.08,-57.51,27.87,-2.59,57.7,0.0,0.0,0.0,0.0,38.32,14.02,-2.5,28.37,14.2,-20.87,1.03,0.9,-1.32,1.64,-2.41,3.16,-4.64,39.89,-58.62,71.63,85.8,-39.17,-11.43,-0.92,0.37,0.0,0.0,-1.38,70.7,43.03,0.0,0.0,-1.23,20.24,6.3,13.27,-0.13,1.04,0.82,2303.96,0.0,33.39,95.94,0.0,0.0,0.0,7022.28,-1466.0,2264.28,59811.86,997.19,8.65,33.81,9.46,5.72,91.35,55.36,44.64,2403.96,165.02,134.04,27.15,17.97,15.65,8.82,0.0,127.9,19.44,6.9,80.64,57.52,25.4,23.12,0.0,-23.2,7.6,13.73,11.61,999999999.0,53.06,23.04,224.09,1359.54,397.19,1.36,7.98,0.61,9.38,0.0,0.06,0.22,0.12,2.81,0.14,58.08,6.28,0.45,0.54,2.48,146.98,4.91,11.5,41.36,10.93,33.38,0.07,0.36,0.14,0.0,0.01,98355.35,46.42,219.27,31.14,-45.76,70.17,568.42,281.44,3389.85,1.37,8.17,16.49,21.17,151.18,-51.18,-98.59,98355.35,-115994.75,148689.76,-4265.89,0.0,0.0,69926.23,46.42,1.37,16.49,21.17,2119.0,,,,1
코스모신소재(주),5070,2012,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,7.05,13.6,0.0,0.0,13.56,-13.47,5.06,-15.4,-18.07,0.0,0.0,-5830.88,-54.92,9.01,-24.84,-4.51,0.38,-8.26,-11.58,-4.65,-4.72,-6.61,-11.1,-15.56,-5.12,-7.17,-15.25,-21.37,99.62,108.26,-3.31,-4.12,4.12,-0.3,0.02,0.0,-4.26,111.23,10.15,0.0,0.0,3.59,4.47,8.65,0.0,4.09,4.65,5.35,25.89,0.0,19.51,20.57,0.0,0.0,0.0,9230.14,-1069.0,-669.46,6168.38,-762.63,19.47,55.19,24.17,8.72,80.53,37.65,62.35,125.89,213.91,140.33,45.69,20.47,4.41,59.34,0.0,168.15,243.84,35.29,165.61,113.18,72.84,52.43,0.0,-23.14,50.38,133.81,-1.95,-1.81,7.74,0.26,38.01,137.16,158.48,-5.63,-6.96,-3.51,-6.36,-2.01,0.57,0.62,1.34,1.85,0.99,14.37,25.4,2.63,5.26,5.27,69.32,17.88,21.7,172.46,8.62,42.36,0.73,0.74,0.92,0.0,0.01,12013.38,33.09,355.68,-29.39,-41.18,41.41,433.31,41.38,644.25,5.14,7.64,79.98,9.3,125.13,-25.13,-124.42,12013.38,-14947.18,15032.84,5320.24,0.0,0.0,6615.84,33.09,5.14,79.98,9.3,363.0,,,,0
코스모신소재(주),5070,2013,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,17.22,10.81,0.0,0.0,12.84,35.34,14.28,13.24,18.72,0.0,0.0,0.0,56.42,-0.83,19.71,35.45,5.13,-2.14,-5.64,-1.29,-1.29,-3.4,-3.5,-9.2,-1.4,-3.68,-4.53,-11.93,94.87,102.14,-3.5,-3.6,0.0,-0.29,0.01,0.0,-3.4,105.48,12.13,0.0,0.0,0.0,4.29,7.68,0.0,0.0,0.0,0.0,33.04,0.0,8.76,14.94,0.0,0.0,0.0,10226.98,-600.0,-948.94,6524.01,-218.95,22.48,46.6,28.99,12.0,77.52,36.37,63.63,133.04,213.16,134.92,52.83,28.21,0.89,77.24,0.0,185.75,254.24,41.58,174.95,116.96,72.04,57.99,0.0,-20.06,48.66,133.8,999999999.0,999999999.0,9.03,0.33,34.95,130.76,173.09,-6.76,-8.84,-4.3,-7.69,0.0,0.6,0.65,1.63,2.12,0.96,14.74,24.77,2.86,5.75,5.69,64.09,20.66,21.3,179.57,8.27,44.15,0.76,0.78,0.95,0.0,0.01,18635.99,51.77,425.78,-9.12,-24.0,56.09,560.38,84.92,761.48,6.8,9.24,60.96,12.16,108.36,-8.36,-46.37,18635.99,-8641.11,20193.52,0.0,0.0,0.0,7136.49,51.77,6.8,60.96,12.16,360.0,,,,0
코스모신소재(주),5070,2014,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,-3.27,-1.63,0.0,0.0,-1.85,-8.16,-14.04,-24.48,-2.57,0.0,0.0,-1840.35,-28.97,-5.56,3.16,-2.47,0.06,-8.85,-15.61,-4.84,-4.9,-8.65,-15.11,-26.65,-5.09,-8.98,-17.64,-31.12,99.94,108.85,-6.76,-6.15,5.81,0.27,0.07,0.0,-5.43,115.2,10.53,0.0,0.0,4.91,4.84,8.0,0.0,4.76,6.43,6.53,0.47,0.0,-20.82,-12.63,0.0,0.0,0.0,9964.23,-1556.0,281.9,4904.1,-882.19,21.34,43.62,27.13,12.03,78.66,28.39,71.61,100.47,277.04,159.96,41.99,23.67,4.42,74.01,0.0,116.75,381.64,63.39,252.19,179.0,78.92,73.19,0.0,-29.49,51.91,182.84,-1.49,-1.69,0.13,0.0,39.57,140.99,170.22,-2.63,-3.63,-1.89,-3.35,-1.53,0.55,0.57,1.71,1.99,0.82,10.83,33.71,2.53,4.61,5.59,65.24,22.11,21.39,192.9,7.39,49.42,0.71,0.73,0.81,0.46,0.01,12501.85,36.77,439.25,-38.89,-68.58,54.71,576.02,80.5,779.91,4.71,6.38,45.68,8.37,148.78,-48.78,-186.52,12501.85,-23318.69,18600.66,8669.88,0.0,0.0,8549.99,36.77,4.71,45.68,8.37,340.0,,,,0
코스모화학(주),5420,2012,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,-1.46,-0.68,0.0,0.0,-3.91,6.86,23.94,-7.42,4.55,-73.77,0.0,-224.51,-49.7,10.16,-5.09,0.72,14.17,3.09,-9.79,1.59,1.06,-3.37,2.27,-7.19,1.18,-3.75,8.49,-26.94,85.83,96.91,-12.88,-5.46,5.46,-0.1,0.03,0.0,-1.49,109.41,8.19,0.0,0.0,4.8,8.87,12.19,177.74,3.54,6.12,6.46,260.3,0.0,-1.59,8.55,0.0,0.0,0.0,13753.97,-1350.0,-164.55,17778.92,424.43,24.7,54.4,32.8,11.26,75.3,45.37,54.63,360.03,165.98,109.23,79.52,36.26,0.37,24.55,0.0,99.39,44.41,24.7,120.43,68.47,64.9,51.96,0.0,-6.36,39.69,87.49,0.44,-0.79,32.8,2.6,68.98,221.66,262.63,-2.26,-3.11,-1.23,-3.56,0.56,0.34,0.38,0.73,2.75,0.65,9.04,40.39,1.45,2.95,2.86,127.83,7.02,7.26,25.87,10.77,33.91,0.45,0.53,0.65,0.22,0.01,27186.81,78.35,519.33,16.03,-50.86,48.42,984.82,216.16,1498.26,5.23,7.96,36.25,15.09,61.81,38.19,-64.92,27186.81,-17648.89,16803.14,9845.62,0.0,0.0,18188.13,78.35,5.23,36.25,15.09,347.0,,,,0
한국전력기술(주),52690,2015,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,7.91,16.4,0.0,0.0,22.83,-9.82,0.0,-1.57,-21.89,-78.57,-72.59,-65.78,-17.38,-1.61,-20.61,3.6,21.47,2.17,2.28,2.06,1.76,1.86,3.53,3.72,2.39,2.51,186.6,196.39,78.53,97.83,0.17,0.27,-0.28,-0.01,0.07,11.55,1.63,96.35,24.07,11.0,0.25,-0.28,2.36,8.38,16.88,-0.45,0.61,1.18,5277.42,0.0,71.29,100.62,99.54,1.9,50.68,17205.74,395.0,295.12,9077.72,373.19,38.18,0.0,61.77,38.18,61.82,47.76,52.24,5242.67,129.44,104.41,93.6,93.6,4.47,0.0,0.0,37.75,0.0,0.0,109.39,85.42,66.04,23.97,0.0,-2.61,10.53,22.05,26.31,999999999.0,48.07,52.77,51.38,71.55,106.68,3.19,15.84,1.67,2.13,0.0,0.81,1.1,1.63,86.03,1.63,6.11,59.74,1.95,1.95,822286.77,0.0,0.0,0.0,0.0,16.07,22.72,1.4,2.09,0.99,0.0,0.0,194277.75,85.96,290.97,6.31,6.64,69.35,149.04,40.91,371.29,23.15,57.68,210.14,29.54,80.67,19.33,7.73,194277.75,15356.38,156725.53,-1818.73,11297.88,1616.62,15383.26,85.96,23.15,210.14,29.54,2260.0,,,,1
한국전력기술(주),52690,2016,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,-7.58,-2.88,0.0,0.0,0.18,-20.15,0.0,2.48,-23.05,-13.89,50.54,13.24,9.38,3.05,-25.33,3.22,33.91,2.43,4.47,1.75,1.52,2.8,3.03,5.57,1.83,3.37,160.68,295.64,66.09,97.57,3.45,1.65,-0.16,-0.35,0.09,28.29,2.7,93.61,33.3,12.22,0.35,-0.16,3.92,6.37,22.37,-0.2,1.17,1.19,5407.43,0.0,3.59,100.61,54.75,1.02,18.52,13239.46,594.0,490.52,9137.25,321.36,32.99,0.0,49.24,32.99,67.01,52.96,47.04,5372.68,126.53,106.28,89.28,89.28,7.49,0.0,0.0,61.23,0.0,0.0,88.82,69.77,0.0,19.05,0.0,-3.96,11.84,22.36,11.43,999999999.0,53.3,54.07,56.94,102.6,126.7,4.12,16.35,1.94,2.97,0.0,0.63,0.75,1.25,66.2,1.26,7.23,50.47,1.76,1.76,0.0,0.0,0.0,0.0,0.0,16.04,22.76,0.97,1.52,0.84,0.11,0.0,218991.24,94.03,217.27,5.27,9.7,71.58,140.88,37.01,332.96,28.24,66.74,254.07,43.28,76.13,23.87,10.32,218991.24,29754.57,166707.97,-791.75,4665.42,1760.03,19639.25,94.03,28.24,254.07,43.28,2329.0,,,,1
한국전력기술(주),52690,2017,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,-1.72,-4.19,0.0,0.0,-2.88,0.66,0.0,11.28,-3.13,167.63,43.61,187.97,11.84,-4.12,1.04,3.21,31.03,6.71,6.62,4.49,4.28,4.22,7.58,7.48,5.14,5.08,430.04,424.57,68.97,93.29,3.08,1.1,-0.3,-0.33,0.2,34.8,4.03,90.2,35.87,12.29,0.39,-0.32,4.28,6.55,4.64,-0.44,0.53,0.31,6013.71,0.0,8.81,100.54,109.49,1.83,25.79,12825.56,853.0,1637.3,10047.58,860.07,33.79,0.0,51.03,33.79,66.21,59.96,40.04,5978.96,110.42,93.4,116.08,116.08,8.29,0.0,0.0,96.89,0.0,0.0,66.76,48.54,23.19,18.22,233.47,4.68,5.13,8.55,160.25,999999999.0,60.31,60.14,52.36,104.48,129.9,13.33,104.07,5.34,8.3,0.0,0.64,0.77,1.13,64.13,1.46,12.85,28.41,1.91,1.91,0.0,0.0,0.0,0.0,0.0,16.81,21.72,0.96,1.53,0.96,0.25,0.0,234825.53,105.16,219.52,14.72,14.53,73.88,140.78,35.74,341.32,30.81,74.7,294.23,47.9,70.25,29.75,13.82,234825.53,47985.47,164963.64,-1475.01,4976.41,1790.43,19683.86,105.16,30.81,294.23,47.9,2233.0,,,,1
한솔아트원제지(주),7190,2012,4,17,31701,"  펄프, 종이 및 종이제품 제조업 ",1974-06-24,2017/03/15,-1.43,-1.09,0.0,0.0,-1.32,-1.66,-8.75,0.65,-5.97,0.0,0.0,0.0,61.94,2.7,-8.45,-4.15,10.62,2.51,0.08,1.96,1.93,0.06,9.32,0.3,1.98,0.06,12.04,0.39,89.38,97.49,-2.44,-3.83,4.43,1.93,0.01,-21.78,3.47,99.93,5.58,0.0,0.0,4.3,4.74,7.06,90.11,4.29,6.21,6.2,29.56,0.0,0.42,19.93,0.0,0.0,0.0,23978.23,20.0,685.51,6121.22,602.06,32.63,36.21,48.43,20.81,67.37,20.9,79.1,129.56,322.32,108.9,85.56,54.58,1.14,160.65,0.0,111.76,983.19,143.75,378.4,182.42,33.77,195.97,0.0,-5.51,55.69,266.43,0.56,1.02,4.77,0.3,42.52,87.66,125.91,7.69,10.93,6.09,7.86,0.57,0.77,0.79,3.71,4.8,0.97,4.36,83.77,2.35,3.77,6.25,58.4,39.21,14.47,46.14,4.18,87.25,1.14,1.2,1.02,0.16,0.02,58292.25,153.4,1013.24,25.44,0.83,58.3,827.15,478.07,1309.52,11.71,18.55,32.09,15.14,38.01,61.99,0.54,58292.25,259.25,22155.0,17069.0,0.0,0.0,18809.11,153.4,11.71,32.09,15.14,380.0,,,,1
한솔아트원제지(주),7190,2013,4,17,31701,"  펄프, 종이 및 종이제품 제조업 ",1974-06-24,2017/03/15,-5.52,-2.3,0.0,0.0,-3.03,-10.65,-20.29,-4.59,1.98,19.14,-16.87,-34.81,1.11,-4.47,6.76,3.39,11.55,2.93,0.07,2.41,2.38,0.05,11.33,0.26,2.44,0.06,22.58,0.51,88.45,97.07,-2.86,-2.8,3.66,0.39,0.02,5.57,3.02,99.93,5.46,0.0,0.0,3.59,4.93,7.58,99.69,3.76,5.21,5.23,357.04,0.0,-24.3,75.29,0.0,0.0,0.0,9604.57,14.0,-374.76,2307.94,281.72,30.85,32.3,44.62,20.89,69.15,21.11,78.89,457.04,327.59,111.11,81.69,55.3,2.53,190.76,0.0,151.01,521.63,126.32,373.75,178.91,38.22,194.84,0.0,-6.91,59.28,280.83,0.79,1.02,16.49,3.57,39.14,84.09,117.2,-0.58,-0.77,-0.46,-0.55,0.8,0.81,0.83,3.86,7.7,1.03,5.47,66.78,2.55,3.89,7.43,49.1,29.37,20.04,73.46,4.27,85.44,1.19,1.25,1.16,0.16,0.01,56300.11,155.1,1081.7,31.73,0.72,60.28,847.95,485.22,1295.23,11.97,18.29,31.96,14.34,38.87,61.13,0.47,56300.11,277.94,21882.0,14373.17,0.0,0.0,19766.69,155.1,11.97,31.96,14.34,363.0,,,,1
(주)광무,29480,2014,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1996-08-27,,-3.56,-20.83,0.0,0.0,-15.91,34.87,-7.5,-25.04,280.1,0.0,0.0,0.0,0.0,194.59,29.02,-29.69,17.9,3.7,-2.24,5.74,5.01,-3.03,14.33,-8.66,7.39,-4.47,15.09,-9.12,82.1,96.3,-5.94,-0.91,2.77,-0.19,0.0,0.0,0.72,102.15,13.94,0.0,0.0,2.6,3.53,15.7,48.97,5.76,10.81,9.48,-7.8,0.0,-40.36,11.38,0.0,0.0,0.0,2037.28,-46.0,81.15,440.24,75.44,34.01,2.43,51.53,33.18,65.99,30.53,69.47,90.23,216.18,140.13,64.28,62.72,11.64,1892.5,0.0,168.05,,1126.17,227.58,173.31,83.65,54.27,0.0,-18.9,42.15,138.08,1.12,0.19,-2.64,-0.08,21.48,52.4,50.67,1.99,3.28,1.38,1.0,1.34,1.35,2.0,3.87,4.07,2.08,27.3,13.37,4.66,4.79,160.08,2.28,,,0.0,13.65,26.73,1.91,3.92,1.69,0.01,0.06,7685.26,70.51,352.38,13.05,-7.89,52.25,79.43,2.98,255.62,27.58,88.77,2368.02,20.01,74.11,25.89,-11.19,7685.26,-859.72,5695.3,1063.09,344.28,0.0,1442.31,70.51,27.58,2368.02,20.01,109.0,0.0,0.0,558.47,0
(주)광무,29480,2015,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1996-08-27,,-24.15,-6.34,0.0,0.0,-13.82,-44.21,106.72,-8.95,-54.05,0.0,0.0,0.0,-33.51,-2.75,-52.75,8.41,22.64,-3.52,-15.46,-1.69,-2.53,-11.13,-7.64,-33.57,-3.65,-16.03,-5.99,-26.35,77.36,103.52,-11.94,-11.1,3.2,0.03,0.0,0.0,-8.83,114.8,28.39,0.0,0.0,2.67,3.85,11.51,65.01,3.45,10.31,8.03,-29.68,0.0,-62.33,-21.52,0.0,0.0,0.0,782.44,-130.0,-24.4,336.58,-27.5,25.02,9.02,33.36,22.76,74.98,36.65,63.35,68.67,204.62,108.17,81.54,74.18,17.8,643.52,0.0,189.54,,339.52,172.88,83.72,45.67,89.16,0.0,-5.66,35.45,96.73,-0.8,-3.82,-15.84,-0.3,41.82,96.99,82.56,3.66,6.54,2.32,2.78,-1.1,0.72,1.04,2.17,1.7,1.08,8.37,43.59,2.39,2.51,49.9,7.31,,,0.0,4.75,76.85,1.03,2.11,0.98,0.02,0.02,4969.66,46.88,166.5,-5.85,-25.73,56.65,76.5,0.61,199.37,23.52,61.29,7710.75,28.16,120.82,-20.82,-54.89,4969.66,-2727.75,6004.5,565.36,313.37,0.0,814.18,46.88,23.52,7710.75,28.16,106.0,0.0,0.0,0.0,0
(주)광무,29480,2016,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1996-08-27,,37.65,-0.68,0.0,0.0,8.51,124.99,49.82,3.99,49.76,0.0,0.0,0.0,36.29,3.77,44.31,-14.48,17.7,4.9,0.36,5.49,5.15,0.38,16.38,1.21,6.82,0.5,11.47,0.85,82.3,95.1,-4.53,-5.19,2.22,0.36,0.0,0.0,2.72,99.64,19.96,0.0,0.0,2.2,2.21,9.35,76.94,3.41,4.67,6.14,-26.94,0.0,-55.06,-15.82,0.0,0.0,0.0,1171.77,4.0,6.85,351.18,57.37,40.89,6.0,69.17,38.43,59.11,27.68,72.32,71.41,213.53,108.84,89.49,84.11,40.45,686.53,0.0,139.61,,491.74,261.22,165.04,61.03,96.18,0.0,-4.8,49.4,178.43,1.93,1.16,-10.45,-0.27,32.5,62.51,88.44,-0.94,-1.38,-0.68,-0.75,2.2,1.05,1.39,3.35,2.34,1.54,10.3,35.43,3.08,3.31,44.39,8.22,,,0.0,6.63,55.04,1.6,3.27,1.43,0.02,0.04,7028.95,63.9,240.27,11.76,0.87,48.45,73.21,0.21,264.45,24.16,87.28,30963.16,26.59,75.81,24.19,1.36,7028.95,95.62,5328.99,587.15,427.84,0.0,589.35,63.9,24.16,30963.16,26.59,110.0,0.0,0.0,0.0,0
(주)뉴보텍,60260,2014,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,-0.31,-4.69,0.0,0.0,-9.97,6.11,54.6,2.03,-11.87,0.0,0.0,-298.87,-8.87,6.52,-17.27,11.09,28.12,-0.7,-1.11,-0.28,-0.81,-1.29,-1.41,-2.23,-0.85,-1.34,-1.82,-2.88,71.88,100.7,-0.41,-0.42,0.51,0.01,0.24,0.0,-0.7,101.1,14.98,0.0,0.0,0.5,3.7,19.2,286.91,1.41,5.07,4.75,25.78,0.0,-62.28,20.49,0.0,0.0,0.0,1326.65,-15.0,-23.19,643.86,-9.3,63.95,25.53,177.4,47.62,36.05,58.49,41.51,125.78,61.63,56.56,176.34,131.32,27.53,122.0,58.97,498.77,,24.46,70.97,62.0,99.32,8.97,18.95,27.69,22.17,37.91,-0.72,-1.17,11.99,0.26,53.46,32.75,84.01,14.47,27.08,6.0,5.17,-1.37,1.16,1.21,2.01,2.59,2.75,17.92,20.37,1.87,2.39,8.64,42.24,,,0.0,5.58,65.39,3.05,3.65,1.16,0.0,0.01,5672.14,57.88,313.75,-2.2,-3.49,47.92,83.91,23.9,270.05,21.43,68.98,242.2,18.45,82.8,17.2,-6.03,5672.14,-341.77,4696.64,157.23,0.0,0.0,1160.03,57.88,21.43,242.2,18.45,98.0,135.44,10.01,63.26,1
