iter	Logloss
141	0.342416545
142	0.340626476
143	0.3395641077
144	0.3381291851
145	0.3369499399
146	0.3356112558
147	0.334271613
148	0.3328236325
149	0.3314908555
150	0.3299994953
151	0.3286908476
152	0.3275129816
153	0.3264475524
154	0.3251744098
155	0.3238883922
156	0.322780685
157	0.3213205775
158	0.3203090604
159	0.3193301572
160	0.3183469586
161	0.3172529287
162	0.3163479313
163	0.3148273572
164	0.313935074
165	0.312937995
166	0.3112557399
167	0.3099132047
168	0.3084817364
169	0.3071438038
170	0.3058986807
171	0.3046906944
172	0.3033777933
173	0.3021610416
174	0.3006915143
175	0.2992569469
176	0.2981065609
177	0.2970752614
178	0.295966965
179	0.294723957
180	0.2937230246
181	0.2925731574
182	0.2916668804
183	0.2907958594
184	0.2895708382
185	0.2882665602
186	0.287179803
187	0.2859073288
188	0.2848525619
189	0.2838943691
190	0.2829950312
191	0.2817624432
192	0.2803280829
193	0.2792300204
194	0.2784023375
195	0.2771841477
196	0.2762655641
197	0.2752824481
198	0.2743078867
199	0.2735412393
200	0.2719083267
201	0.2707699537
202	0.2698136249
203	0.2690357569
204	0.268055051
205	0.2671018423
206	0.2660004791
207	0.2651517198
208	0.2643713838
209	0.2633244873
210	0.2623626423
211	0.2613695897
212	0.2605396376
213	0.2592136649
214	0.2583807933
215	0.2570671652
216	0.2562287196
217	0.2553530479
218	0.2545364546
219	0.2535759524
220	0.2521312304
221	0.2508614188
222	0.249990969
223	0.2491757771
224	0.2484788115
225	0.247545706
226	0.2465035397
227	0.2455734746
228	0.2441952532
229	0.2433704157
230	0.2423968629
231	0.2417601257
232	0.2408455246
233	0.2398791314
234	0.2386876843
235	0.2376243632
236	0.2368033116
237	0.2361306291
238	0.235178741
239	0.234469443
240	0.2339053676
241	0.2330912785
242	0.232196397
243	0.2312448207
244	0.2303648706
245	0.2297432676
246	0.2288495153
247	0.2280516611
248	0.2276131348
249	0.2267811008
250	0.2259130874
251	0.2251028445
252	0.2244368206
253	0.2234072117
254	0.2224547786
255	0.2218498023
256	0.2213190145
257	0.2202535046
258	0.2191825574
259	0.2183064019
260	0.2177713041
261	0.2171113402
262	0.216284358
263	0.2153338419
264	0.2147523068
265	0.2139208935
266	0.2131734333
267	0.2123601528
268	0.2115761904
269	0.2110719312
270	0.2104555178
271	0.2096865323
272	0.2089580405
273	0.2082641437
274	0.2074359462
275	0.2067790814
276	0.2059761168
277	0.2053597829
278	0.2045382403
279	0.2037974252
280	0.203171428
281	0.2024757374
282	0.2016218067
283	0.2010534597
284	0.2002437507
285	0.1997216526
286	0.1991227202
287	0.1984061821
288	0.1978161361
289	0.1972094971
290	0.1967355891
291	0.196143553
292	0.1956368984
293	0.1951440422
294	0.1947056526
295	0.1940335375
296	0.1932072769
297	0.1924852673
298	0.1918810286
299	0.191255028
300	0.1907798469
301	0.1902398579
302	0.1896647879
303	0.1889892393
304	0.1883372247
305	0.1877844976
306	0.1871283728
307	0.1866590351
308	0.1857789463
309	0.1852059073
310	0.1845787742
311	0.1840341792
312	0.1834970346
313	0.1830139276
314	0.1824444552
315	0.1817696572
316	0.1813632296
317	0.1807335568
318	0.1802368432
319	0.1798809532
320	0.1792500248
321	0.1788608057
322	0.1784228416
323	0.1779220723
324	0.1772809788
325	0.176657039
326	0.1761433451
327	0.1753462737
328	0.1748696442
329	0.1746011841
330	0.1740667472
331	0.1734892782
332	0.1729113242
333	0.1723640908
334	0.1716909625
335	0.171109667
336	0.1707925311
337	0.1703277297
338	0.1699245677
339	0.1693358442
340	0.1689335763
341	0.1684894676
342	0.1677229802
343	0.1672748165
344	0.1668060356
345	0.1662717142
346	0.1656921658
347	0.1650655252
348	0.1645468278
349	0.1638891376
350	0.1631607363
351	0.1625380331
352	0.1620844866
353	0.1617481482
354	0.1612730383
355	0.16078814
356	0.1602060202
357	0.159580533
358	0.1590935264
359	0.1586832422
360	0.1582325301
361	0.1578571895
362	0.1574326059
363	0.1571780838
364	0.1567768596
365	0.1564494151
366	0.1560424134
367	0.1555550597
368	0.155099667
369	0.1545007784
370	0.1540086863
371	0.1535369123
372	0.1530927395
373	0.1525563226
374	0.1520039505
375	0.1514972892
376	0.150922565
377	0.1504801679
378	0.1500221779
379	0.1497115517
380	0.1492838786
381	0.1487250618
382	0.1482235408
383	0.1478671777
384	0.1473705113
385	0.1469768208
386	0.1464481141
387	0.1458837136
388	0.1454981717
389	0.1451860846
390	0.1446774823
391	0.1442706552
392	0.1438866417
393	0.1434788132
394	0.143122526
395	0.1428683399
396	0.1425240786
397	0.1421106348
398	0.1417356546
399	0.1414551601
400	0.1410336329
401	0.1404739898
402	0.140122386
403	0.1396586889
404	0.1390811366
405	0.1388322384
406	0.1384451485
407	0.1379003744
408	0.1374891098
409	0.1371450493
410	0.1365771304
411	0.136175945
412	0.1358756785
413	0.1354520808
414	0.1350696583
415	0.1346492421
416	0.1342215637
417	0.1338902739
418	0.1334857054
419	0.1330875509
420	0.1325858445
421	0.1322548502
422	0.1317886462
423	0.1314895309
424	0.1311891304
425	0.1306903596
426	0.1303140555
427	0.1299298729
428	0.1296721421
429	0.1293048352
430	0.1289850271
431	0.1286391659
432	0.1283844768
433	0.1280452987
434	0.1278134132
435	0.1275903994
436	0.1272076726
437	0.1268475038
438	0.1265918781
439	0.1262616677
440	0.125935151
441	0.125663934
442	0.1252631445
443	0.1248984533
444	0.1245970419
445	0.1241449519
446	0.123822547
447	0.1234511867
448	0.1231262178
449	0.122757883
450	0.122501838
451	0.1221514911
452	0.1218647993
453	0.1215413342
454	0.1211621348
455	0.1208075021
456	0.1206516341
457	0.1203689045
458	0.1199153551
459	0.1196806298
460	0.1192994422
461	0.1189967039
462	0.118763031
463	0.1184916634
464	0.1181578409
465	0.117912863
466	0.1174643999
467	0.116984448
468	0.1166059429
469	0.1163525585
470	0.1160020917
471	0.1157978461
472	0.1154509491
473	0.1151339517
474	0.1149143294
475	0.1145441642
476	0.1141179842
477	0.1137839355
478	0.1134778707
479	0.1132030739
480	0.1130108332
481	0.1125756733
482	0.1121725201
483	0.1118970894
484	0.1115965887
485	0.1112774315
486	0.1109488556
487	0.1107051075
488	0.1104481542
489	0.1102156493
490	0.1097896411
491	0.1094640788
492	0.1091358735
493	0.1088871317
494	0.1086071151
495	0.108437455
496	0.1081968949
497	0.1079505647
498	0.1076007389
499	0.1072784845
500	0.1070612574
501	0.1068163739
502	0.1065937513
503	0.1063694036
504	0.106195471
505	0.1059185186
506	0.1056957552
507	0.1053919688
508	0.1050824505
509	0.1048812983
510	0.1046616931
511	0.1043617463
512	0.1042103746
513	0.104012399
514	0.1037513839
515	0.1035614213
516	0.1032014685
517	0.1029252244
518	0.1026838639
519	0.1023725811
520	0.102141765
521	0.1019211742
522	0.1017280561
523	0.1015364567
524	0.1013095969
525	0.1009991083
526	0.1007910661
527	0.100521813
528	0.100250227
529	0.1000790515
530	0.09982627132
531	0.09951723269
532	0.09923997958
533	0.09899383092
534	0.09871115764
535	0.09843655002
536	0.09806718969
537	0.09781637654
538	0.09751856893
539	0.09732677077
540	0.09703920584
541	0.09682380156
542	0.09657746297
543	0.09625718658
544	0.09596664029
545	0.09570058321
546	0.09546708915
547	0.09515918036
548	0.09494783842
549	0.09468360175
550	0.09440514562
551	0.09428062527
552	0.09396487068
553	0.09381124059
554	0.09355333613
555	0.09343719731
556	0.09324097326
557	0.09296289809
558	0.09274943057
559	0.09251040818
560	0.09224969338
561	0.09202983418
562	0.09181581664
563	0.09156499095
564	0.09133129883
565	0.09110966869
566	0.0908509956
567	0.09063378443
568	0.09042967061
569	0.09023397753
570	0.08995897293
571	0.08976896306
572	0.08957882471
573	0.08929836524
574	0.08914537134
575	0.08898478323
576	0.08878555893
577	0.08862122803
578	0.08844279231
579	0.08821626985
580	0.08800386635
581	0.08773918359
582	0.08749605624
583	0.08729400811
584	0.08710718346
585	0.08687249161
586	0.08659093154
587	0.08632610251
588	0.08608016023
589	0.08583072925
590	0.08558710635
591	0.08541725311
592	0.08531655427
593	0.08514531327
594	0.08491802434
595	0.08467467984
596	0.08447331507
597	0.08429621976
598	0.08404973014
599	0.08385554486
600	0.08362005638
601	0.08345675842
602	0.08328509469
603	0.08310034291
604	0.08288987808
605	0.08270213756
606	0.08253559913
607	0.08237520416
608	0.08213838985
609	0.08195334681
610	0.08181923158
611	0.08153553836
612	0.08129173757
613	0.08116603179
614	0.08100319775
615	0.08073639234
616	0.08052417516
617	0.08028363288
618	0.08009202258
619	0.07992997901
620	0.07972014752
621	0.0796228724
622	0.0794285487
623	0.0793025963
624	0.07911453789
625	0.07885892084
626	0.07861311979
627	0.07837268448
628	0.07820582511
629	0.07798111173
630	0.07776175721
631	0.07757179141
632	0.07738270936
633	0.07720279871
634	0.07703725283
635	0.07686758938
636	0.07664608532
637	0.07648881963
638	0.07632721165
639	0.0760888239
640	0.0758743041
641	0.07567060729
642	0.07550082963
643	0.07535024617
644	0.07517575019
645	0.07489876557
646	0.07471649707
647	0.07449479981
648	0.07425605402
649	0.07411653844
650	0.07392316761
651	0.07369864988
652	0.0734885462
653	0.073374663
654	0.07324351901
655	0.07307546376
656	0.07294434358
657	0.07271548655
658	0.07258105548
659	0.07244777047
660	0.07222993719
661	0.07206012801
662	0.07187923347
663	0.0717321112
664	0.07159817324
665	0.07143631345
666	0.07128224044
667	0.07112298623
668	0.0709547606
669	0.07080562455
670	0.07068280329
671	0.07053097992
672	0.07044466317
673	0.07028992892
674	0.07010479309
675	0.06993839505
676	0.06982719499
677	0.06963948289
678	0.06952690408
679	0.06938274293
680	0.06919144571
681	0.06901606719
682	0.06886909576
683	0.06868941235
684	0.06851996383
685	0.06832750484
686	0.06817005098
687	0.06802218273
688	0.06785686524
689	0.06763840792
690	0.06745098585
691	0.06730851825
692	0.06718323221
693	0.06703244753
694	0.06696271938
695	0.06678917379
696	0.06662194778
697	0.06647296105
698	0.0663710847
699	0.06625140189
700	0.06612503207
701	0.06600052346
702	0.06577230553
703	0.0656419781
704	0.0655368983
705	0.06541092347
706	0.06528781958
707	0.06512203812
708	0.06495306563
709	0.06483273659
710	0.06467525497
711	0.06450439864
712	0.06438998049
713	0.06427607653
714	0.06415210429
715	0.06400136354
716	0.0638778569
717	0.06377146705
718	0.06365181926
719	0.06350422498
720	0.06335987718
721	0.06322860013
722	0.06304923864
723	0.06292442939
724	0.06274389747
725	0.06257722496
726	0.06238959654
727	0.06223418967
728	0.0621007171
729	0.06196193959
730	0.06186667211
731	0.06173410578
732	0.06158662412
733	0.06142740984
734	0.06130135497
735	0.06114951493
736	0.06102263028
737	0.06090165096
738	0.0607884235
739	0.06066739818
740	0.0605459009
741	0.06041609585
742	0.06030346678
743	0.0601445664
744	0.06001055781
745	0.05987944605
746	0.05972759569
747	0.05955751438
748	0.05941496599
749	0.05932948588
750	0.05920354895
751	0.05907926326
752	0.05891374662
753	0.05874324581
754	0.05860235971
755	0.05846008517
756	0.05835951394
757	0.05825981479
758	0.05813516965
759	0.0579695464
760	0.0578146074
761	0.05774299097
762	0.05759457692
763	0.05747335231
764	0.05734665518
765	0.05717403313
766	0.05702847239
767	0.05692340675
768	0.05677116064
769	0.0566290467
770	0.05650420295
771	0.05637978899
772	0.05625300239
773	0.0560974772
774	0.05595719927
775	0.05575039323
776	0.05564674579
777	0.0555572336
778	0.05541288566
779	0.05523960048
780	0.05514051331
781	0.05504139229
782	0.05495879202
783	0.05485904701
784	0.05478773443
785	0.05465999368
786	0.05455380735
787	0.05443265591
788	0.05430202176
789	0.0541585378
790	0.05403192612
791	0.05395675488
792	0.0538130568
793	0.05368179821
794	0.05355167776
795	0.05344928105
796	0.05326737539
797	0.05311951915
798	0.05299492837
799	0.05286687502
800	0.05276197557
801	0.05265445219
802	0.05253803969
803	0.0524078443
804	0.05226381469
805	0.05213337163
806	0.05199164963
807	0.05191048203
808	0.05180898681
809	0.05167483551
810	0.05156237278
811	0.05145231621
812	0.05135730239
813	0.05123199894
814	0.0511010973
815	0.05100530151
816	0.05083525892
817	0.05070041936
818	0.050584494
819	0.0504664425
820	0.05035537942
821	0.05029026299
822	0.05020600668
823	0.0500729739
824	0.04994743274
825	0.04984250957
826	0.04971543772
827	0.04963233083
828	0.04949694292
829	0.04942401261
830	0.04931690516
831	0.04921947664
832	0.04907440655
833	0.04896786345
834	0.04886032881
835	0.04873339551
836	0.0486039641
837	0.04852876066
838	0.04844359231
839	0.04836510592
840	0.04820275028
841	0.04804250396
842	0.04794354153
843	0.04788043013
844	0.04773475794
845	0.0476431462
846	0.04751742777
847	0.04740955811
848	0.04729157478
849	0.04721363114
850	0.04715804682
851	0.04704253841
852	0.04684845786
853	0.04672226246
854	0.04661305375
855	0.04646148499
856	0.04637825631
857	0.04628541845
858	0.04619320372
859	0.04609341855
860	0.04597382214
861	0.04577773512
862	0.04565815972
863	0.04554890106
864	0.04545485623
865	0.04536237726
866	0.04525007121
867	0.04514300568
868	0.04505941906
869	0.0449530383
870	0.04484701347
871	0.0447281259
872	0.04463280005
873	0.04450514123
874	0.04439539805
875	0.04428505957
876	0.04415008023
877	0.04407459853
878	0.04390299817
879	0.04379763972
880	0.04370871818
881	0.04358482309
882	0.04346827748
883	0.04340309284
884	0.04329316903
885	0.04321513105
886	0.04305501227
887	0.04291503637
888	0.04280719224
889	0.04266939965
890	0.04256819908
891	0.04248220223
892	0.0423819308
893	0.04228363699
894	0.04219478065
895	0.04209160988
896	0.0419854583
897	0.04187765869
898	0.04180581849
899	0.04170646817
900	0.04162178275
901	0.04153389375
902	0.04145819737
903	0.0413545378
904	0.04128681377
905	0.04117304292
906	0.04109997493
907	0.04104679154
908	0.04097148986
909	0.04084866949
910	0.04074316116
911	0.0406520108
912	0.04055436741
913	0.04044298848
914	0.04032624704
915	0.04025403439
916	0.04016512126
917	0.04007707172
918	0.03998663783
919	0.03994199023
920	0.03981323056
921	0.03973303001
922	0.03966126181
923	0.03962062149
924	0.03955073476
925	0.03946706103
926	0.03938166867
927	0.03929502951
928	0.03920036544
929	0.03909885989
930	0.03901494307
931	0.03889759099
932	0.03881151681
933	0.038726829
934	0.03862323701
935	0.03852336822
936	0.03843537321
937	0.03834070556
938	0.03825180299
939	0.03814207832
940	0.03801897926
941	0.03791442187
942	0.03784205039
943	0.03775934049
944	0.03766141367
945	0.03757479577
946	0.03750398437
947	0.03743572384
948	0.03733188934
949	0.03723143919
950	0.03715850886
951	0.03708335821
952	0.03696639872
953	0.03686202409
954	0.03677854186
955	0.03667229806
956	0.0365832627
957	0.03649807533
958	0.03644082287
959	0.0363426376
960	0.03627877952
961	0.03620452025
962	0.03612873338
963	0.03605142672
964	0.0359804605
965	0.03590597285
966	0.03582223714
967	0.03572488412
968	0.0356353737
969	0.03555306786
970	0.03548353235
971	0.0353719248
972	0.03527466123
973	0.03518859441
974	0.03512105345
975	0.03504891386
976	0.03496696179
977	0.03487205871
978	0.03480267879
979	0.03470021601
980	0.03461797948
981	0.03452885492
982	0.03446660464
983	0.0343866339
984	0.03429931002
985	0.03419803071
986	0.03411568345
987	0.03402473845
988	0.03394917465
989	0.03387726185
990	0.03378438451
991	0.03371414683
992	0.03361663475
993	0.03352662971
994	0.03343488867
995	0.03333996262
996	0.033244971
997	0.03315451559
998	0.03309814644
999	0.03299822284
