회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율(IFRS),유형자산증가율(IFRS),비유동생물자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),"매출채권 대 상,제품비율(IFRS)",매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),"상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),부가가치(IFRS)(백만원).1,법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원).1,총자본투자효율(IFRS).1,기계투자효율(IFRS).1,부가가치율(IFRS).1,종업원수(IFRS),label
(주)기가레인,49080,2015,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2013-12-19,,15.03,9.22,0.0,0.0,19.09,6.62,-28.72,-14.44,-35.67,0.0,0.0,-287.56,,,,,-17.37,-30.62,-21.71,-13.09,-13.29,-9.43,-26.68,-19.07,-14.75,-10.46,-212.97,-151.03,117.37,130.62,0.79,-1.76,1.76,0.83,0.25,0.0,-8.66,128.21,21.34,0.0,0.0,1.3,10.94,11.97,24.02,1.52,2.03,2.55,630.47,,,86.23,,,,3478.02,-755.0,-85.18,,-1064.86,30.15,17.86,43.17,24.77,69.85,43.32,56.68,730.47,161.23,111.53,80.68,66.27,29.72,186.1,0.0,455.0,402.69,40.9,130.83,86.27,60.21,44.56,0.0,-7.22,44.34,102.34,-13.79,-15.96,37.49,6.43,72.0,158.35,217.35,7.16,9.15,4.06,10.0,-17.41,0.43,0.48,0.87,6.96,0.87,21.71,16.82,1.39,1.78,6.27,58.21,13.29,20.34,28.51,5.03,72.59,0.63,0.89,0.69,0.0,0.01,9658.87,,,,,,,,,6.36,14.21,26.33,15.69,184.4,-84.4,-138.41,9658.87,-18364.1,17811.02,1082.95,0.0,0.0,9129.01,,6.36,26.33,15.69,,1
(주)기가레인,49080,2016,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2013-12-19,,2.62,0.24,0.0,0.0,3.39,0.84,-4.7,-11.76,22.52,0.0,0.0,0.0,,,,,1.26,-12.07,-13.72,-5.77,-5.92,-6.73,-14.77,-16.29,-6.68,-7.59,-102.89,-112.0,98.74,112.07,-2.92,-2.6,2.6,0.38,0.11,0.0,-5.46,114.44,20.27,0.0,0.0,2.19,10.91,11.54,30.23,2.13,2.93,3.09,544.54,,,84.71,,,,4261.37,-560.0,-98.75,,-514.46,29.63,16.88,42.11,24.63,70.37,36.99,63.01,644.54,190.26,129.66,64.8,53.86,12.9,216.6,0.0,173.12,379.49,125.11,170.38,123.63,67.46,46.75,0.0,-16.1,48.24,130.43,-4.14,-4.77,31.3,5.51,60.91,142.88,184.15,-1.66,-2.17,-1.05,-2.16,-4.65,0.49,0.55,1.22,8.52,0.82,11.53,31.66,1.64,1.99,9.45,38.62,18.35,32.43,48.89,4.7,77.61,0.7,1.04,0.69,0.38,0.01,18559.19,,,,,,,,,11.92,26.6,50.27,24.6,97.93,2.07,-55.75,18559.19,-11312.09,18175.93,1959.79,0.0,0.0,9785.16,,11.92,50.27,24.6,,1
(주)기가레인,49080,2017,5,26,32902,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2013-12-19,,16.63,-7.8,0.0,0.0,-0.28,56.78,211.96,52.61,32.72,0.0,0.0,0.0,,,,,17.39,5.23,-0.92,3.22,3.1,-0.55,7.15,-1.88,3.54,-0.62,31.56,-8.16,82.61,94.77,-4.24,-2.48,2.47,-1.27,0.09,-86.0,0.92,99.07,12.72,0.0,0.0,2.36,7.76,10.13,39.42,2.58,3.97,3.75,258.31,,,72.5,,,,2119.02,0.0,-64.69,,110.72,39.83,33.59,66.2,26.45,60.17,48.82,51.18,358.31,123.25,105.03,93.25,61.93,9.53,63.37,0.0,178.2,79.89,35.56,104.84,87.49,80.62,17.35,0.0,-2.88,36.97,75.72,1.96,1.4,35.44,2.65,59.17,109.29,156.76,-2.58,-3.58,-1.32,-2.4,2.12,0.59,0.68,1.37,6.04,1.05,10.89,33.51,1.69,2.32,6.24,58.49,8.44,46.13,49.71,6.21,58.82,0.91,1.43,0.75,0.64,0.01,23651.93,,,,,,,,,13.02,36.36,105.08,23.62,56.37,43.63,-3.89,23651.93,988.78,13332.43,2469.73,0.0,0.0,8136.93,,13.02,105.08,23.62,,1
(주)기가레인,49080,2018,5,26,32902,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2013-12-19,,-1.38,-14.13,0.0,0.0,-25.07,34.39,53.34,-22.93,24.61,-147.73,0.0,0.0,,,,,15.01,-2.0,-17.34,-1.22,-1.38,-12.0,-3.18,-27.86,-1.52,-13.16,-10.09,-86.77,84.99,102.0,-8.04,-2.59,2.59,0.12,0.09,0.0,-10.21,109.66,11.61,0.0,0.0,2.27,5.52,11.9,0.0,3.17,5.14,5.2,172.25,,,64.61,,,,2476.0,0.0,-194.71,,-49.56,54.28,38.33,118.73,33.48,45.72,38.28,61.72,266.32,119.44,82.89,121.04,74.65,8.13,107.23,220.46,229.41,153.97,46.74,161.25,117.16,61.31,44.09,178.86,9.44,38.34,100.16,-0.71,-2.88,25.04,1.78,67.95,76.61,137.78,-5.82,-9.37,-3.59,-5.16,-0.77,0.69,0.76,1.59,5.04,1.23,9.58,38.12,1.47,2.31,4.05,90.05,5.52,40.42,24.56,4.51,80.97,1.31,2.0,0.76,0.0,0.01,15054.46,,,,,,,,,8.4,26.7,98.32,12.07,109.66,-9.66,-143.72,15054.46,-12527.04,16509.23,3226.01,0.0,0.0,7846.26,,8.4,98.32,12.07,,1
(주)기가레인,49080,2019,5,26,32902,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2013-12-19,,-34.23,-18.19,0.0,0.0,-29.58,-38.15,-52.69,-59.0,-41.68,0.0,0.0,0.0,,,,,-17.43,-40.67,-63.3,-19.93,-19.94,-31.03,-61.27,-95.33,-21.71,-33.78,-115.32,-175.71,117.43,140.67,-22.29,-5.02,5.02,0.69,0.16,0.0,-28.56,160.8,13.42,0.0,0.0,3.02,7.32,16.64,87.42,3.65,5.77,5.54,5.29,,,4.84,,,,1392.02,0.0,153.28,,-566.2,51.05,29.31,104.28,36.08,48.95,23.82,76.18,105.25,205.47,103.99,96.45,68.18,9.39,118.98,0.0,281.69,259.08,42.24,319.74,222.15,63.47,97.59,0.0,-1.88,53.85,226.05,-8.09,-11.54,1.64,0.07,108.12,95.89,138.54,-1.0,-1.42,-0.76,-1.24,-8.1,0.49,0.53,1.51,2.84,0.73,5.85,62.35,0.92,1.42,2.65,137.66,4.27,22.67,10.09,2.39,152.81,1.04,1.39,0.49,0.0,0.0,-16789.54,,,,,,,,,-14.25,-36.07,-98.61,-23.07,0.0,0.0,0.0,-16789.54,-45821.76,16267.14,3655.29,0.0,0.0,8875.05,,-14.25,-98.61,-23.07,,1
(주)녹원씨엔아이,65560,2015,4,18,105802,  인쇄 및 기록매체 복제업 ,2003-07-01,2024/07/29,13.15,315.14,0.0,0.0,51.56,-17.82,-61.85,-0.19,44.61,0.0,0.0,0.0,,,,,46.6,6.21,-188.66,1.96,1.95,-59.2,2.95,-112.94,2.82,-85.56,4.09,-122.86,53.4,93.79,-95.21,-5.7,5.84,0.0,0.46,0.0,-57.37,97.92,21.38,0.0,0.0,5.91,6.2,13.17,127.38,5.42,11.71,9.48,1.64,,,0.5,,,,317.15,-610.0,-250.23,,19.71,40.21,7.45,67.24,37.21,59.79,73.62,26.38,100.82,81.22,67.68,345.16,319.46,33.31,426.71,10.48,374.06,458.41,114.08,35.84,15.82,1.09,20.01,51.59,28.56,14.85,20.18,1.06,-14.23,25.6,0.53,150.77,167.89,158.4,-106.31,-188.82,-28.05,-94.89,1.06,0.31,0.45,0.47,0.66,0.93,6.87,53.1,0.66,0.76,5.45,66.94,13.62,9.09,0.0,3.38,108.08,0.6,0.91,0.46,0.51,0.01,-4094.76,,,,,,,,,-16.51,-798.25,-1088.27,-55.87,0.0,0.0,0.0,-4094.76,-6522.54,1550.47,428.15,0.0,0.0,449.16,,-16.51,-1088.27,-55.87,,1
(주)녹원씨엔아이,65560,2016,4,18,105802,  인쇄 및 기록매체 복제업 ,2003-07-01,2024/07/29,-55.04,-99.03,0.0,0.0,-50.53,-61.75,-52.9,-19.46,-47.12,-615.05,0.0,0.0,,,,,18.17,-60.52,-284.59,-12.9,-13.05,-61.37,-16.75,-100.95,-24.05,-113.07,-18.31,-86.1,81.83,160.52,-224.07,-37.75,17.79,0.02,0.02,0.0,-57.54,154.54,14.7,0.0,0.0,9.02,3.53,27.77,173.11,17.37,82.97,31.53,-27.68,,,-42.13,,,,147.73,-428.0,-70.51,,-89.41,34.21,9.17,51.99,31.07,65.79,87.44,12.56,71.6,75.25,69.32,673.15,611.42,45.87,392.3,10.77,430.86,427.2,91.05,14.37,5.81,4.63,8.56,25.69,29.12,7.75,8.86,-3.27,-14.99,-33.8,-0.28,177.81,285.9,203.86,-272.43,-441.63,-34.23,-98.46,-3.4,0.22,0.4,0.28,0.3,0.98,6.65,54.87,0.56,0.61,7.1,51.43,7.66,96.99,0.0,1.71,213.77,0.35,0.59,0.45,0.46,0.0,-8947.59,,,,,,,,,-80.26,-7119.06,-14562.42,-230.86,0.0,0.0,0.0,-8947.59,-11030.25,1123.44,689.67,0.0,0.0,269.56,,-80.26,-14562.42,-230.86,,1
(주)녹원씨엔아이,65560,2017,4,18,74607,  인쇄 및 기록매체 복제업 ,2003-07-01,2024/07/29,922.64,9039.49,0.0,0.0,574.83,1591.63,1121.25,399.19,469.56,0.0,0.0,0.0,,,,,63.14,34.38,1.94,13.16,12.13,0.68,25.99,1.46,13.22,0.74,80.28,4.52,36.86,65.62,-21.38,-10.45,10.67,-3.11,0.01,85.11,4.45,77.86,23.5,0.0,0.0,12.7,2.94,11.98,41.01,7.06,5.8,11.41,821.75,,,88.76,,,,1366.56,47.0,566.5,,469.8,56.58,6.62,130.33,52.84,43.42,42.68,57.32,919.88,101.72,98.82,100.93,94.25,12.36,319.89,720.13,901.47,1183.55,35.49,134.3,131.36,99.71,2.94,241.38,0.52,45.44,106.45,2.53,2.22,38.13,8.22,154.76,128.73,484.48,5.59,7.05,3.2,16.54,3.22,0.35,0.38,0.76,2.34,0.66,24.07,15.16,0.65,0.69,9.56,38.2,29.92,14.04,0.0,2.94,124.28,0.78,3.8,0.33,0.0,0.01,10130.26,,,,,,,,,8.89,88.19,799.96,45.89,43.03,56.97,4.22,10130.26,2869.06,4359.22,2355.87,0.0,0.0,546.11,,8.89,799.96,45.89,,0
(주)녹원씨엔아이,65560,2018,4,18,74607,  인쇄 및 기록매체 복제업 ,2003-07-01,2024/07/29,9.71,27.52,0.0,0.0,20.51,1.41,66.08,57.67,245.89,118.71,1352.07,792.2,,,,,34.42,21.74,8.12,14.93,13.88,5.19,26.48,9.9,15.25,5.7,260.9,97.52,65.58,78.26,-8.59,-5.64,5.66,0.28,0.01,38.21,8.8,86.41,17.13,0.0,0.0,6.37,1.25,8.97,11.32,7.6,15.1,12.56,933.43,,,90.92,,,,5135.76,509.0,223.98,,1116.39,52.31,10.84,109.67,46.64,47.69,61.34,38.66,1032.11,77.75,77.11,137.1,122.23,24.53,253.41,40.06,2010.61,592.36,12.6,63.02,62.2,0.0,0.82,3.57,14.15,29.49,48.07,2.98,3.32,55.48,9.33,85.09,71.48,144.99,12.91,16.92,4.99,8.17,3.84,0.64,0.7,1.22,12.0,1.34,63.38,5.76,1.18,1.29,13.44,27.16,36.46,22.5,0.0,4.83,75.61,1.4,5.84,0.63,0.0,0.01,26818.2,,,,,,,,,21.44,199.29,2262.35,35.12,43.3,56.7,23.13,26818.2,10040.37,11611.46,4319.68,0.0,0.0,846.68,,21.44,2262.35,35.12,,0
(주)뉴온,123840,2016,6,29,32902,  기타 기계 및 장비 제조업 ,2010-10-05,,84.53,115.98,0.0,0.0,218.2,-24.75,72.55,37.53,-23.68,-123.4,132.8,197.34,,,,,22.44,-4.98,69.29,0.37,-1.17,16.32,-1.63,22.73,-1.9,26.41,-30.96,431.98,77.56,104.98,94.68,94.04,-2.86,1.7,0.0,22.75,15.64,56.33,33.73,0.0,0.0,-2.47,4.43,6.71,34.72,-2.41,2.72,5.2,2103.69,,,86.44,,,,623.03,436.0,-26.04,,-31.03,22.43,24.25,28.92,16.99,77.57,64.46,35.54,2191.69,120.32,102.69,91.71,69.47,13.13,82.78,0.0,180.1,13081.36,45.96,55.13,37.95,79.63,17.18,0.0,-2.03,24.62,38.2,-1.35,999999999.0,61.88,21.1,143.91,280.78,283.19,3.93,5.67,1.4,7.69,0.0,0.24,0.38,0.33,6.22,0.84,9.41,38.77,0.69,0.83,4.22,86.4,85.92,26.83,5.32,3.26,112.12,0.36,0.84,0.44,0.0,0.01,26121.95,,,,,,,,,23.78,84.16,166.18,130.99,29.79,70.21,52.9,26121.95,17888.31,7780.71,-569.45,0.0,0.0,1022.35,,23.78,166.18,130.99,,0
(주)뉴온,123840,2017,6,29,32902,  기타 기계 및 장비 제조업 ,2010-10-05,,47.09,-1.83,0.0,0.0,42.38,63.39,69.1,47.22,14.71,0.0,64.04,20.86,,,,,15.32,-15.56,95.98,-0.49,-2.62,16.18,-4.09,26.05,-5.5,33.89,-103.43,660.43,84.68,115.56,149.81,149.67,-4.01,-3.07,0.05,28.51,15.5,58.1,19.79,0.0,0.0,-2.15,4.25,7.65,34.16,-1.88,6.0,6.59,2748.78,,,90.96,,,,660.18,670.0,-87.6,,-102.75,24.92,25.1,33.19,18.67,75.08,63.98,36.02,2838.23,117.35,108.34,81.17,60.8,28.62,64.79,0.0,103.66,184.92,62.51,56.3,47.99,94.64,8.31,0.0,-5.78,20.4,31.88,-1.8,999999999.0,61.95,27.33,141.89,451.43,319.44,-3.32,-5.87,-1.2,-8.46,0.0,0.17,0.35,0.26,6.65,0.47,5.05,72.32,0.7,0.94,2.84,128.32,12.78,15.01,4.84,3.98,91.72,0.22,0.71,0.32,0.56,0.01,40027.76,,,,,,,,,24.77,125.16,240.84,174.99,21.05,78.95,54.85,40027.76,30706.72,8427.75,-916.31,0.0,0.0,1809.6,,24.77,240.84,174.99,,0
(주)디오,39840,2012,5,27,32701,"  의료, 정밀, 광학기기 및 시계 제조업 ",2000-06-29,,-6.29,9.04,0.0,0.0,30.57,-29.25,22.4,-7.77,-6.61,-26.46,0.0,-177.62,,,,,62.44,13.91,-8.58,6.35,6.28,-3.87,14.0,-8.64,6.34,-3.91,111.73,-68.93,37.56,86.09,-26.43,-12.35,12.37,-2.89,1.78,0.0,1.71,112.35,21.96,0.0,0.0,10.87,3.01,7.81,41.69,10.12,14.71,15.27,751.3,,,90.78,,,,4015.49,-364.0,578.61,,558.63,46.52,26.32,86.97,34.27,53.48,44.46,55.54,765.61,120.3,62.14,333.88,246.0,29.45,206.36,37.57,501.98,301.75,41.11,124.93,31.34,0.12,93.59,127.7,32.58,39.74,89.4,1.11,-0.01,43.63,7.51,120.37,101.26,211.73,9.04,12.63,5.02,10.77,1.12,0.45,0.46,1.01,8.03,0.82,9.36,39.01,0.83,1.04,4.19,87.06,6.08,118.28,16.46,1.37,266.01,0.99,1.33,0.65,0.0,0.0,18617.7,,,,,,,,,18.14,49.69,311.99,38.89,64.3,35.7,-22.07,18617.7,-5990.3,11970.56,5923.54,0.0,0.0,1640.78,,18.14,311.99,38.89,,1
(주)디오,39840,2013,5,27,32701,"  의료, 정밀, 광학기기 및 시계 제조업 ",2000-06-29,,5.31,1.5,0.0,0.0,-7.97,20.58,0.73,-17.23,31.18,0.0,0.0,0.0,,,,,48.94,-3.93,-13.36,-2.32,-2.34,-7.96,-5.91,-19.83,-2.39,-8.13,-41.41,-138.75,51.06,103.93,-12.03,-10.56,10.57,-0.68,3.63,0.0,-1.67,115.81,19.16,0.0,0.0,9.04,2.56,9.17,46.49,10.43,13.94,15.03,619.4,,,88.35,,,,5267.41,-731.0,-343.99,,-207.05,53.26,21.99,113.95,41.55,46.74,35.06,64.94,633.71,133.32,58.81,259.44,202.4,6.07,307.03,35.78,465.74,472.32,65.92,185.24,58.56,4.48,126.68,135.69,32.73,44.18,126.02,-0.37,-0.51,34.27,6.22,83.86,83.95,167.47,1.99,2.93,1.29,2.23,-0.37,0.6,0.61,1.5,10.53,0.99,9.29,39.27,1.19,1.57,4.98,73.32,7.46,186.02,17.24,1.94,188.33,1.19,1.66,0.89,0.0,0.0,18473.13,,,,,,,,,17.09,48.85,351.05,29.42,76.14,23.86,-45.42,18473.13,-10021.39,14064.95,6634.67,0.0,0.0,1877.24,,17.09,351.05,29.42,,1
(주)디오,39840,2014,5,27,32701,"  의료, 정밀, 광학기기 및 시계 제조업 ",2000-06-29,,10.43,15.59,0.0,0.0,9.47,11.28,16.6,5.27,-1.94,0.0,0.0,0.0,,,,,53.37,5.48,-6.02,2.99,2.97,-3.26,8.69,-9.31,3.03,-3.33,56.66,-60.56,46.63,94.52,-11.95,-12.12,12.11,2.09,4.18,0.0,3.3,106.22,23.58,0.0,0.0,10.97,3.41,11.67,50.21,9.96,13.38,14.44,652.82,,,75.78,,,,5165.19,-319.0,-26.63,,283.31,53.67,23.04,115.84,41.31,46.33,33.33,66.67,667.13,138.99,130.61,83.17,64.01,2.58,279.76,0.0,547.17,378.02,51.13,200.0,193.59,0.0,6.42,0.0,-10.86,46.89,140.66,0.45,0.47,32.62,6.53,98.78,85.94,190.82,-2.78,-3.95,-1.85,-3.59,0.45,0.54,0.55,1.59,10.33,0.82,7.75,47.1,1.01,1.31,4.49,81.26,6.43,128.15,17.99,1.54,237.58,1.16,1.5,0.56,0.0,0.0,23550.93,,,,,,,,,19.73,53.68,475.23,38.25,68.08,31.92,-15.74,23550.93,-3980.7,16032.68,7458.99,0.0,0.0,2318.42,,19.73,475.23,38.25,,1
(주)디오,39840,2015,5,27,32701,"  의료, 정밀, 광학기기 및 시계 제조업 ",2000-06-29,,2.48,0.06,0.0,0.0,-5.67,9.52,-21.53,95.45,16.83,495.08,0.0,349.28,,,,,57.26,27.94,12.6,16.69,16.63,7.5,34.25,15.75,16.82,7.58,296.73,136.6,42.74,72.06,-9.81,-8.53,7.64,-0.5,1.1,30.49,12.04,82.57,20.57,0.0,0.0,8.9,3.59,11.28,60.5,8.84,36.78,15.66,1029.44,,,89.57,,,,4970.84,751.0,975.68,,1388.76,57.35,16.51,134.49,47.89,42.65,63.39,36.61,1024.6,67.27,54.16,269.83,225.29,8.26,425.7,26.23,777.81,607.85,54.73,57.75,33.53,3.37,24.22,42.53,36.1,12.37,19.52,3.61,3.37,63.69,10.27,93.3,74.7,168.95,15.41,45.6,5.64,9.59,3.66,0.6,0.6,1.23,10.62,1.16,10.36,35.23,1.07,1.33,5.46,66.83,7.56,130.63,24.72,1.59,229.84,1.34,1.63,0.61,0.0,0.0,33782.99,,,,,,,,,27.61,76.82,706.27,46.96,37.59,62.41,26.83,33782.99,13038.48,12698.23,5494.39,0.0,0.0,2218.48,,27.61,706.27,46.96,,1
(주)디오,39840,2016,5,27,32701,"  의료, 정밀, 광학기기 및 시계 제조업 ",2000-06-29,,22.89,16.97,0.0,0.0,16.57,27.6,9.47,37.37,22.35,32.35,121.71,123.23,,,,,66.23,30.22,23.78,19.57,19.51,15.35,28.33,22.24,19.81,15.59,350.65,270.43,33.77,69.78,-1.18,-0.51,0.67,0.36,3.12,18.12,15.78,71.93,26.71,0.0,0.0,0.9,4.4,12.36,52.66,1.38,6.77,5.33,1482.65,,,96.83,,,,5801.69,1410.0,757.37,,1753.25,59.55,14.16,147.21,51.12,40.45,73.3,26.7,1407.44,55.19,52.18,264.86,227.35,20.53,434.79,22.75,1341.55,630.74,32.41,36.43,30.67,74.09,5.76,11.39,37.07,6.54,8.92,39.97,44.52,77.09,15.28,90.72,64.19,167.05,31.89,130.26,8.52,14.55,45.29,0.65,0.66,0.94,11.6,2.07,16.85,21.66,1.1,1.3,7.26,50.31,10.45,149.36,31.16,1.69,216.54,1.56,1.84,0.8,0.0,0.0,48306.1,,,,,,,,,32.13,94.6,646.97,54.88,36.22,63.78,43.33,48306.1,25560.96,17496.95,587.32,0.0,0.0,2879.41,,32.13,646.97,54.88,,1
(주)디지털대성,68930,2015,5,85,168505,  교육 서비스업 ,2003-10-17,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,48.11,9.92,8.91,7.53,6.47,5.81,9.58,8.54,6.91,6.21,53.95,47.02,51.89,90.08,1.01,1.55,-1.55,0.0,5.29,18.52,4.79,89.41,18.84,0.0,0.0,-1.68,6.49,15.24,0.0,-3.12,0.52,0.52,474.56,,,85.48,,,,2719.65,283.0,314.98,,269.75,27.83,4.16,38.56,26.67,72.17,67.54,32.46,550.83,106.85,95.51,113.87,109.12,21.99,271.08,34.2,70.55,271.08,384.23,48.05,36.19,85.62,11.87,236.57,3.39,9.36,13.86,133.28,999999999.0,58.4,4.87,42.67,110.66,143.5,23.27,80.71,7.55,11.58,0.0,0.65,0.7,0.97,5.44,2.01,14.64,24.92,2.34,2.45,56.27,6.49,56.27,0.0,0.0,20.76,17.58,0.9,4.04,1.25,0.02,0.0,19723.67,,,,,,,,,21.36,132.15,913.18,32.75,53.08,46.92,27.19,19723.67,6583.09,10469.04,-935.78,0.0,0.0,3607.33,,21.36,913.18,32.75,,1
(주)무궁화인포메이션테크놀로지,38340,2014,6,26,74707,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2001-11-22,,-35.18,-6.04,0.0,0.0,-34.73,-35.53,67.49,147.76,-81.76,0.0,0.0,0.0,,,,,5.88,-12.57,-47.67,-10.32,-10.9,-41.34,-32.2,-123.58,-11.2,-42.49,-24.08,-91.7,94.12,112.57,-33.26,-3.34,3.34,0.1,0.27,0.0,-38.45,145.02,6.93,0.0,0.0,2.26,2.16,15.72,56.08,4.37,28.54,8.36,-30.17,,,-53.46,,,,785.66,-494.0,-182.25,,-98.77,55.65,13.94,125.45,47.89,44.35,62.88,37.12,69.83,70.53,64.11,180.6,155.42,21.09,110.16,31.24,90.62,161.29,121.56,59.02,49.0,73.42,10.02,25.38,24.83,15.5,24.65,-3.13,-12.74,-24.26,-0.28,64.38,50.93,85.67,-101.95,-244.15,-37.84,-34.32,-3.77,0.87,0.89,2.56,1.92,1.31,15.27,23.9,1.55,1.7,17.8,20.51,30.23,45.94,0.0,4.33,84.28,1.96,5.23,0.85,0.15,0.01,-7094.41,,,,,,,,,-31.66,-154.87,-1544.59,-28.72,0.0,0.0,0.0,-7094.41,-11323.27,2527.14,824.01,0.0,0.0,788.74,,-31.66,-1544.59,-28.72,,1
