회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,현금및현금성자산(*)(IFRS)(천원),유동금융자산(*)(IFRS)(천원),매출채권 및 기타유동채권(*)(IFRS)(천원),이연법인세자산(IFRS)(천원),상각후원가측정 유가증권(IFRS)(천원),매출채권(IFRS)(천원),미수금(IFRS)(천원),단기대여금(IFRS)(천원),선급금(IFRS)(천원),기타유동자산(*)(IFRS)(천원),상품(IFRS)(천원),제품(IFRS)(천원),반제품(IFRS)(천원),재공품(IFRS)(천원),원재료(부재료)(IFRS)(천원),저장품(소모품)(IFRS)(천원),미착품(IFRS)(천원),완성건물(IFRS)(천원),용지(IFRS)(천원),미완성공사(IFRS)(천원),미완성건물(IFRS)(천원),기타재고자산(IFRS)(천원),장기대여금(IFRS)(천원),장기당기손익인식금융자산(IFRS)(천원),투자부동산(*)(IFRS)(천원),토지(IFRS)(천원),건물 및 부속설비(IFRS)(천원),구축물(IFRS)(천원),기계장치(IFRS)(천원),중장비(IFRS)(천원),시설장치(IFRS)(천원),제설비(IFRS)(천원),미착자산(IFRS)(천원),차량운반구(IFRS)(천원),선박(IFRS)(천원),항공기(IFRS)(천원),"공구,기구,비품(IFRS)(천원)",리스개량자산(IFRS)(천원),임대(주택)자산(IFRS)(천원),임차개량자산(IFRS)(천원),건설중인자산(IFRS)(천원),유형탐사평가자산(IFRS)(천원),임대주택용지(IFRS)(천원),미완성임대주택(IFRS)(천원),임대주택토지(IFRS)(천원),완성임대주택(IFRS)(천원),임대주택(IFRS)(천원),기타임대주택자산(IFRS)(천원),기타유형자산(IFRS)(천원),영업권(IFRS)(천원),개발비(IFRS)(천원),특허권(IFRS)(천원),기타산업재산권(IFRS)(천원),컴퓨터소프트웨어(IFRS)(천원),브랜드(IFRS)(천원),라이선스와 프랜차이즈(IFRS)(천원),저작권(IFRS)(천원),회원권(IFRS)(천원),제이용권(사용권)(IFRS)(천원),개발중인 무형자산(IFRS)(천원),무형탐사평가자산(IFRS)(천원),제호와 출판표제(IFRS)(천원),"조리법, 공식, 모형, 설계 및 시제품(IFRS)(천원)",배출권자산(IFRS)(천원),기타무형자산(IFRS)(천원),장기매출채권(IFRS)(천원),*특수관계자장기매출채권(IFRS)(천원),장기공사미수금(IFRS)(천원),장기분양미수금(IFRS)(천원),장기미수금(IFRS)(천원),*특수관계자 장기미수금(IFRS)(천원),장기임대미수금(IFRS)(천원),장기미청구공사(IFRS)(천원),장기임대주택채권(IFRS)(천원),장기대출채권(IFRS)(천원),장기미수수익(IFRS)(천원),장기보증금(IFRS)(천원),기타장기채권(IFRS)(천원),매입채무(IFRS)(천원),미지급금(*)(IFRS)(천원),보증금(*)(IFRS)(천원),미지급배당금(IFRS)(천원),미지급비용(IFRS)(천원),단기차입금(IFRS)(천원),단기매입채무 및 기타유동채무(IFRS)(천원),선수금(*)(IFRS)(천원),장기당기법인세부채(미지급법인세)(IFRS)(천원),(추정공사손실)(IFRS)(천원),이연법인세부채(IFRS)(천원),기타유동부채(*)(IFRS)(천원),사채(*)(IFRS)(천원),전환사채(IFRS)(천원),신주인수권부사채(IFRS)(천원),장기차입금(*)(IFRS)(천원),장기매입채무(*)(IFRS)(천원),기타장기충당부채(*)(IFRS)(천원),장기공사선수금(IFRS)(천원),기타비유동부채(IFRS)(천원),보통주자본금(IFRS)(천원),우선주자본금(IFRS)(천원),주식발행초과금(IFRS)(천원),감자차익(IFRS)(천원),합병차익(IFRS)(천원),재평가적립금(2001년 이전)(IFRS)(천원),기타자본잉여금(IFRS)(천원),주식할인발행차금(IFRS)(천원),배당건설이자(IFRS)(천원),자기주식(IFRS)(천원),매도가능금융자산평가손익(IFRS)(천원),환산 관련 외환차이 적립금(환율변동차이)(IFRS)(천원),파생상품평가이익(IFRS)(천원),파생상품평가손실(IFRS)(천원),기타포괄손익누계액(*)(IFRS)(천원),주식매입선택권(IFRS)(천원),이익준비금(IFRS)(천원),기업합리화적립금(IFRS)(천원),재무구조개선적립금(IFRS)(천원),기업발전적립금(IFRS)(천원),기타법정적립금(IFRS)(천원),재평가손익(IFRS)(천원),보험수리적손익(IFRS)(천원),기술개발준비금(IFRS)(천원),연구및인력개발준비금(IFRS)(천원),사업손실준비금(IFRS)(천원),퇴직급여적립금(IFRS)(천원),기타임의적립금(IFRS)(천원),기타이익잉여금(IFRS)(천원),미처분이익잉여금(결손금)(IFRS)(천원),*전기이월미처분이익잉여금(결손금)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),상품매출액(IFRS)(천원),제품매출액(IFRS)(천원),건설계약으로 인한 수익(공사수익)(IFRS)(천원),임대수익(IFRS)(천원),분양수익(IFRS)(천원),수수료수익(IFRS)(천원),기타수익(IFRS)(천원),당기상품매입액(IFRS)(천원),기초제품재고액(IFRS)(천원),(기말제품재고액)(IFRS)(천원),(대체)(IFRS)(천원),종업원 급여비용(IFRS)(천원),급여(IFRS)(천원),퇴직급여(IFRS)(천원),복리후생비(IFRS)(천원),보험료(IFRS)(천원),여비교통비(IFRS)(천원),임차료(IFRS)(천원),접대비(IFRS)(천원),감가상각비(IFRS)(천원),세금과공과(IFRS)(천원),광고선전비(IFRS)(천원),차량유지비(IFRS)(천원),연구개발비(IFRS)(천원),경상연구개발비(IFRS)(천원),대손상각비(IFRS)(천원),미분양주택관리비(IFRS)(천원),기타(IFRS)(천원),이자수익(IFRS)(천원),배당금수익(IFRS)(천원),외환차손(IFRS)(천원),외화환산손실(IFRS)(천원),지분법이익(IFRS)(천원),투자자산처분이익(IFRS)(천원),"유형,리스자산처분이익(IFRS)(천원)",무형자산처분이익(IFRS)(천원),사채상환이익(IFRS)(천원),법인세환급액(IFRS)(천원),대손충당금환입액(IFRS)(천원),전기오류수정이익(IFRS)(천원),채무면제이익(IFRS)(천원),보험차익(IFRS)(천원),이자비용(IFRS)(천원),기타대손상각비(IFRS)(천원),재고자산감모손실(IFRS)(천원),외환차손(IFRS)(천원).1,외화환산손실(IFRS)(천원).1,지분법적용투자주식손상차손(IFRS)(천원),기부금(IFRS)(천원),투자자산처분손실(IFRS)(천원),보상비(IFRS)(천원),법인세추납액(IFRS)(천원),전기오류수정손실(IFRS)(천원),법인세비용(IFRS)(천원),label
(주)에스마크,30270,2016,4,13,31301,  섬유제품 제조업; 의복제외 ,1997-01-17,2020/05/21,601069.0,8107152.0,2305065.0,0.0,,2665547.0,346171.0,8026786.0,3461043.0,3568898.0,9263.0,2278575.0,0.0,88916.0,696594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7281943.0,16852485.0,577766.0,40434582.0,0.0,0.0,0.0,0.0,409087.0,0.0,0.0,2375729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11000000.0,41000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406743.0,2687270.0,0.0,0.0,386409.0,0.0,0.0,429797.0,0.0,0.0,0.0,429797.0,48347650.0,48347650.0,0.0,500000.0,0.0,0.0,0.0,0.0,20310446.0,0.0,48400681.0,0.0,0.0,3019047.0,3000.0,0.0,0.0,-163163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-33186745.0,0.0,25081505.0,651836.0,24290277.0,0.0,0.0,0.0,0.0,139392.0,0.0,0.0,0.0,0.0,6166063.0,2309127.0,123830.0,369995.0,38784.0,315406.0,362132.0,575293.0,96604.0,0.0,128194.0,161407.0,0.0,0.0,265629.0,0.0,10027.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,298704.0,15346.0,0.0,0.0,0.0,0.0,0.0,0.0,-769964.0,1
(주)에스마크,30270,2017,4,13,31301,  섬유제품 제조업; 의복제외 ,1997-01-17,2020/05/21,5354819.0,1077700.0,6296692.0,0.0,,2370062.0,18878238.0,3991251.0,8231701.0,4796518.0,2456510.0,506564.0,0.0,84917.0,501600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2509620.0,4466510.0,317341.0,9461457.0,0.0,0.0,0.0,0.0,510010.0,0.0,0.0,2002595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,41000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96196.0,1992610.0,0.0,0.0,95934.0,0.0,0.0,168581.0,0.0,0.0,0.0,168581.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47564748.0,0.0,87728244.0,0.0,0.0,3019047.0,932538.0,0.0,0.0,-163163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-117755366.0,0.0,9315882.0,1652684.0,7355163.0,0.0,0.0,0.0,0.0,308035.0,0.0,0.0,0.0,0.0,4461121.0,1885753.0,113682.0,316069.0,32412.0,98640.0,635177.0,346967.0,97754.0,0.0,88454.0,234240.0,80000.0,0.0,90306.0,0.0,1709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500796.0,0.0,126239.0,32740.0,0.0,0.0,0.0,0.0,0.0,0.0,-107669.0,1
(주)에스에스알,275630,2018,5,58,105802,  출판업 ,2018-08-06,,3702740.0,10000000.0,6513192.0,516190.0,0.0,6263351.0,226461.0,0.0,199995.0,207031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666500.0,1127600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947734.0,5294.0,1686.0,30810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137340.0,0.0,2040742.0,318292.0,0.0,0.0,141508.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2831284.0,0.0,14710995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3436109.0,0.0,12067624.0,3390802.0,0.0,0.0,0.0,0.0,0.0,4882365.0,3273768.0,0.0,0.0,0.0,4619970.0,1284080.0,78358.0,476150.0,29592.0,81283.0,159225.0,85984.0,99626.0,0.0,111507.0,9677.0,467326.0,0.0,12570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,-40037.0,1
(주)에스에스알,275630,2019,5,58,105802,  출판업 ,2018-08-06,,4859444.0,10208000.0,6122394.0,807523.0,0.0,5867094.0,219000.0,0.0,4998.0,14359.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1350386.0,666499.0,1127599.0,0.0,0.0,0.0,0.0,0.0,0.0,41188.0,0.0,0.0,565953.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2947734.0,5293.0,4947.0,8773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111840.0,0.0,1770820.0,572087.0,0.0,0.0,188865.0,0.0,0.0,5532.0,0.0,0.0,0.0,5532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2897281.0,0.0,15070238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500974.0,0.0,12954946.0,2654318.0,0.0,0.0,0.0,0.0,0.0,5023545.0,0.0,0.0,0.0,0.0,5190477.0,1356135.0,93493.0,364445.0,34990.0,110240.0,28402.0,111330.0,279546.0,0.0,63743.0,7458.0,1199667.0,0.0,-11007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.0,1084.0,0.0,0.0,0.0,0.0,0.0,0.0,-288153.0,1
(주)에스에프씨,112240,2016,4,22,32202,  고무 및 플라스틱제품 제조업 ,2011-11-30,2020/06/30,19215585.0,4009577.0,24701420.0,1290877.0,,29356879.0,50450.0,0.0,11646.0,318267.0,58143.0,2769862.0,0.0,2204004.0,4777118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5242118.0,5572598.0,1410659.0,4794024.0,0.0,2337415.0,0.0,0.0,287640.0,0.0,0.0,924327.0,0.0,0.0,0.0,5373919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684210.0,0.0,850531.0,0.0,0.0,0.0,0.0,89159.0,0.0,0.0,0.0,0.0,0.0,,198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2600.0,0.0,4615142.0,467407.0,0.0,0.0,550971.0,0.0,0.0,73873.0,0.0,0.0,0.0,73873.0,0.0,0.0,0.0,4374996.0,0.0,0.0,0.0,0.0,14513535.0,0.0,27161178.0,0.0,0.0,0.0,0.0,0.0,0.0,-6757702.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000000.0,0.0,15095324.0,0.0,47400350.0,2009822.0,40310605.0,0.0,0.0,0.0,0.0,693203.0,2201354.0,5904311.0,2769862.0,0.0,3972832.0,1597631.0,173554.0,212709.0,54039.0,14315.0,21000.0,52963.0,413030.0,92078.0,89469.0,38150.0,595559.0,595559.0,12392.0,0.0,34610.0,0.0,0.0,712490.0,97803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,427656.0,0
(주)에스에프씨,112240,2017,4,22,32202,  고무 및 플라스틱제품 제조업 ,2011-11-30,2020/06/30,561390.0,25648740.0,22426826.0,4571766.0,,20891046.0,5500.0,22648740.0,2317984.0,1956391.0,1014914.0,2323552.0,0.0,2573635.0,4657029.0,0.0,397518.0,8302035.0,0.0,415635.0,0.0,0.0,4000000.0,0.0,6378995.0,2960526.0,5572598.0,1448159.0,4691340.0,0.0,1929120.0,0.0,0.0,342876.0,0.0,0.0,789385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1684210.0,0.0,855328.0,0.0,0.0,0.0,0.0,89159.0,0.0,0.0,0.0,0.0,0.0,,198000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81688.0,0.0,4789833.0,1409860.0,0.0,0.0,655303.0,0.0,0.0,95457.0,0.0,0.0,0.0,95457.0,0.0,0.0,0.0,3124997.0,0.0,0.0,0.0,0.0,17125847.0,0.0,40166407.0,0.0,0.0,0.0,0.0,0.0,0.0,-8999734.0,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000000.0,0.0,-4370107.0,0.0,43856578.0,2519913.0,39183580.0,0.0,0.0,0.0,0.0,163127.0,3219129.0,2769862.0,2323552.0,0.0,4825272.0,2105967.0,144656.0,319790.0,46215.0,48806.0,134844.0,254788.0,402674.0,112208.0,98883.0,72518.0,577847.0,577847.0,699665.0,0.0,105192.0,0.0,0.0,1727238.0,1320619.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8445500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3587054.0,1
(주)에스제이케이,80440,2013,4,46,74607,  도매 및 상품 중개업 ,2005-05-13,2021/09/13,437712.0,187920.0,9467612.0,0.0,0.0,12984065.0,6316180.0,3546393.0,2040095.0,798847.0,1683617.0,1467140.0,0.0,1660054.0,4290791.0,32331.0,81119.0,0.0,0.0,0.0,0.0,0.0,300000.0,0.0,20793845.0,16441588.0,9866709.0,770809.0,6848088.0,0.0,0.0,338094.0,0.0,166015.0,0.0,0.0,18553369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2264925.0,0.0,0.0,117709.0,0.0,0.0,0.0,251682.0,0.0,0.0,0.0,0.0,0.0,0.0,353452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258235.0,0.0,7682540.0,1743169.0,0.0,0.0,196794.0,0.0,0.0,1815384.0,0.0,0.0,0.0,1815384.0,0.0,0.0,0.0,962300.0,0.0,0.0,0.0,0.0,8117756.0,0.0,36262473.0,0.0,0.0,12498543.0,21971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295000.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,-16251319.0,0.0,36006141.0,10544719.0,23247184.0,0.0,0.0,0.0,0.0,2214238.0,0.0,0.0,0.0,0.0,5031652.0,996512.0,447789.0,348795.0,20985.0,148001.0,12397.0,184980.0,230373.0,0.0,0.0,119883.0,751379.0,0.0,1049187.0,0.0,9545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3326091.0,0.0,277092.0,318748.0,0.0,0.0,0.0,0.0,0.0,0.0,112848.0,1
(주)에스제이케이,80440,2014,4,46,74607,  도매 및 상품 중개업 ,2005-05-13,2021/09/13,270535.0,24000.0,8304693.0,0.0,0.0,11922164.0,6972818.0,3382473.0,2133480.0,813551.0,922364.0,1237168.0,0.0,1995315.0,4470927.0,9706.0,46105.0,0.0,0.0,0.0,0.0,0.0,388000.0,0.0,20359806.0,16042148.0,9047709.0,770809.0,6866609.0,0.0,0.0,338094.0,0.0,166015.0,0.0,0.0,18762315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88627.0,0.0,0.0,0.0,251682.0,0.0,0.0,0.0,0.0,0.0,0.0,266275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190888.0,0.0,9347572.0,1583194.0,0.0,0.0,259783.0,0.0,0.0,2043755.0,0.0,0.0,0.0,2043755.0,0.0,0.0,0.0,810300.0,0.0,0.0,0.0,0.0,8480956.0,0.0,36291648.0,0.0,0.0,12498543.0,21971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1295000.0,0.0,0.0,0.0,0.0,0.0,0.0,3500000.0,0.0,-32112125.0,0.0,28077365.0,12302499.0,13271989.0,0.0,0.0,0.0,0.0,2502877.0,0.0,0.0,0.0,0.0,4291485.0,1208191.0,366824.0,225958.0,15815.0,78599.0,15806.0,83752.0,154402.0,0.0,0.0,40484.0,1387279.0,0.0,448640.0,0.0,4585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381960.0,0.0,143614.0,651207.0,0.0,0.0,0.0,0.0,0.0,0.0,10369.0,1
(주)엘아이에스,138690,2012,4,29,32902,  기타 기계 및 장비 제조업 ,2011-06-02,2023/12/06,5539807.0,6314155.0,7034627.0,1335079.0,,6795611.0,143212.0,597600.0,430901.0,617579.0,0.0,0.0,0.0,2276413.0,2544460.0,0.0,12754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4576080.0,4432593.0,26041.0,7052643.0,0.0,0.0,0.0,0.0,159144.0,0.0,0.0,1263398.0,0.0,0.0,0.0,3078031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4766857.0,0.0,203219.0,0.0,0.0,0.0,0.0,0.0,401379.0,0.0,0.0,0.0,0.0,,133533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818763.0,482094.0,0.0,0.0,369756.0,0.0,0.0,1326689.0,0.0,0.0,0.0,1326689.0,10000000.0,0.0,10000000.0,2147190.0,0.0,0.0,0.0,0.0,3600000.0,0.0,17576452.0,0.0,0.0,0.0,0.0,0.0,0.0,-794559.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1615507.0,0.0,20373934.0,0.0,20373934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8315863.0,1652151.0,166766.0,527929.0,96785.0,539254.0,169780.0,433908.0,45592.0,0.0,116451.0,2276.0,3764407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54565.0,0.0,698716.0,132809.0,0.0,0.0,0.0,0.0,0.0,0.0,-2649467.0,1
(주)엘아이에스,138690,2013,4,29,32902,  기타 기계 및 장비 제조업 ,2011-06-02,2023/12/06,5171856.0,6226555.0,7657319.0,2006852.0,,7216981.0,526704.0,903000.0,285289.0,671971.0,0.0,0.0,0.0,2392981.0,2899167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118869.0,0.0,0.0,4576080.0,4432593.0,36041.0,12471475.0,0.0,0.0,0.0,0.0,156055.0,0.0,0.0,1907902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5296410.0,0.0,213691.0,0.0,0.0,0.0,0.0,0.0,154629.0,0.0,0.0,0.0,0.0,,202571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3193700.0,711407.0,0.0,0.0,530206.0,0.0,0.0,1215127.0,0.0,0.0,0.0,1215127.0,0.0,0.0,0.0,2435430.0,0.0,0.0,0.0,0.0,3707649.0,0.0,19143973.0,0.0,0.0,0.0,0.0,0.0,0.0,-1124595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1230422.0,0.0,42059956.0,0.0,42059956.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9673608.0,1970583.0,233606.0,542358.0,97301.0,739857.0,134845.0,547322.0,64820.0,0.0,57708.0,23313.0,1403813.0,0.0,108360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193871.0,153900.0,0.0,0.0,0.0,0.0,0.0,0.0,-847149.0,1
(주)엘아이에스,138690,2014,4,29,32902,  기타 기계 및 장비 제조업 ,2011-06-02,2023/12/06,6233763.0,2985171.0,13432233.0,0.0,,12770600.0,1347801.0,1377987.0,226547.0,374386.0,0.0,0.0,0.0,2510605.0,2860717.0,0.0,128157.0,0.0,0.0,0.0,0.0,0.0,123814.0,0.0,0.0,4576080.0,4432593.0,36041.0,13266637.0,0.0,0.0,0.0,0.0,83017.0,0.0,0.0,2284084.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527720.0,0.0,272274.0,0.0,0.0,0.0,0.0,124307.0,0.0,0.0,0.0,0.0,0.0,,278344.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4425700.0,1245630.0,0.0,0.0,587607.0,0.0,0.0,105979.0,0.0,0.0,0.0,105979.0,0.0,0.0,0.0,1804710.0,0.0,0.0,0.0,0.0,4874266.0,0.0,31094146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-26202700.0,0.0,36744971.0,0.0,36744971.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9502334.0,2310136.0,194514.0,691330.0,85204.0,800429.0,291551.0,483056.0,266846.0,0.0,38782.0,37944.0,7672254.0,0.0,276174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2260096.0,0.0,372984.0,21688.0,0.0,0.0,0.0,0.0,0.0,0.0,2031486.0,1
(주)엘아이에스,138690,2015,4,29,32902,  기타 기계 및 장비 제조업 ,2011-06-02,2023/12/06,20058390.0,408000.0,8998125.0,3787461.0,,8270286.0,941425.0,1172487.0,420191.0,1688847.0,0.0,0.0,0.0,3519396.0,2086675.0,0.0,10415.0,0.0,0.0,0.0,0.0,0.0,21849076.0,0.0,0.0,4576080.0,4432593.0,36041.0,10450976.0,0.0,1513017.0,0.0,0.0,83017.0,0.0,0.0,2040874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1010236.0,0.0,270616.0,0.0,0.0,0.0,0.0,124307.0,0.0,0.0,0.0,0.0,0.0,,322488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002245.0,1761915.0,0.0,0.0,450757.0,0.0,0.0,1385013.0,0.0,0.0,0.0,1385013.0,0.0,0.0,0.0,580590.0,0.0,0.0,0.0,0.0,6076472.0,0.0,45139697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-806710.0,0.0,100330963.0,3153312.0,97170840.0,0.0,0.0,0.0,0.0,6811.0,369520.0,0.0,0.0,0.0,8005497.0,3050545.0,105805.0,1206135.0,57209.0,1110795.0,1367570.0,663131.0,473761.0,0.0,845818.0,120429.0,2910066.0,0.0,-57029.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241539.0,0.0,567063.0,124631.0,0.0,0.0,0.0,0.0,0.0,0.0,-4962516.0,1
