회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,현금및현금성자산(*)(IFRS)(천원),유동금융자산(*)(IFRS)(천원),매출채권 및 기타유동채권(*)(IFRS)(천원),이연법인세자산(IFRS)(천원),상각후원가측정 유가증권(IFRS)(천원),매출채권(IFRS)(천원),미수금(IFRS)(천원),단기대여금(IFRS)(천원),선급금(IFRS)(천원),기타유동자산(*)(IFRS)(천원),상품(IFRS)(천원),제품(IFRS)(천원),반제품(IFRS)(천원),재공품(IFRS)(천원),원재료(부재료)(IFRS)(천원),저장품(소모품)(IFRS)(천원),미착품(IFRS)(천원),완성건물(IFRS)(천원),용지(IFRS)(천원),미완성공사(IFRS)(천원),미완성건물(IFRS)(천원),기타재고자산(IFRS)(천원),장기대여금(IFRS)(천원),장기당기손익인식금융자산(IFRS)(천원),투자부동산(*)(IFRS)(천원),토지(IFRS)(천원),건물 및 부속설비(IFRS)(천원),구축물(IFRS)(천원),기계장치(IFRS)(천원),중장비(IFRS)(천원),시설장치(IFRS)(천원),제설비(IFRS)(천원),미착자산(IFRS)(천원),차량운반구(IFRS)(천원),선박(IFRS)(천원),항공기(IFRS)(천원),"공구,기구,비품(IFRS)(천원)",리스개량자산(IFRS)(천원),임대(주택)자산(IFRS)(천원),임차개량자산(IFRS)(천원),건설중인자산(IFRS)(천원),유형탐사평가자산(IFRS)(천원),임대주택용지(IFRS)(천원),미완성임대주택(IFRS)(천원),임대주택토지(IFRS)(천원),완성임대주택(IFRS)(천원),임대주택(IFRS)(천원),기타임대주택자산(IFRS)(천원),기타유형자산(IFRS)(천원),영업권(IFRS)(천원),개발비(IFRS)(천원),특허권(IFRS)(천원),기타산업재산권(IFRS)(천원),컴퓨터소프트웨어(IFRS)(천원),브랜드(IFRS)(천원),라이선스와 프랜차이즈(IFRS)(천원),저작권(IFRS)(천원),회원권(IFRS)(천원),제이용권(사용권)(IFRS)(천원),개발중인 무형자산(IFRS)(천원),무형탐사평가자산(IFRS)(천원),제호와 출판표제(IFRS)(천원),"조리법, 공식, 모형, 설계 및 시제품(IFRS)(천원)",배출권자산(IFRS)(천원),기타무형자산(IFRS)(천원),장기매출채권(IFRS)(천원),*특수관계자장기매출채권(IFRS)(천원),장기공사미수금(IFRS)(천원),장기분양미수금(IFRS)(천원),장기미수금(IFRS)(천원),*특수관계자 장기미수금(IFRS)(천원),장기임대미수금(IFRS)(천원),장기미청구공사(IFRS)(천원),장기임대주택채권(IFRS)(천원),장기대출채권(IFRS)(천원),장기미수수익(IFRS)(천원),장기보증금(IFRS)(천원),기타장기채권(IFRS)(천원),매입채무(IFRS)(천원),미지급금(*)(IFRS)(천원),보증금(*)(IFRS)(천원),미지급배당금(IFRS)(천원),미지급비용(IFRS)(천원),단기차입금(IFRS)(천원),단기매입채무 및 기타유동채무(IFRS)(천원),선수금(*)(IFRS)(천원),장기당기법인세부채(미지급법인세)(IFRS)(천원),(추정공사손실)(IFRS)(천원),이연법인세부채(IFRS)(천원),기타유동부채(*)(IFRS)(천원),사채(*)(IFRS)(천원),전환사채(IFRS)(천원),신주인수권부사채(IFRS)(천원),장기차입금(*)(IFRS)(천원),장기매입채무(*)(IFRS)(천원),기타장기충당부채(*)(IFRS)(천원),장기공사선수금(IFRS)(천원),기타비유동부채(IFRS)(천원),보통주자본금(IFRS)(천원),우선주자본금(IFRS)(천원),주식발행초과금(IFRS)(천원),감자차익(IFRS)(천원),합병차익(IFRS)(천원),재평가적립금(2001년 이전)(IFRS)(천원),기타자본잉여금(IFRS)(천원),주식할인발행차금(IFRS)(천원),배당건설이자(IFRS)(천원),자기주식(IFRS)(천원),매도가능금융자산평가손익(IFRS)(천원),환산 관련 외환차이 적립금(환율변동차이)(IFRS)(천원),파생상품평가이익(IFRS)(천원),파생상품평가손실(IFRS)(천원),기타포괄손익누계액(*)(IFRS)(천원),주식매입선택권(IFRS)(천원),이익준비금(IFRS)(천원),기업합리화적립금(IFRS)(천원),재무구조개선적립금(IFRS)(천원),기업발전적립금(IFRS)(천원),기타법정적립금(IFRS)(천원),재평가손익(IFRS)(천원),보험수리적손익(IFRS)(천원),기술개발준비금(IFRS)(천원),연구및인력개발준비금(IFRS)(천원),사업손실준비금(IFRS)(천원),퇴직급여적립금(IFRS)(천원),기타임의적립금(IFRS)(천원),기타이익잉여금(IFRS)(천원),미처분이익잉여금(결손금)(IFRS)(천원),*전기이월미처분이익잉여금(결손금)(IFRS)(천원),매출액(수익)(*)(IFRS)(천원),상품매출액(IFRS)(천원),제품매출액(IFRS)(천원),건설계약으로 인한 수익(공사수익)(IFRS)(천원),임대수익(IFRS)(천원),분양수익(IFRS)(천원),수수료수익(IFRS)(천원),기타수익(IFRS)(천원),당기상품매입액(IFRS)(천원),기초제품재고액(IFRS)(천원),(기말제품재고액)(IFRS)(천원),(대체)(IFRS)(천원),종업원 급여비용(IFRS)(천원),급여(IFRS)(천원),퇴직급여(IFRS)(천원),복리후생비(IFRS)(천원),보험료(IFRS)(천원),여비교통비(IFRS)(천원),임차료(IFRS)(천원),접대비(IFRS)(천원),감가상각비(IFRS)(천원),세금과공과(IFRS)(천원),광고선전비(IFRS)(천원),차량유지비(IFRS)(천원),연구개발비(IFRS)(천원),경상연구개발비(IFRS)(천원),대손상각비(IFRS)(천원),미분양주택관리비(IFRS)(천원),기타(IFRS)(천원),이자수익(IFRS)(천원),배당금수익(IFRS)(천원),외환차손(IFRS)(천원),외화환산손실(IFRS)(천원),지분법이익(IFRS)(천원),투자자산처분이익(IFRS)(천원),"유형,리스자산처분이익(IFRS)(천원)",무형자산처분이익(IFRS)(천원),사채상환이익(IFRS)(천원),법인세환급액(IFRS)(천원),대손충당금환입액(IFRS)(천원),전기오류수정이익(IFRS)(천원),채무면제이익(IFRS)(천원),보험차익(IFRS)(천원),이자비용(IFRS)(천원),기타대손상각비(IFRS)(천원),재고자산감모손실(IFRS)(천원),외환차손(IFRS)(천원).1,외화환산손실(IFRS)(천원).1,지분법적용투자주식손상차손(IFRS)(천원),기부금(IFRS)(천원),투자자산처분손실(IFRS)(천원),보상비(IFRS)(천원),법인세추납액(IFRS)(천원),전기오류수정손실(IFRS)(천원),법인세비용(IFRS)(천원),label
코스모화학(주),5420,2015,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,88298.0,7174204.0,11111657.0,0.0,,10673125.0,3110779.0,8100000.0,1248108.0,3557486.0,0.0,10237338.0,0.0,6840070.0,2196778.0,635829.0,1782676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152084322.0,45539871.0,9413582.0,65445217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462099.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,938499.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15529790.0,20958977.0,0.0,0.0,23643077.0,0.0,0.0,3038719.0,0.0,0.0,0.0,3269370.0,18150000.0,18150000.0,0.0,3572350.0,0.0,369770.0,0.0,0.0,66642220.0,0.0,14761753.0,0.0,0.0,0.0,0.0,0.0,0.0,-177050.0,0.0,0.0,0.0,0.0,162285523.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-138748855.0,0.0,121158817.0,6159960.0,114002857.0,0.0,996000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21344628.0,3085745.0,410886.0,438122.0,144069.0,198334.0,675783.0,161872.0,249858.0,0.0,2139.0,49357.0,152812.0,0.0,748352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1366638.0,53585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
코스모화학(주),5420,2016,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,266622.0,2860000.0,23938816.0,0.0,,9020518.0,17951701.0,14300000.0,1977928.0,3632690.0,9980.0,964112.0,0.0,977202.0,1979948.0,216357.0,1604281.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112633122.0,33987466.0,11729088.0,45870522.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896207.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10329411.0,10774883.0,0.0,0.0,30227717.0,0.0,0.0,1987190.0,0.0,0.0,0.0,1987190.0,0.0,0.0,0.0,858550.0,0.0,970984.0,0.0,0.0,66642220.0,0.0,14761753.0,0.0,0.0,0.0,0.0,0.0,0.0,-177050.0,0.0,0.0,0.0,0.0,77545717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-106430579.0,0.0,96237734.0,48005.0,95525729.0,0.0,664000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20983464.0,2661818.0,4879287.0,693331.0,109262.0,196577.0,775612.0,148234.0,152184.0,0.0,0.0,69668.0,78343.0,0.0,571187.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4320000.0,0.0,0.0,0.0,0.0,0.0,0.0,831052.0,409844.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
코스모화학(주),5420,2017,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,821789.0,2000000.0,10865241.0,0.0,,10407992.0,1991524.0,0.0,1150739.0,2699096.0,269350.0,1466463.0,0.0,961677.0,6019668.0,323130.0,13022477.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101094904.0,22711014.0,9831885.0,30463852.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240708.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,896207.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7210828.0,111530.0,0.0,0.0,6694266.0,0.0,0.0,3196660.0,0.0,0.0,0.0,3196660.0,6000000.0,6000000.0,0.0,569750.0,0.0,534458.0,0.0,0.0,74792220.0,0.0,17534873.0,0.0,0.0,0.0,0.0,0.0,0.0,-177050.0,0.0,0.0,0.0,0.0,75447048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85822803.0,0.0,110534450.0,16038275.0,94496175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15037659.0,2819734.0,340011.0,602316.0,84203.0,234093.0,1069285.0,119383.0,30693.0,0.0,506.0,42237.0,71897.0,0.0,-409994.0,0.0,7878.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5910754.0,0.0,0.0,0.0,0.0,0.0,0.0,622540.0,240717.0,0.0,0.0,0.0,0.0,0.0,0.0,711162.0,0
티와이엠(주),2900,2015,1,29,32902,  기타 기계 및 장비 제조업 ,1973-06-26,,27180913.0,5292638.0,128265378.0,0.0,,130014675.0,2029899.0,707638.0,3328547.0,3604440.0,15110551.0,25687794.0,3795020.0,0.0,13323460.0,377702.0,0.0,0.0,0.0,0.0,0.0,0.0,992732.0,0.0,0.0,25543315.0,60511477.0,0.0,22235946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28770419.0,0.0,9626817.0,0.0,10000.0,6261003.0,0.0,0.0,0.0,0.0,445388.0,1393951.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38375068.0,2065829.0,50000.0,0.0,8497466.0,0.0,0.0,3193089.0,0.0,0.0,0.0,3193089.0,34440009.0,0.0,0.0,16797000.0,0.0,2896114.0,0.0,0.0,32694450.0,0.0,14101762.0,0.0,716834.0,0.0,0.0,0.0,0.0,0.0,264519.0,0.0,0.0,0.0,206325.0,0.0,14500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10400000.0,0.0,0.0,82500000.0,0.0,-20141211.0,0.0,357166575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47748726.0,19622601.0,2154922.0,2114286.0,0.0,2832260.0,0.0,0.0,1201788.0,2287095.0,861721.0,0.0,0.0,0.0,2470501.0,0.0,8673868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5430366.0,64883.0,0.0,0.0,0.0,0.0,0.0,0.0,2090155.0,1
한국전력기술(주),52690,2015,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,15287585.0,7483937.0,250821649.0,67554286.0,0.0,36304268.0,67449384.0,7143842.0,15502067.0,23538849.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37333042.0,0.0,0.0,55543766.0,177855703.0,0.0,95638275.0,0.0,0.0,0.0,0.0,1369293.0,0.0,0.0,59072408.0,0.0,0.0,0.0,1011373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8362337.0,0.0,0.0,13537300.0,0.0,1645516.0,30879047.0,0.0,0.0,0.0,0.0,32304118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17154460.0,0.0,96173334.0,26589733.0,5725547.0,0.0,22345901.0,0.0,0.0,9585022.0,0.0,0.0,0.0,9585022.0,10000.0,0.0,0.0,30000000.0,0.0,2376699.0,0.0,0.0,7644000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10300329.0,154211.0,0.0,0.0,0.0,154211.0,0.0,3822000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383943284.0,0.0,15486706.0,0.0,657603285.0,0.0,0.0,175838122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156725526.0,20251796.0,3797487.0,3181060.0,0.0,371795.0,2319334.0,0.0,1396895.0,1616622.0,457917.0,24446.0,72356403.0,72356403.0,0.0,0.0,15004740.0,0.0,0.0,2513923.0,4945887.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573.0,146597.0,0.0,0.0,0.0,0.0,0.0,0.0,344324.0,1
한국전력기술(주),52690,2016,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,21451508.0,2986850.0,186990770.0,62579765.0,0.0,26805329.0,8145084.0,2952265.0,7190221.0,15887047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33708220.0,0.0,0.0,55609139.0,181952773.0,0.0,95758635.0,0.0,0.0,0.0,0.0,1367308.0,0.0,0.0,61599603.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870067.0,0.0,0.0,8362337.0,0.0,0.0,13641173.0,0.0,1491682.0,44669004.0,0.0,0.0,0.0,0.0,32734658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19170361.0,0.0,43775113.0,23274032.0,134915.0,0.0,21089861.0,0.0,0.0,5405500.0,0.0,0.0,0.0,5405500.0,0.0,0.0,0.0,0.0,0.0,10327047.0,0.0,0.0,7644000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10300329.0,164815.0,0.0,0.0,0.0,165650.0,0.0,3822000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407856476.0,0.0,1499751.0,0.0,506012235.0,0.0,0.0,37001181.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166707973.0,25929908.0,4832125.0,3905050.0,0.0,342452.0,1179684.0,0.0,2836595.0,1760033.0,479182.0,7372.0,61855598.0,61855598.0,0.0,0.0,49699272.0,0.0,0.0,4052462.0,216565.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4751.0,866586.0,0.0,0.0,0.0,0.0,0.0,0.0,7155806.0,1
한국전력기술(주),52690,2017,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,18383396.0,14060952.0,181789688.0,61914667.0,0.0,31526369.0,8792708.0,1178132.0,5783070.0,16723668.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35285282.0,0.0,1019746.0,55609139.0,174550109.0,0.0,86194139.0,0.0,0.0,0.0,0.0,50976.0,0.0,0.0,11714326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21444696.0,8924422.0,0.0,0.0,0.0,0.0,1808206.0,46862396.0,0.0,0.0,0.0,0.0,34476055.0,3990934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18449390.0,0.0,32537259.0,24636249.0,1172122.0,0.0,22392923.0,0.0,0.0,7446613.0,0.0,0.0,0.0,7446613.0,10000.0,0.0,0.0,30000000.0,0.0,18246020.0,0.0,0.0,7644000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10300329.0,175480.0,0.0,0.0,0.0,178422.0,0.0,3822000.0,0.0,0.0,45710120.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,369693349.0,0.0,39283909.0,0.0,490192814.0,0.0,0.0,7696020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164963638.0,24595405.0,3502954.0,3065166.0,0.0,389772.0,903601.0,0.0,2259672.0,1790428.0,968927.0,961.0,60251559.0,60251559.0,0.0,0.0,16714163.0,0.0,0.0,1312389.0,977954.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7488.0,216021.0,0.0,0.0,0.0,0.0,0.0,0.0,15531357.0,1
한국항공우주산업(주),47810,2012,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,222858469.0,14479828.0,397213716.0,55425574.0,,227812190.0,21527079.0,0.0,192865995.0,198313675.0,0.0,7406520.0,0.0,154589788.0,110420454.0,9088565.0,68206458.0,0.0,0.0,0.0,0.0,0.0,93153.0,0.0,0.0,83521192.0,244827692.0,37619339.0,210565590.0,0.0,0.0,0.0,5424560.0,1771022.0,0.0,0.0,235706068.0,0.0,,,9725949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211301040.0,0.0,832942.0,10419566.0,0.0,0.0,0.0,1756154.0,77721.0,0.0,0.0,0.0,0.0,,93164790.0,0.0,0.0,0.0,0.0,7225076.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137891996.0,22074014.0,0.0,15653.0,54654108.0,0.0,0.0,28729709.0,0.0,0.0,0.0,30868398.0,100000000.0,0.0,0.0,163197931.0,0.0,0.0,0.0,3235199.0,487375535.0,0.0,124077486.0,4053367.0,0.0,0.0,0.0,0.0,0.0,0.0,4758147.0,0.0,0.0,0.0,4758147.0,0.0,4378184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263276837.0,0.0,1534544625.0,0.0,0.0,989626938.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281650856.0,23565819.0,2813537.0,5961821.0,0.0,3232273.0,1547832.0,525197.0,764224.0,0.0,11804066.0,426959.0,8719395.0,125107334.0,-65976.0,0.0,11814647.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,30639729.0,4707400.0,0.0,0.0,0.0,0.0,0.0,0.0,17431239.0,1
한국항공우주산업(주),47810,2013,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,136708123.0,53042940.0,393851573.0,84020761.0,,95964175.0,51663696.0,0.0,194451819.0,201445401.0,0.0,24204351.0,0.0,185856448.0,120131301.0,6391962.0,22740939.0,0.0,0.0,0.0,0.0,0.0,126166.0,0.0,0.0,83521192.0,278083880.0,38624351.0,265415261.0,0.0,0.0,0.0,5259284.0,3104252.0,0.0,0.0,251732233.0,0.0,0.0,0.0,37797499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217909978.0,0.0,1073709.0,11180744.0,0.0,0.0,0.0,1928096.0,77721.0,0.0,0.0,0.0,0.0,,111207588.0,0.0,0.0,0.0,0.0,4902722.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121027197.0,6936759.0,0.0,16733.0,70043736.0,0.0,0.0,28792303.0,0.0,0.0,0.0,30355140.0,0.0,0.0,0.0,92434310.0,0.0,11844000.0,0.0,2541443.0,487375535.0,0.0,124077486.0,4053367.0,0.0,0.0,0.0,0.0,0.0,0.0,5364679.0,0.0,0.0,0.0,5364679.0,0.0,6327686.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169100000.0,0.0,165224808.0,0.0,2016309231.0,0.0,0.0,1389761580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331667891.0,29995393.0,3435698.0,6708244.0,0.0,3064212.0,1444766.0,807571.0,1307145.0,0.0,3817971.0,429958.0,13554899.0,90448192.0,0.0,0.0,17891495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21978112.0,10538197.0,0.0,0.0,0.0,0.0,0.0,0.0,1776382.0,1
한국항공우주산업(주),47810,2014,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,12295771.0,22016935.0,580083775.0,114530199.0,,156916931.0,58870910.0,0.0,184039195.0,202746834.0,0.0,11049275.0,0.0,171949153.0,190174721.0,5964053.0,54303906.0,0.0,0.0,0.0,0.0,0.0,166848.0,0.0,0.0,83521192.0,281131920.0,40633811.0,312415134.0,0.0,0.0,0.0,512810.0,3444644.0,0.0,0.0,256834907.0,0.0,0.0,0.0,28501461.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234536511.0,0.0,1371214.0,12383470.0,0.0,0.0,0.0,2185077.0,77721.0,0.0,0.0,0.0,0.0,,144942918.0,0.0,0.0,0.0,0.0,3535551.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145003597.0,57463999.0,0.0,17073.0,108520104.0,0.0,0.0,34818015.0,0.0,0.0,0.0,35987990.0,200000000.0,0.0,0.0,62624547.0,0.0,11844000.0,0.0,13642254.0,487375535.0,0.0,124077486.0,4053367.0,0.0,0.0,0.0,0.0,0.0,0.0,5855625.0,0.0,0.0,0.0,5855625.0,0.0,8277188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,169100000.0,0.0,171830086.0,0.0,2328613261.0,0.0,0.0,1590862754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381489490.0,40447743.0,4801302.0,8573059.0,0.0,3896611.0,1097327.0,1937643.0,1873580.0,0.0,3642306.0,635107.0,6139843.0,92796073.0,0.0,0.0,25695658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33720912.0,2396759.0,0.0,0.0,0.0,0.0,0.0,0.0,36351389.0,1
한국항공우주산업(주),47810,2015,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,10445742.0,17379578.0,1181397542.0,119715680.0,,197939581.0,23064245.0,0.0,216269497.0,236603375.0,0.0,28398859.0,0.0,190959741.0,192937972.0,10334410.0,44655143.0,0.0,0.0,0.0,0.0,0.0,187088.0,0.0,0.0,83521192.0,329789935.0,41552968.0,324719702.0,0.0,0.0,0.0,1029734.0,4671371.0,0.0,0.0,267233622.0,0.0,0.0,0.0,14104661.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278689868.0,0.0,1541285.0,13691938.0,0.0,0.0,0.0,2185077.0,77721.0,0.0,0.0,0.0,0.0,,158569676.0,0.0,0.0,0.0,0.0,1703716.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231545272.0,111074611.0,0.0,17485.0,87145090.0,0.0,0.0,33977448.0,0.0,0.0,0.0,35148187.0,200000000.0,0.0,0.0,126355780.0,0.0,41652497.0,0.0,13008155.0,487375535.0,0.0,124077486.0,4053367.0,0.0,0.0,0.0,0.0,0.0,0.0,6280434.0,0.0,0.0,0.0,6280434.0,0.0,10714066.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,169100000.0,0.0,382539978.0,0.0,3039736651.0,0.0,0.0,2117174238.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401354914.0,36594981.0,5042568.0,8013813.0,0.0,4055180.0,1054372.0,1662347.0,1934932.0,0.0,4128209.0,580172.0,12500340.0,119520748.0,0.0,0.0,30381060.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42552243.0,2944682.0,0.0,0.0,0.0,0.0,0.0,0.0,83849173.0,1
한국항공우주산업(주),47810,2016,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,,53280016.0,16090272.0,1123200931.0,148229020.0,,555317490.0,29347944.0,0.0,307134732.0,325035296.0,0.0,25770809.0,0.0,247319946.0,177371158.0,11924447.0,44317245.0,0.0,0.0,0.0,0.0,0.0,108991.0,0.0,0.0,83521192.0,357084574.0,44457448.0,345148027.0,0.0,0.0,0.0,889184.0,4816289.0,0.0,0.0,280565517.0,0.0,0.0,0.0,22231167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332269643.0,0.0,1631652.0,36831296.0,0.0,0.0,0.0,2131598.0,77721.0,0.0,0.0,0.0,0.0,,157822241.0,0.0,0.0,0.0,0.0,1787242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280802192.0,72612541.0,0.0,17725.0,91957612.0,0.0,0.0,63114318.0,0.0,0.0,0.0,64108583.0,200000000.0,0.0,0.0,47390970.0,0.0,12497559.0,0.0,15307803.0,487375535.0,0.0,124077486.0,4053367.0,0.0,0.0,0.0,0.0,0.0,0.0,6632525.0,0.0,0.0,0.0,6632525.0,0.0,14613070.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000000.0,0.0,0.0,169250000.0,0.0,608936629.0,0.0,2946330610.0,0.0,0.0,1858319959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461584721.0,34090000.0,4516614.0,6648452.0,0.0,3402543.0,1027476.0,1198039.0,1211892.0,0.0,2582787.0,410309.0,29644058.0,167975139.0,0.0,0.0,29675324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55014663.0,5191755.0,0.0,0.0,0.0,0.0,0.0,0.0,52288926.0,1
