회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,부가가치(IFRS)(백만원),법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원수(IFRS)
(주)셀트리온제약,68760,2016,5,21,32102,  의료용 물질 및 의약품 제조업 ,2006-02-03,,25360.99,-23449.69,25204.13,8350.1,1358.55,1829.19,12068.73,517.0
(주)셀트리온제약,68760,2017,5,21,32102,  의료용 물질 및 의약품 제조업 ,2006-02-03,,73383.28,15463.56,36085.09,5378.67,1653.84,2568.17,12233.95,593.0
(주)셀트리온헬스케어,91990,2017,4,46,74607,  도매 및 상품 중개업 ,2017-07-28,2024/01/12,254674.14,217014.04,19027.0,17306.1,1145.0,0.0,182.0,137.0
(주)셀트리온헬스케어,91990,2018,4,46,74607,  도매 및 상품 중개업 ,2017-07-28,2024/01/12,53128.47,28880.3,26719.0,-4612.83,1818.0,0.0,324.0,130.0
(주)시노펙스,25320,2016,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1995-04-20,,26137.23,-3766.58,22183.06,1597.72,0.0,0.0,6123.03,120.0
(주)시노펙스,25320,2017,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1995-04-20,,13207.89,-11529.25,18008.83,1373.28,0.0,0.0,6090.02,90.0
(주)시큐브,131090,2016,5,58,105802,  출판업 ,2011-12-21,,6544.15,1195.84,4751.49,-128.81,0.0,0.0,725.64,98.0
(주)시큐브,131090,2017,5,58,105802,  출판업 ,2011-12-21,,8833.85,3365.03,5227.05,-146.53,0.0,0.0,509.92,105.0
(주)시큐브,131090,2018,5,58,105802,  출판업 ,2011-12-21,,6938.07,2682.77,3896.14,-141.95,0.0,0.0,582.91,83.0
(주)시큐브,131090,2019,5,58,105802,  출판업 ,2011-12-21,,10357.81,5167.38,4706.71,-140.95,0.0,0.0,664.38,78.0
(주)씨씨에스충북방송,66790,2014,5,60,106002,  방송 및 영상·오디오물 제공 서비스업 ,2003-05-30,,3968.23,-4309.7,3729.47,-115.42,0.0,0.0,4935.71,35.0
(주)씨씨에스충북방송,66790,2015,5,60,106002,  방송 및 영상·오디오물 제공 서비스업 ,2003-05-30,,4431.29,-2871.05,3430.72,104.77,0.0,0.0,3988.14,35.0
(주)씨씨에스충북방송,66790,2016,5,60,106002,  방송 및 영상·오디오물 제공 서비스업 ,2003-05-30,,5080.6,-2198.83,2378.25,461.44,0.0,0.0,4664.31,40.0
(주)씨씨에스충북방송,66790,2017,5,60,106002,  방송 및 영상·오디오물 제공 서비스업 ,2003-05-30,,737.36,-7114.19,2498.0,503.93,0.0,0.0,5016.54,37.0
(주)씨에스,65770,2014,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2004-06-04,,-4961.02,-18085.28,4133.33,2353.48,2739.13,0.0,3898.31,71.0
(주)씨에스에이코스믹,83660,2013,5,20,32202,  화학물질 및 화학제품 제조업; 의약품 제외 ,2006-07-25,,4862.55,-236.98,4300.59,499.72,0.0,0.0,313.56,74.0
(주)씨엔플러스,115530,2018,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2011-11-02,,743.48,-7295.16,5352.01,1002.25,0.0,0.0,1686.04,73.0
(주)씨엔플러스,115530,2019,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2011-11-02,,12.9,-6560.21,3687.09,1108.64,0.0,0.0,1953.87,40.0
(주)씨엔플러스,115530,2020,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2011-11-02,,1892.23,-2590.95,2979.0,130.74,0.0,0.0,1384.86,0.0
(주)씨엠에스에듀,225330,2016,4,85,168505,  교육 서비스업 ,2016-04-07,2022/03/17,21900.67,5551.29,9475.37,-77.89,4832.26,346.33,1773.32,725.0
(주)씨엠에스에듀,225330,2017,4,85,168505,  교육 서비스업 ,2016-04-07,2022/03/17,28023.74,7608.75,11318.67,-346.0,5965.99,493.86,2982.47,823.0
(주)씨젠,96530,2014,5,21,32004,  의료용 물질 및 의약품 제조업 ,2010-09-10,,30537.32,10798.2,13929.5,963.9,0.0,0.0,5660.49,201.0
(주)씨젠,96530,2015,5,21,32004,  의료용 물질 및 의약품 제조업 ,2010-09-10,,30322.41,8916.97,15426.58,835.63,0.0,0.0,6036.02,215.0
(주)씨젠,96530,2016,5,21,32004,  의료용 물질 및 의약품 제조업 ,2010-09-10,,33633.09,9413.25,17680.38,1054.14,0.0,0.0,6554.95,235.0
(주)씨젠,96530,2017,5,21,32103,  의료용 물질 및 의약품 제조업 ,2010-09-10,,30196.95,3023.29,19228.29,898.57,0.0,0.0,8320.39,303.0
(주)씨젠,96530,2018,5,21,32103,  의료용 물질 및 의약품 제조업 ,2010-09-10,,40909.92,10668.46,22555.99,-54.75,0.0,0.0,7740.22,322.0
(주)아난티,25980,2012,5,55,189101,  숙박업 ,1996-01-06,,7953.58,-3538.61,5928.29,1047.15,0.0,0.0,2666.47,180.0
(주)아난티,25980,2013,5,55,189101,  숙박업 ,1996-01-06,,6466.59,-5210.73,6091.81,1778.3,0.0,0.0,2171.54,186.0
(주)아난티,25980,2014,5,55,189101,  숙박업 ,1996-01-06,,15466.32,3154.59,6315.99,2235.2,0.0,0.0,1979.96,184.0
(주)아난티,25980,2015,5,55,189101,  숙박업 ,1996-01-06,,60278.16,46805.65,7979.55,2043.79,0.0,0.0,2207.45,247.0
(주)알파홀딩스,117670,2016,6,26,32601,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2010-09-17,,-33907.34,-43017.72,6610.7,518.03,88.57,321.55,1664.24,99.0
(주)에스디생명공학,217480,2018,6,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,2017-03-02,,21991.59,8346.91,11839.87,-233.92,0.0,0.0,2038.73,166.0
(주)에스디생명공학,217480,2019,6,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,2017-03-02,,-817.41,-17047.59,14009.94,-75.02,0.0,0.0,2272.14,208.0
(주)에스마크,30270,2016,4,13,31301,  섬유제품 제조업; 의복제외 ,1997-01-17,2020/05/21,-8097.64,-22040.39,7004.24,2194.8,0.0,0.0,4750.6,129.0
(주)에스마크,30270,2017,4,13,31301,  섬유제품 제조업; 의복제외 ,1997-01-17,2020/05/21,-59057.71,-69854.05,6088.55,3010.42,0.0,0.0,1697.37,58.0
(주)에스에프씨,112240,2016,4,22,32202,  고무 및 플라스틱제품 제조업 ,2011-11-30,2020/06/30,7753.2,2282.69,4014.03,-2.5,73.63,95.51,1289.84,96.0
(주)에스에프씨,112240,2017,4,22,32202,  고무 및 플라스틱제품 제조업 ,2011-11-30,2020/06/30,-13610.85,-19929.23,5019.37,-305.95,193.92,132.36,1278.67,111.0
(주)에스제이케이,80440,2013,4,46,33003,  도매 및 상품 중개업 ,2005-05-13,2021/09/13,-6136.67,-21168.35,8761.21,2338.64,0.0,0.0,3941.15,160.0
(주)에스제이케이,80440,2014,4,46,33003,  도매 및 상품 중개업 ,2005-05-13,2021/09/13,-5380.88,-17840.59,7591.7,2173.59,0.0,0.0,2694.42,120.0
(주)엘아이에스,138690,2012,4,29,32902,  기타 기계 및 장비 제조업 ,2011-06-02,2023/12/06,-6935.17,-16819.84,8317.86,7.83,0.0,0.0,1558.97,212.0
(주)엘아이에스,138690,2013,4,29,32902,  기타 기계 및 장비 제조업 ,2011-06-02,2023/12/06,8445.72,-4333.34,9721.56,385.23,0.0,0.0,2672.27,236.0
(주)엘아이에스,138690,2014,4,29,32902,  기타 기계 및 장비 제조업 ,2011-06-02,2023/12/06,-6685.94,-21907.32,10078.14,1055.42,0.0,0.0,4087.82,218.0
(주)엘아이에스,138690,2015,4,29,32902,  기타 기계 및 장비 제조업 ,2011-06-02,2023/12/06,35520.79,18450.67,11941.62,2093.68,0.0,0.0,3034.81,160.0
(주)엘앤케이바이오메드,156100,2017,5,27,32701,"  의료, 정밀, 광학기기 및 시계 제조업 ",2016-11-30,,-2830.15,-17455.05,10600.29,1120.68,0.0,0.0,2968.99,111.0
(주)엘엠에스,73110,2012,5,26,32703,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2007-10-12,,29190.94,8630.61,12707.57,1647.68,0.0,0.0,6716.7,330.0
(주)엠젠솔루션,32790,2012,5,46,32602,  도매 및 상품 중개업 ,1997-06-26,,-2433.99,-11396.46,6905.08,478.16,0.0,0.0,1585.49,55.0
(주)엠젠솔루션,32790,2013,5,46,32602,  도매 및 상품 중개업 ,1997-06-26,,5576.88,-5767.57,8354.59,531.58,0.0,0.0,2458.29,63.0
(주)엠젠솔루션,32790,2014,5,46,32602,  도매 및 상품 중개업 ,1997-06-26,,4833.04,-4280.3,7472.28,256.88,0.0,0.0,2408.9,33.0
(주)엠젠솔루션,32790,2015,5,46,74605,  도매 및 상품 중개업 ,1997-06-26,,1552.98,-9457.24,9584.33,452.61,0.0,0.0,1309.42,35.0
(주)엠젠솔루션,32790,2016,5,46,74605,  도매 및 상품 중개업 ,1997-06-26,,8450.88,-2450.06,8388.38,731.79,0.0,0.0,1394.91,53.0
(주)엠젠솔루션,32790,2017,5,46,74605,  도매 및 상품 중개업 ,1997-06-26,,8112.41,-1964.28,8654.8,185.15,0.0,0.0,1482.67,36.0
(주)오리엔탈정공,14940,2015,5,29,33101,  기타 기계 및 장비 제조업 ,2001-12-26,,31667.79,-7370.82,28516.65,6315.39,0.0,0.0,4229.84,111.0
(주)와이오엠,66430,2014,5,46,74607,  도매 및 상품 중개업 ,2002-12-24,,2485.38,1928.73,473.77,5.97,53.16,0.0,23.75,23.0
(주)와이오엠,66430,2015,5,46,147509,  도매 및 상품 중개업 ,2002-12-24,,-4187.97,-6053.77,851.8,389.99,153.74,0.0,483.19,22.0
(주)와이오엠,66430,2016,5,46,147509,  도매 및 상품 중개업 ,2002-12-24,,1708.93,1243.83,252.31,58.18,12.0,0.0,37.85,37.0
(주)우리기술,32820,2015,5,28,32801,  전기장비 제조업 ,2000-06-22,,4040.12,-10649.36,9047.18,1988.28,384.9,537.85,2812.65,114.0
(주)우리기술,32820,2016,5,28,32801,  전기장비 제조업 ,2000-06-22,,14542.43,4986.48,5698.83,1298.7,49.57,431.31,2077.54,120.0
(주)위너지스,26260,2015,4,46,74608,  도매 및 상품 중개업 ,1996-09-24,2018/10/11,-13958.52,-21298.75,4114.09,875.62,0.0,0.0,2350.52,26.0
(주)위너지스,26260,2016,4,46,74608,  도매 및 상품 중개업 ,1996-09-24,2018/10/11,-37455.3,-49561.07,5794.36,3122.05,1852.99,0.0,1260.23,23.0
(주)위니아,71460,2016,6,28,32805,  전기장비 제조업 ,2016-07-14,,92709.06,1724.83,61441.18,2401.8,11329.19,0.0,15812.06,664.0
(주)위니아,71460,2017,6,28,32805,  전기장비 제조업 ,2016-07-14,,94228.5,1904.07,58815.75,3465.23,13108.85,0.0,16934.61,648.0
(주)위닉스,44340,2014,5,28,32805,  전기장비 제조업 ,2000-10-24,,41551.39,7788.89,22817.68,3095.5,0.0,0.0,6819.14,465.0
(주)위닉스,44340,2015,5,28,32805,  전기장비 제조업 ,2000-10-24,,22323.84,-17998.64,27835.97,3875.45,0.0,0.0,8679.05,512.0
(주)위닉스,44340,2016,5,28,32805,  전기장비 제조업 ,2000-10-24,,34679.29,-6916.33,29505.63,3566.4,0.0,0.0,8629.01,397.0
(주)이엠앤아이,83470,2017,5,20,32202,  화학물질 및 화학제품 제조업; 의약품 제외 ,2008-09-18,,-11685.69,-31020.8,14251.88,1107.51,0.0,0.0,3975.73,140.0
(주)제낙스,65620,2012,4,24,32401,  1차 금속 제조업 ,2002-06-27,2021/08/09,1624.12,-4765.73,1893.97,2232.38,0.0,0.0,2255.4,60.0
(주)제낙스,65620,2013,4,24,32401,  1차 금속 제조업 ,2002-06-27,2021/08/09,-2906.07,-9281.01,2089.32,1879.34,0.0,0.0,2259.17,60.0
(주)제낙스,65620,2014,4,24,32401,  1차 금속 제조업 ,2002-06-27,2021/08/09,-1200.62,-8029.76,2083.13,1791.7,0.0,0.0,2350.88,41.0
(주)제낙스,65620,2015,4,24,32401,  1차 금속 제조업 ,2002-06-27,2021/08/09,2188.22,-2434.94,2142.02,1763.06,0.0,0.0,983.27,40.0
(주)제낙스,65620,2016,4,24,32401,  1차 금속 제조업 ,2002-06-27,2021/08/09,-1362.95,-5945.72,2269.37,1416.13,0.0,0.0,889.3,35.0
(주)제낙스,65620,2017,4,24,32401,  1차 금속 제조업 ,2002-06-27,2021/08/09,-1329.88,-5632.75,2327.85,1173.92,0.0,0.0,836.54,39.0
(주)제낙스,65620,2018,4,24,32401,  1차 금속 제조업 ,2002-06-27,2021/08/09,-3710.25,-9600.71,2365.35,1259.53,0.0,0.0,2245.44,37.0
(주)제이테크놀로지,35480,2012,4,91,32605,  스포츠 및 오락관련 서비스업 ,1999-11-18,2019/12/12,-2870.64,-10093.25,4037.37,1222.99,1073.01,0.0,889.25,60.0
(주)제이테크놀로지,35480,2013,4,91,32605,  스포츠 및 오락관련 서비스업 ,1999-11-18,2019/12/12,-603.54,-22408.36,12514.1,2002.46,3790.61,2045.11,1452.54,38.0
(주)제이테크놀로지,35480,2014,4,91,32605,  스포츠 및 오락관련 서비스업 ,1999-11-18,2019/12/12,15419.47,-8682.72,12389.38,2167.54,3824.83,4038.79,1734.02,24.0
(주)제이테크놀로지,35480,2017,4,91,189102,  스포츠 및 오락관련 서비스업 ,1999-11-18,2019/12/12,-3745.63,-20394.75,7730.09,2766.57,4233.85,643.04,1275.58,0.0
(주)지란지교시큐리티,208350,2017,5,58,105802,  출판업 ,2014-12-24,,22603.38,8484.64,12809.91,69.33,0.0,0.0,1239.49,133.0
(주)지란지교시큐리티,208350,2018,5,58,105802,  출판업 ,2014-12-24,,25219.07,1608.38,20165.81,-62.0,0.0,0.0,3540.13,121.0
(주)지란지교시큐리티,208350,2019,5,58,105802,  출판업 ,2014-12-24,,32935.22,3964.51,25111.82,-310.91,0.0,0.0,4169.81,128.0
(주)지란지교시큐리티,208350,2020,5,58,105802,  출판업 ,2014-12-24,,25881.91,-1799.8,23822.02,-67.61,0.0,0.0,4047.99,145.0
(주)지유온,111820,2017,4,63,106309,  정보서비스업 ,2010-06-18,2021/09/30,9086.74,919.45,4093.73,75.07,0.0,0.0,164.18,58.0
(주)카스,16920,2012,5,46,74605,  도매 및 상품 중개업 ,1990-01-04,,24287.14,444.1,20389.06,1513.76,0.0,188.02,1752.19,329.0
(주)카스,16920,2013,5,46,74605,  도매 및 상품 중개업 ,1990-01-04,,30320.11,647.83,25369.83,2144.65,0.0,458.8,1699.01,385.0
(주)케스피온,79190,2016,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2005-11-29,,24678.16,1333.44,13242.42,1955.57,0.0,0.0,8146.72,300.0
(주)케스피온,79190,2017,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2005-11-29,,19646.02,-3027.28,14631.88,1593.18,0.0,0.0,6448.24,245.0
(주)케이바이오컴퍼니,38530,2018,5,46,74604,  도매 및 상품 중개업 ,2000-06-09,,-1488.34,-4471.96,1307.33,1256.67,208.58,0.0,211.03,26.0
(주)케이에스인더스트리,101000,2017,5,29,32902,  기타 기계 및 장비 제조업 ,2009-11-06,,-2447.1,-21102.05,11153.32,3250.3,0.0,0.0,4261.64,125.0
(주)케이에스인더스트리,101000,2019,5,29,32902,  기타 기계 및 장비 제조업 ,2009-11-06,,-2974.14,-8034.66,2784.04,1174.8,0.0,0.0,1547.96,57.0
(주)케이엔씨글로벌,68150,2013,4,42,31309,  전문직별 공사업 ,2003-07-21,2017/03/07,2997.48,-4848.51,6017.94,1185.52,0.0,0.0,1049.48,45.0
(주)케이지모빌리언스,46440,2012,5,58,105802,  출판업 ,2004-12-14,,27639.71,19722.81,5570.41,756.59,457.92,71.69,1350.23,165.0
(주)케이지모빌리언스,46440,2013,5,58,105802,  출판업 ,2004-12-14,,19859.49,12244.21,7837.39,-1732.83,137.2,110.59,1345.97,127.0
(주)케이지이니시스,35600,2013,5,58,105802,  출판업 ,2002-11-22,,49356.23,30177.08,21072.42,-4703.87,0.0,0.0,2810.6,217.0
(주)케이지이니시스,35600,2014,5,58,105802,  출판업 ,2002-11-22,,61614.94,35829.55,22598.74,-914.04,0.0,0.0,4100.7,211.0
(주)케이지이니시스,35600,2015,5,58,105802,  출판업 ,2002-11-22,,48366.18,14692.28,27013.69,294.28,0.0,0.0,6365.94,213.0
(주)코디,80530,2015,5,20,32902,  화학물질 및 화학제품 제조업; 의약품 제외 ,2010-01-05,,3831.37,-3814.9,5106.24,899.49,0.0,0.0,1653.71,41.0
(주)코디,80530,2016,5,20,32902,  화학물질 및 화학제품 제조업; 의약품 제외 ,2010-01-05,,-22075.01,-26155.13,2151.1,1040.02,0.0,0.0,888.3,162.0
(주)크레버스,96240,2016,5,85,168505,  교육 서비스업 ,2008-06-27,,39169.03,-18707.66,32489.29,201.38,11310.55,1382.2,12493.26,605.0
(주)크레버스,96240,2017,5,85,168505,  교육 서비스업 ,2008-06-27,,65446.14,7959.84,32554.68,388.53,12864.26,1532.91,10145.93,520.0
(주)트레이스,52290,2016,4,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2001-05-31,2018/10/11,650.25,-6572.42,2433.14,1324.14,0.0,0.0,3553.61,23.0
(주)티피씨메카트로닉스,48770,2014,5,29,32901,  기타 기계 및 장비 제조업 ,2001-01-16,,25493.2,3014.5,17899.11,1064.05,991.82,677.81,1991.48,361.0
(주)티피씨메카트로닉스,48770,2015,5,29,32901,  기타 기계 및 장비 제조업 ,2001-01-16,,25287.99,1507.94,19009.49,1043.7,1043.74,800.74,2024.64,379.0
(주)티피씨메카트로닉스,48770,2016,5,29,32901,  기타 기계 및 장비 제조업 ,2001-01-16,,20749.56,-3372.06,19622.22,1207.9,634.49,814.33,1964.92,379.0
(주)파이오링크,170790,2013,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2013-08-02,,13600.79,4599.32,8614.45,-180.75,0.0,0.0,567.78,134.0
(주)파이오링크,170790,2014,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2013-08-02,,11903.67,2072.05,9401.35,-312.58,0.0,0.0,742.85,139.0
(주)퓨처코어,151910,2015,6,26,32703,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2012-08-02,,22988.18,-15615.0,23660.0,2230.19,0.0,0.0,15643.53,449.0
(주)퓨처코어,151910,2018,6,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2012-08-02,,9763.87,-13300.24,15026.4,4099.8,0.0,0.0,4006.35,182.0
(주)퓨처코어,151910,2019,6,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2012-08-02,,5424.24,-16287.73,15351.47,2650.8,0.0,0.0,4022.5,160.0
(주)퓨처코어,151910,2020,6,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2012-08-02,,16527.51,-1769.44,11556.63,1362.45,0.0,0.0,5807.48,89.0
(주)퓨처코어,151910,2021,6,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2012-08-02,,-7078.23,-27210.12,10543.43,4079.45,0.0,0.0,5808.01,88.0
(주)프로텍,53610,2013,5,29,32902,  기타 기계 및 장비 제조업 ,2001-08-17,,21699.89,8739.73,11985.49,-37.83,0.0,0.0,1012.49,188.0
(주)프로텍,53610,2014,5,29,32902,  기타 기계 및 장비 제조업 ,2001-08-17,,32989.12,18400.29,13709.28,-136.01,0.0,0.0,1018.9,208.0
(주)프로텍,53610,2015,5,29,32902,  기타 기계 및 장비 제조업 ,2001-08-17,,28094.99,13092.29,13252.68,576.04,0.0,0.0,1177.99,225.0
(주)프로텍,53610,2016,5,29,32902,  기타 기계 및 장비 제조업 ,2001-08-17,,32648.37,16229.8,14052.21,251.3,0.0,0.0,2115.06,224.0
(주)프로텍,53610,2017,5,29,32902,  기타 기계 및 장비 제조업 ,2001-08-17,,52811.47,32389.45,18127.27,46.35,0.0,0.0,2248.39,249.0
(주)프로텍,53610,2018,5,29,32902,  기타 기계 및 장비 제조업 ,2001-08-17,,57529.37,33355.99,22034.48,-172.49,0.0,0.0,2311.39,272.0
(주)프로텍,53610,2019,5,29,32902,  기타 기계 및 장비 제조업 ,2001-08-17,,77413.14,48888.64,26922.33,-786.27,0.0,0.0,2388.45,284.0
(주)행남사,8800,2016,4,10,32302,  식료품 제조업 ,1993-09-03,2021/06/07,-19326.17,-24490.77,3829.59,977.26,0.0,0.0,429.73,89.0
(주)헥토이노베이션,214180,2016,5,63,106309,  정보서비스업 ,2015-06-30,,20481.63,13909.23,4890.34,-424.76,368.23,116.59,1622.0,72.0
(주)화신테크,86250,2016,4,29,32902,  기타 기계 및 장비 제조업 ,2006-11-10,2021/08/31,2875.28,-13857.83,11745.92,1047.73,0.0,0.0,3939.46,114.0
(주)화신테크,86250,2017,4,29,32902,  기타 기계 및 장비 제조업 ,2006-11-10,2021/08/31,10393.16,-896.86,7944.44,1389.76,0.0,0.0,2321.85,126.0
나노캠텍(주),91970,2018,5,22,32202,  고무 및 플라스틱제품 제조업 ,2007-01-30,,14824.33,6715.82,5083.24,542.03,420.49,297.91,1783.32,56.0
대한그린파워(주),60900,2012,5,35,64202,"  전기, 가스, 증기 및 공기조절 공급업 ",2002-09-17,,10753.18,-5132.79,14732.81,964.15,0.0,0.0,172.83,28.0
대한그린파워(주),60900,2013,5,35,64202,"  전기, 가스, 증기 및 공기조절 공급업 ",2002-09-17,,59879.38,-16569.91,72290.07,2799.44,0.0,0.0,1367.16,40.0
더라미(주),32860,2016,6,38,53803,"  폐기물 수집, 운반, 처리 및 원료 재생업 ",1997-07-04,,-1706.03,-3917.0,1191.48,683.44,240.62,0.0,95.43,16.0
도이치모터스(주),67990,2016,5,45,32902,  자동차 및 부품 판매업 ,2004-12-03,,54353.58,-2551.9,35340.33,3164.76,12145.38,1454.48,6162.87,728.0
디에스티(주),33430,2014,4,29,74607,  기타 기계 및 장비 제조업 ,1998-05-25,2021/09/02,-17228.22,-19941.16,894.64,1451.56,140.69,0.0,226.04,17.0
디에스티(주),33430,2015,4,29,74607,  기타 기계 및 장비 제조업 ,1998-05-25,2021/09/02,-18268.7,-22288.92,1560.75,2066.39,138.61,0.0,254.47,10.0
씨앤티85(주),56730,2015,5,41,32605,  종합 건설업 ,2002-01-04,,72.79,-2335.7,996.12,925.61,0.0,0.0,486.76,16.0
알서포트(주),131370,2015,5,58,105802,  출판업 ,2011-01-05,,12048.73,-2136.77,12156.31,-536.06,1940.73,0.0,624.51,225.0
알서포트(주),131370,2016,5,58,105802,  출판업 ,2011-01-05,,14586.23,127.59,12075.23,-322.49,2138.31,0.0,567.58,226.0
애머릿지코퍼레이션,900100,2018,5,45,74502,  자동차 및 부품 판매업 ,2010-04-21,,-9536.75,-16266.75,3392.19,1900.42,1224.38,0.0,214.63,7.0
에스에이치엔엘(주),50320,2017,4,25,74605,  금속가공제품 제조업; 기계 및 가구 제외 ,2002-01-15,2022/05/31,-2578.63,-5414.95,2403.91,-10.67,311.62,91.28,40.19,97.0
에스에이치엔엘(주),50320,2018,4,25,74605,  금속가공제품 제조업; 기계 및 가구 제외 ,2002-01-15,2022/05/31,2189.87,-207.44,2065.07,-37.05,213.71,75.12,80.46,26.0
에스유홀딩스(주),31860,2013,5,46,74608,  도매 및 상품 중개업 ,1997-01-07,,-51.46,-2789.73,1782.19,569.48,272.94,0.0,86.87,36.0
에스유홀딩스(주),31860,2014,5,46,74608,  도매 및 상품 중개업 ,1997-01-07,,4060.9,1696.14,1762.01,485.15,0.0,0.0,117.61,35.0
에스유홀딩스(주),31860,2017,5,46,74608,  도매 및 상품 중개업 ,1997-01-07,,-437.97,-8150.59,4894.14,1069.62,1184.75,0.0,351.38,27.0
에스유홀딩스(주),31860,2018,5,46,74608,  도매 및 상품 중개업 ,1997-01-07,,-158.51,-4486.88,2737.95,825.39,453.02,0.0,352.75,8.0
에코바이오홀딩스(주),38870,2015,5,74,64202,  사업시설 관리 및 조경 서비스업 ,2001-05-29,,20795.79,11889.75,5826.59,1530.34,421.3,0.0,1127.8,112.0
에코바이오홀딩스(주),38870,2016,5,74,64202,  사업시설 관리 및 조경 서비스업 ,2001-05-29,,-2490.31,-9886.54,5102.84,829.03,390.63,0.0,1073.75,95.0
에코바이오홀딩스(주),38870,2017,5,74,64202,  사업시설 관리 및 조경 서비스업 ,2001-05-29,,-14879.46,-22679.4,5355.87,1195.74,381.5,0.0,861.96,114.0
유네코(주),64510,2018,4,29,32902,  기타 기계 및 장비 제조업 ,2018-03-15,2023/01/17,-29491.43,-40885.98,5494.31,2601.87,309.68,0.0,2988.69,118.0
유네코(주),64510,2019,4,29,32902,  기타 기계 및 장비 제조업 ,2018-03-15,2023/01/17,4875.39,-5463.54,4951.04,3121.96,0.0,0.0,2266.47,84.0
유진기업(주),23410,2014,5,23,32303,  비금속 광물제품 제조업 ,1994-10-07,,100794.34,-3387.01,59624.8,15682.58,10419.95,5240.4,13213.63,591.0
유진기업(주),23410,2015,5,23,32303,  비금속 광물제품 제조업 ,1994-10-07,,141492.53,19591.15,72225.64,19713.77,11781.22,4449.11,13731.64,610.0
이니텍(주),53350,2015,5,58,105802,  출판업 ,2001-11-15,,73348.05,26833.85,27478.78,323.79,1339.2,216.56,17155.88,276.0
이엘케이(주),94190,2015,4,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2007-10-29,2020/05/22,20825.46,-31093.1,29118.44,6309.52,0.0,0.0,16490.6,401.0
이엘케이(주),94190,2016,4,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2007-10-29,2020/05/22,-11043.13,-65609.41,33224.07,5778.32,0.0,0.0,15563.9,338.0
참존글로벌(주),158310,2018,4,29,32902,  기타 기계 및 장비 제조업 ,2013-04-03,2022/11/09,-6097.35,-10297.53,3037.37,846.49,0.0,0.0,316.32,19.0
퀀타피아(주),78940,2018,6,46,74604,  도매 및 상품 중개업 ,2004-08-27,,-7757.46,-14074.99,3154.14,1364.41,119.33,221.42,1458.23,17.0
한솔아이원스(주),114810,2019,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,39317.67,-2987.27,30291.89,3425.26,0.0,0.0,8607.6,538.0
한솔아이원스(주),114810,2020,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,45069.88,6268.86,28696.72,2408.62,0.0,0.0,7715.5,539.0
한솔아이원스(주),114810,2021,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,78804.04,38392.03,31674.81,801.5,0.0,0.0,7955.52,551.0
(주)대호에이엘,69460,2014,1,24,32402,  1차 금속 제조업 ,2002-11-11,,4143.63,-12637.4,10784.07,2258.07,0.0,0.0,3738.89,173.0
(주)신화다이나믹스,1770,2012,1,24,32401,  1차 금속 제조업 ,1988-11-23,,7458.39,705.85,4256.85,1459.41,4.12,0.0,1032.16,85.0
(주)신화다이나믹스,1770,2013,1,24,32401,  1차 금속 제조업 ,1988-11-23,,4073.81,-2557.15,4235.43,1374.42,4.6,0.0,1016.51,85.0
(주)신화다이나믹스,1770,2014,1,24,32401,  1차 금속 제조업 ,1988-11-23,,7172.64,984.39,4123.17,1085.52,4.04,0.0,975.52,84.0
