회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,부가가치(IFRS)(백만원),법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원수(IFRS)
(주)신화다이나믹스,1770,2015,1,24,32401,  1차 금속 제조업 ,1988-11-23,,8350.79,2518.43,4196.77,766.81,2.67,0.0,866.12,85.0
(주)신화다이나믹스,1770,2016,1,24,32401,  1차 금속 제조업 ,1988-11-23,,6723.81,799.37,4769.82,600.42,2.7,0.0,551.5,83.0
(주)신화다이나믹스,1770,2017,1,24,32401,  1차 금속 제조업 ,1988-11-23,,3168.29,-2644.52,4641.45,565.87,2.84,0.0,602.65,83.0
(주)신화다이나믹스,1770,2018,1,24,32401,  1차 금속 제조업 ,1988-11-23,,9120.72,3110.91,4855.25,532.81,3.2,0.0,618.54,77.0
백광산업(주),1340,2015,1,20,32001,  화학물질 및 화학제품 제조업; 의약품 제외 ,1976-06-10,,24533.93,-1990.2,11122.36,3179.3,955.06,0.0,19990.25,120.0
백광산업(주),1340,2016,1,20,32001,  화학물질 및 화학제품 제조업; 의약품 제외 ,1976-06-10,,30471.82,2207.02,9646.44,4878.02,1419.45,0.0,12322.0,123.0
백광산업(주),1340,2017,1,20,32001,  화학물질 및 화학제품 제조업; 의약품 제외 ,1976-06-10,,33929.47,6477.57,10529.47,3880.2,1294.75,0.0,11747.47,125.0
백광산업(주),1340,2018,1,20,32001,  화학물질 및 화학제품 제조업; 의약품 제외 ,1976-06-10,,53688.63,23242.83,13870.26,3232.28,1318.73,0.0,12024.52,140.0
삼성바이오로직스(주),207940,2016,1,21,32101,  의료용 물질 및 의약품 제조업 ,2016-11-10,,-44876.79,-230900.98,110259.58,15614.72,0.0,0.0,60149.89,1532.0
삼성바이오로직스(주),207940,2017,1,21,32101,  의료용 물질 및 의약품 제조업 ,2016-11-10,,98355.35,-115994.75,148689.76,-4265.89,0.0,0.0,69926.23,2119.0
코스모신소재(주),5070,2012,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,12013.38,-14947.18,15032.84,5320.24,0.0,0.0,6615.84,363.0
코스모신소재(주),5070,2013,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,18635.99,-8641.11,20193.52,0.0,0.0,0.0,7136.49,360.0
코스모신소재(주),5070,2014,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-09-28,,12501.85,-23318.69,18600.66,8669.88,0.0,0.0,8549.99,340.0
코스모화학(주),5420,2012,1,20,32004,  화학물질 및 화학제품 제조업; 의약품 제외 ,1987-07-23,,27186.81,-17648.89,16803.14,9845.62,0.0,0.0,18188.13,347.0
한국전력기술(주),52690,2015,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,194277.75,15356.38,156725.53,-1818.73,11297.88,1616.62,15383.26,2260.0
한국전력기술(주),52690,2016,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,218991.24,29754.57,166707.97,-791.75,4665.42,1760.03,19639.25,2329.0
한국전력기술(주),52690,2017,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,,234825.53,47985.47,164963.64,-1475.01,4976.41,1790.43,19683.86,2233.0
한솔아트원제지(주),7190,2012,4,17,31701,"  펄프, 종이 및 종이제품 제조업 ",1974-06-24,2017/03/15,58292.25,259.25,22155.0,17069.0,0.0,0.0,18809.11,380.0
한솔아트원제지(주),7190,2013,4,17,31701,"  펄프, 종이 및 종이제품 제조업 ",1974-06-24,2017/03/15,56300.11,277.94,21882.0,14373.17,0.0,0.0,19766.69,363.0
(주)광무,29480,2014,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1996-08-27,,7685.26,-859.72,5695.3,1063.09,344.28,0.0,1442.31,109.0
(주)광무,29480,2015,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1996-08-27,,4969.66,-2727.75,6004.5,565.36,313.37,0.0,814.18,106.0
(주)광무,29480,2016,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",1996-08-27,,7028.95,95.62,5328.99,587.15,427.84,0.0,589.35,110.0
(주)뉴보텍,60260,2014,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,5672.14,-341.77,4696.64,157.23,0.0,0.0,1160.03,98.0
(주)뉴보텍,60260,2015,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,7173.94,1064.22,5056.71,100.83,0.0,0.0,952.18,97.0
(주)뉴보텍,60260,2016,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,7699.84,1023.21,5702.93,61.92,0.0,0.0,911.79,104.0
(주)뉴보텍,60260,2017,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,6659.8,-1068.15,6608.86,128.84,0.0,0.0,990.25,124.0
(주)뉴보텍,60260,2018,5,22,32202,  고무 및 플라스틱제품 제조업 ,2002-02-05,,7580.09,72.92,6536.56,129.1,0.0,0.0,886.53,109.0
(주)디지털대성,68930,2014,5,85,168505,  교육 서비스업 ,2003-10-17,,19348.67,6533.8,10608.22,-1077.54,0.0,0.0,3284.18,225.0
(주)메지온,140410,2014,5,70,137001,  연구개발업 ,2012-01-20,,-1944.26,-3330.97,2614.07,-1538.12,232.64,0.0,150.94,19.0
(주)삼일,32280,2014,5,49,84903,  육상운송 및 파이프라인 운송업 ,1997-03-15,,19372.13,3226.61,9506.26,2152.6,1856.03,1090.35,1540.29,137.0
(주)삼일,32280,2015,5,49,84903,  육상운송 및 파이프라인 운송업 ,1997-03-15,,42954.52,26725.8,11011.42,896.27,1943.06,826.44,1551.53,131.0
(주)상보,27580,2012,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,,43984.86,11234.74,14674.11,9469.52,127.14,655.18,7824.16,321.0
(주)상보,27580,2013,5,22,32602,  고무 및 플라스틱제품 제조업 ,2007-10-01,,35260.95,7781.32,17176.34,2089.26,66.96,828.3,7318.77,395.0
(주)서울제약,18680,2016,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,,14720.03,-4815.6,14485.75,2067.01,0.0,0.0,2982.86,200.0
(주)서울제약,18680,2017,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,,7374.07,-11086.85,14085.17,1764.15,0.0,0.0,2536.59,209.0
(주)서울제약,18680,2018,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,,10019.16,-8101.87,14511.81,1355.73,0.0,0.0,2253.49,197.0
(주)서울제약,18680,2019,5,21,32102,  의료용 물질 및 의약품 제조업 ,2000-08-18,,16361.06,387.57,12167.46,1308.35,0.0,0.0,2497.69,174.0
(주)시큐브,131090,2015,5,58,105802,  출판업 ,2011-12-21,,6822.28,1370.93,4873.57,-174.95,0.0,0.0,752.73,96.0
(주)씨젠,96530,2012,5,21,32004,  의료용 물질 및 의약품 제조업 ,2010-09-10,,22477.1,10430.86,9745.89,322.21,0.0,0.0,2394.16,182.0
(주)씨젠,96530,2013,5,21,32004,  의료용 물질 및 의약품 제조업 ,2010-09-10,,26885.91,11988.76,11680.63,561.05,0.0,0.0,3233.21,178.0
(주)에스에스알,275630,2018,5,58,105802,  출판업 ,2018-08-06,,6155.69,886.0,4619.97,-43.93,0.0,0.0,693.64,101.0
(주)에스에스알,275630,2019,5,58,105802,  출판업 ,2018-08-06,,6598.12,776.71,5190.48,-227.1,0.0,0.0,858.04,107.0
(주)와이어블,65530,2012,5,61,106102,  우편 및 통신업 ,2002-06-04,,45833.16,11686.9,6915.76,3411.04,7242.76,149.25,16290.01,158.0
(주)와이어블,65530,2013,5,61,106102,  우편 및 통신업 ,2002-06-04,,47151.12,9186.4,6681.2,3354.93,9206.76,150.44,18577.17,148.0
(주)와이어블,65530,2014,5,61,106102,  우편 및 통신업 ,2002-06-04,,60059.35,18405.52,6821.41,3323.84,9897.02,170.26,21441.3,174.0
(주)와이어블,65530,2015,5,61,106102,  우편 및 통신업 ,2002-06-04,,54661.05,10464.2,6423.97,2504.56,11395.61,168.66,23704.06,166.0
(주)와이어블,65530,2016,5,61,106102,  우편 및 통신업 ,2002-06-04,,43781.44,8970.05,7373.56,1667.64,3238.03,167.74,22444.57,159.0
(주)제이테크놀로지,35480,2015,4,91,189102,  스포츠 및 오락관련 서비스업 ,1999-11-18,2019/12/12,23668.97,-365.31,14371.71,-328.69,4995.82,3447.78,1547.66,271.0
(주)제이테크놀로지,35480,2016,4,91,189102,  스포츠 및 오락관련 서비스업 ,1999-11-18,2019/12/12,3532.4,-21313.24,14846.2,706.12,4513.61,2490.43,2289.27,199.0
(주)케이바이오컴퍼니,38530,2016,5,46,32604,  도매 및 상품 중개업 ,2000-06-09,,-19661.53,-23433.5,1853.8,477.81,517.8,0.0,1204.38,96.0
(주)케이바이오컴퍼니,38530,2017,5,46,74604,  도매 및 상품 중개업 ,2000-06-09,,1313.87,-963.05,564.04,1477.36,125.12,0.0,110.4,30.0
(주)케이바이오컴퍼니,38530,2019,5,46,74604,  도매 및 상품 중개업 ,2000-06-09,,-25252.68,-31437.5,2332.67,2983.23,351.94,0.0,516.99,56.0
(주)케이에스인더스트리,101000,2018,5,29,32902,  기타 기계 및 장비 제조업 ,2009-11-06,,-110823.31,-121878.42,6690.64,1931.88,0.0,0.0,1869.15,87.0
(주)케이지모빌리언스,46440,2014,5,58,105802,  출판업 ,2004-12-14,,31020.64,19876.73,7348.01,1976.67,137.03,141.5,1633.27,152.0
(주)케이지모빌리언스,46440,2015,5,58,105802,  출판업 ,2004-12-14,,20377.24,10809.2,6712.72,399.02,141.18,164.84,2242.85,136.0
(주)케이지이니시스,35600,2012,5,58,105802,  출판업 ,2002-11-22,,36324.31,28843.4,11666.88,-5188.97,0.0,0.0,1003.01,194.0
(주)타이거일렉,219130,2018,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2015-09-25,,14927.75,2656.63,9648.05,-99.59,191.41,0.0,2531.26,180.0
(주)타이거일렉,219130,2019,5,26,32602,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2015-09-25,,14659.65,1665.0,9832.72,-77.99,134.62,0.0,3104.57,180.0
(주)티에스넥스젠,43220,2012,5,29,32604,  기타 기계 및 장비 제조업 ,2001-07-03,,-4048.51,-7166.99,946.43,196.35,0.0,0.0,2000.1,13.0
(주)티에스넥스젠,43220,2013,5,29,32604,  기타 기계 및 장비 제조업 ,2001-07-03,,818.52,-1600.63,1405.6,849.86,0.0,0.0,163.69,12.0
(주)한진피앤씨,61460,2012,4,22,32202,  고무 및 플라스틱제품 제조업 ,2002-04-11,2017/09/29,9739.45,-12467.78,12162.77,4067.51,0.0,733.39,4998.8,292.0
(주)한진피앤씨,61460,2013,4,22,32202,  고무 및 플라스틱제품 제조업 ,2002-04-11,2017/09/29,-38817.93,-63326.26,13780.89,5067.48,0.0,653.11,5006.86,284.0
경남제약(주),53950,2012,5,21,32102,  의료용 물질 및 의약품 제조업 ,2001-11-06,,12852.22,-651.67,9161.9,3455.48,0.0,0.0,886.51,243.0
경남제약(주),53950,2013,5,21,32102,  의료용 물질 및 의약품 제조업 ,2001-11-06,,-7931.05,-20510.48,9217.88,2636.54,0.0,0.0,725.0,229.0
대한그린파워(주),60900,2014,5,35,64202,"  전기, 가스, 증기 및 공기조절 공급업 ",2002-09-17,,-42578.15,-47941.03,2684.69,2453.33,0.0,0.0,224.85,38.0
대한그린파워(주),60900,2015,5,35,64202,"  전기, 가스, 증기 및 공기조절 공급업 ",2002-09-17,,-4531.64,-7174.19,1266.96,853.31,0.0,0.0,522.29,23.0
더라미(주),32860,2012,6,38,53803,"  폐기물 수집, 운반, 처리 및 원료 재생업 ",1997-07-04,,-2817.09,-12842.1,3088.67,4916.75,880.58,0.0,1236.81,49.0
더라미(주),32860,2013,6,38,53803,"  폐기물 수집, 운반, 처리 및 원료 재생업 ",1997-07-04,,-18431.86,-28785.39,2226.54,5500.54,992.69,0.0,1848.71,25.0
더라미(주),32860,2014,6,38,53803,"  폐기물 수집, 운반, 처리 및 원료 재생업 ",1997-07-04,,-23688.96,-31850.81,1275.3,4760.19,490.54,0.0,1911.75,18.0
더라미(주),32860,2015,6,38,53803,"  폐기물 수집, 운반, 처리 및 원료 재생업 ",1997-07-04,,6017.92,2311.41,1056.08,1012.52,200.67,0.0,1437.23,22.0
디에스티(주),33430,2012,4,29,32902,  기타 기계 및 장비 제조업 ,1998-05-25,2021/09/02,-3892.32,-6477.43,736.16,1156.33,215.07,0.0,477.56,9.0
삼영이엔씨(주),65570,2012,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,,17430.48,8570.79,6450.84,243.62,0.0,0.0,2165.23,292.0
삼영이엔씨(주),65570,2013,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,,17651.02,8605.69,6694.56,103.9,0.0,0.0,2246.87,270.0
삼영이엔씨(주),65570,2014,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,,18501.65,8614.45,7492.5,55.32,0.0,0.0,2339.39,281.0
삼영이엔씨(주),65570,2015,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,,15733.33,5926.46,7339.74,124.4,0.0,0.0,2342.74,265.0
삼영이엔씨(주),65570,2016,5,26,32604,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업 ",2003-01-21,,18387.65,8807.58,7190.98,2.74,0.0,0.0,2386.34,257.0
씨앤티85(주),56730,2016,5,41,32605,  종합 건설업 ,2002-01-04,,-4973.67,-7876.36,1115.37,1351.01,0.0,0.0,440.62,20.0
우양에이치씨(주),101970,2012,4,25,32501,  금속가공제품 제조업; 기계 및 가구 제외 ,2012-07-26,2015/03/17,44189.46,7726.7,19873.14,7788.51,2675.69,0.0,6125.41,334.0
우양에이치씨(주),101970,2013,4,25,32501,  금속가공제품 제조업; 기계 및 가구 제외 ,2012-07-26,2015/03/17,55243.66,15064.91,24403.87,6051.86,2138.21,0.0,7584.81,345.0
한솔아이원스(주),114810,2013,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,24819.93,8148.15,10365.89,1075.95,0.0,0.0,5229.94,279.0
한솔아이원스(주),114810,2014,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,25064.38,6517.48,11519.18,1153.62,0.0,0.0,5874.1,311.0
한솔아이원스(주),114810,2015,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,23412.85,4117.49,14032.58,986.84,0.0,0.0,4275.95,363.0
한솔아이원스(주),114810,2016,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,12284.33,-16726.64,18489.82,3567.48,0.0,0.0,6968.28,393.0
한솔아이원스(주),114810,2017,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,31894.3,-79.97,19022.41,5048.1,0.0,0.0,7923.59,519.0
한솔아이원스(주),114810,2018,5,29,32902,  기타 기계 및 장비 제조업 ,2013-02-07,,36245.79,-678.2,24417.4,3831.05,0.0,0.0,8695.36,608.0
