,회사명,거래소코드,회계년도,소속코드_df1,통계청 한국표준산업분류 코드 10차(대분류)_df1,산업코드_df1,산업명_df1,상장일_df1,상장폐지일_df1,현금및현금성자산(IFRS),유동금융자산(IFRS),매출채권 및 기타유동채권(IFRS),상각후원가측정 유가증권(IFRS),매출채권(IFRS),미수금(IFRS),단기대여금(IFRS),선급금(IFRS),기타유동자산(IFRS),상품(IFRS),제품(IFRS),원재료(부재료)(IFRS),토지(IFRS),건물 및 부속설비(IFRS),기계장치(IFRS),차량운반구(IFRS),공구,회원권(IFRS),배출권자산(IFRS),매입채무(IFRS),미지급금(IFRS),미지급비용(IFRS),선수금(IFRS),당기법인세부채(미지급법인세)(IFRS),기타유동부채(IFRS),장기차입금(IFRS),보통주자본금(IFRS),주식발행초과금(IFRS),자기주식(IFRS),기타포괄손익누계액(IFRS),이익준비금(IFRS),미처분이익잉여금(결손금)(IFRS),매출액(수익)(IFRS),제품매출액(IFRS),기타수익(IFRS),종업원 급여비용(IFRS),급여(IFRS),퇴직급여(IFRS),복리후생비(IFRS),보험료(IFRS),여비교통비(IFRS),임차료(IFRS),접대비(IFRS),감가상각비(IFRS),광고선전비(IFRS),차량유지비(IFRS),연구개발비(IFRS),대손상각비(IFRS),기타(IFRS),이자수익(IFRS),외환차손(IFRS).1,외화환산손실(IFRS).1,법인세비용(IFRS),총자본증가율(IFRS),유형자산증가율(IFRS),투자부동산증가율(IFRS),비유동자산증가율(IFRS),유동자산증가율(IFRS),재고자산증가율(IFRS),자기자본증가율(IFRS),매출액증가율(IFRS),정상영업이익증가율(IFRS),순이익증가율(IFRS),총포괄이익증가율(IFRS),종업원1인당 부가가치증가율(IFRS),종업원수증가율(IFRS),종업원1인당 매출액증가율(IFRS),종업원1인당 인건비증가율(IFRS),매출액총이익률(IFRS),매출액정상영업이익률(IFRS),매출액순이익률(IFRS),총자본사업이익률(IFRS),총자본정상영업이익률(IFRS),총자본순이익률(IFRS),자기자본정상영업이익률(IFRS),자기자본순이익률(IFRS),경영자본정상영업이익률(IFRS),경영자본순이익률(IFRS),자본금정상영업이익률(IFRS),자본금순이익률(IFRS),매출원가 대 매출액비율(IFRS),영업비용 대 영업수익비율(IFRS),기타손익비률(IFRS),금융손익비율(IFRS),금융비용부담률(IFRS),외환이익 대 매출액비율(IFRS),광고선전비 대 매출액비율(IFRS),세금과공과 대 세금과공과 차감전순이익률(IFRS),기업순이익률(IFRS),수지비율(관계기업투자손익 제외)(IFRS),인건비 대 총비용비율(IFRS),R & D 투자효율(IFRS),세금과공과 대 총비용비율(IFRS),금융비용 대 총비용비율(IFRS),감가상각비 대 총비용비율(IFRS),감가상각률(IFRS),누적감가상각률(IFRS),이자부담률(IFRS),지급이자율(IFRS),차입금평균이자율(IFRS),유보율(IFRS),사내유보율(IFRS),사내유보 대 자기자본비율(IFRS),적립금비율(재정비율)(IFRS),평균배당률(IFRS),자기자본배당률(IFRS),배당성향(IFRS),1주당매출액(IFRS)(원),1주당순이익(IFRS)(원),1주당 CASH FLOW(IFRS)(원),1주당순자산(IFRS)(원),1주당정상영업이익(IFRS)(원),유동자산구성비율(IFRS),재고자산 대 유동자산비율(IFRS),유동자산 대 비유동자산비율(IFRS),당좌자산구성비율(IFRS),비유동자산구성비율(IFRS),자기자본구성비율(IFRS),타인자본구성비율(IFRS),자기자본배율(IFRS),비유동비율(IFRS),비유동장기적합률(IFRS),유동비율(IFRS),당좌비율(IFRS),현금비율(IFRS),매출채권비율(IFRS),재고자산 대 순운전자본비율(IFRS),매출채권 대 매입채무비율(IFRS),"매출채권 대 상,제품비율(IFRS)",매입채무 대 재고자산비율(IFRS),부채비율(IFRS),유동부채비율(IFRS),단기차입금 대 총차입금비율(IFRS),비유동부채비율(IFRS),비유동부채 대 순운전자본비율(IFRS),순운전자본비율(IFRS),차입금의존도(IFRS),차입금비율(IFRS),이자보상배율(이자비용)(IFRS),이자보상배율(순금융비용)(IFRS),유보액대비율(IFRS),유보액 대 납입자본배율(IFRS),유동자산집중도(IFRS),비유동자산집중도(IFRS),투자집중도(IFRS),CASH FLOW 대 부채비율(IFRS),CASH FLOW 대 차입금비율(IFRS),CASH FLOW 대 총자본비율(IFRS),CASH FLOW 대 매출액비율(IFRS),정상영업이익대비이자보상배율(IFRS),총자본회전률(IFRS),경영자본회전률(IFRS),자기자본회전률(IFRS),자본금회전률(IFRS),타인자본회전률(IFRS),매입채무회전률(IFRS),매입채무회전기간(IFRS),유동자산회전률(IFRS),당좌자산회전률(IFRS),재고자산회전률(IFRS),재고자산회전기간(IFRS),"상품,제품회전률(IFRS)","원,부재료회전률(IFRS)",재공품회전률(IFRS),매출채권회전률(IFRS),매출채권회전기간(IFRS),비유동자산회전률(IFRS),유형자산회전율(IFRS),순운전자본회전률(IFRS),운전자본회전률(IFRS),1회전기간(IFRS),부가가치(IFRS)(백만원),종업원1인당 부가가치(IFRS)(백만원),종업원1인당 매출액(IFRS)(백만원),종업원1인당 정상영업이익(IFRS)(백만원),종업원1인당 순이익(IFRS)(백만원),종업원1인당 인건비(IFRS)(백만원),노동장비율(IFRS),기계장비율(IFRS),자본집약도(IFRS),총자본투자효율(IFRS),설비투자효율(IFRS),기계투자효율(IFRS),부가가치율(IFRS),노동소득분배율(IFRS),자본분배율(IFRS),이윤분배율(IFRS),법인세비용차감전(계속사업)손익(IFRS)(백만원),인건비(IFRS)(백만원),금융비용(IFRS)(백만원),임차료(IFRS)(백만원),세금과공과(IFRS)(백만원),감가상각비(IFRS)(백만원),종업원수(IFRS),label_df2
106,한국전력기술(주),52690,2016,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,0,21451508.0,2986850.0,186990770.0,0.0,26805329.0,8145084.0,2952265.0,7190221.0,15887047.0,0.0,0.0,0.0,55609139.0,181952773.0,95758635.0,1367308.0,61599603.0,0.0,0.0,43775113.0,23274032.0,21089861.0,5405500.0,0.0,5405500.0,0.0,7644000.0,0.0,-10300329.0,165650.0,3822000.0,1499751.0,506012235.0,0.0,0.0,166707973.0,25929908.0,4832125.0,3905050.0,0.0,342452.0,1179684.0,0.0,2836595.0,479182.0,7372.0,61855598.0,0.0,49699272.0,0.0,4751.0,866586.0,7155806.0,-7.58,-2.88,0.0,0.18,-20.15,0.0,2.48,-23.05,-13.89,50.54,13.24,9.38,3.05,-25.33,3.22,33.91,2.43,4.47,1.75,1.52,2.8,3.03,5.57,1.83,3.37,160.68,295.64,66.09,97.57,3.45,1.65,-0.16,-0.35,0.09,28.29,2.7,93.61,33.3,12.22,0.35,-0.16,3.92,6.37,22.37,-0.2,1.17,1.19,5407.43,0.0,3.59,100.61,54.75,1.02,18.52,13239.46,594.0,490.52,9137.25,321.36,32.99,0.0,49.24,32.99,67.01,52.96,47.04,5372.68,126.53,106.28,89.28,89.28,7.49,0.0,0.0,61.23,0.0,0.0,88.82,69.77,0.0,19.05,0.0,-3.96,11.84,22.36,11.43,999999999.0,53.3,54.07,56.94,102.6,126.7,4.12,16.35,1.94,2.97,0.0,0.63,0.75,1.25,66.2,1.26,7.23,50.47,1.76,1.76,0.0,0.0,0.0,0.0,0.0,16.04,22.76,0.97,1.52,0.84,0.11,0.0,218991.24,94.03,217.27,5.27,9.7,71.58,140.88,37.01,332.96,28.24,66.74,254.07,43.28,76.13,23.87,10.32,29754.57,166707.97,-791.75,4665.42,1760.03,19639.25,2329.0,1
107,한국전력기술(주),52690,2017,1,72,137201,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업 ",2009-12-14,0,18383396.0,14060952.0,181789688.0,0.0,31526369.0,8792708.0,1178132.0,5783070.0,16723668.0,0.0,0.0,0.0,55609139.0,174550109.0,86194139.0,50976.0,11714326.0,0.0,0.0,32537259.0,24636249.0,22392923.0,7446613.0,0.0,7446613.0,30000000.0,7644000.0,0.0,-10300329.0,178422.0,3822000.0,39283909.0,490192814.0,0.0,0.0,164963638.0,24595405.0,3502954.0,3065166.0,0.0,389772.0,903601.0,0.0,2259672.0,968927.0,961.0,60251559.0,0.0,16714163.0,0.0,7488.0,216021.0,15531357.0,-1.72,-4.19,0.0,-2.88,0.66,0.0,11.28,-3.13,167.63,43.61,187.97,11.84,-4.12,1.04,3.21,31.03,6.71,6.62,4.49,4.28,4.22,7.58,7.48,5.14,5.08,430.04,424.57,68.97,93.29,3.08,1.1,-0.3,-0.33,0.2,34.8,4.03,90.2,35.87,12.29,0.39,-0.32,4.28,6.55,4.64,-0.44,0.53,0.31,6013.71,0.0,8.81,100.54,109.49,1.83,25.79,12825.56,853.0,1637.3,10047.58,860.07,33.79,0.0,51.03,33.79,66.21,59.96,40.04,5978.96,110.42,93.4,116.08,116.08,8.29,0.0,0.0,96.89,0.0,0.0,66.76,48.54,23.19,18.22,233.47,4.68,5.13,8.55,160.25,999999999.0,60.31,60.14,52.36,104.48,129.9,13.33,104.07,5.34,8.3,0.0,0.64,0.77,1.13,64.13,1.46,12.85,28.41,1.91,1.91,0.0,0.0,0.0,0.0,0.0,16.81,21.72,0.96,1.53,0.96,0.25,0.0,234825.53,105.16,219.52,14.72,14.53,73.88,140.78,35.74,341.32,30.81,74.7,294.23,47.9,70.25,29.75,13.82,47985.47,164963.64,-1475.01,4976.41,1790.43,19683.86,2233.0,1
108,한국항공우주산업(주),47810,2012,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,0,223402542.0,14479828.0,397334854.0,0.0,227915305.0,21528881.0,0.0,192330075.0,198313675.0,0.0,7406520.0,110420454.0,83521192.0,244827692.0,210609709.0,1780063.0,235876568.0,1756154.0,0.0,137915231.0,22080934.0,54669761.0,28729709.0,0.0,30868398.0,163197931.0,487375535.0,124077486.0,0.0,4703274.0,4378184.0,262704834.0,1534606239.0,0.0,0.0,283463729.0,25356172.0,2813537.0,5984341.0,0.0,3447385.0,1690712.0,527998.0,787435.0,11899391.0,517257.0,8719395.0,-65976.0,11837470.0,3279487.0,30639729.0,4707400.0,17454537.0,7.81,7.01,0.0,4.21,10.09,22.16,4.95,19.32,19.1,0.93,-4.57,7.41,-1.03,20.6,5.43,14.6,8.2,4.82,7.08,6.9,4.06,14.52,8.55,7.29,4.29,25.81,15.2,85.4,91.8,-2.24,-1.65,1.04,-0.61,0.78,19.08,4.94,94.03,19.17,8.15,0.0,1.08,3.64,9.74,74.11,1.67,6.09,4.76,82.11,0.0,29.64,44.55,4.0,2.19,26.36,15743.57,760.0,4599.52,6653.38,1290.44,62.49,29.57,166.62,44.02,37.51,46.89,53.11,182.11,79.99,53.78,206.5,145.44,39.01,64.89,57.33,164.53,3063.67,39.44,113.28,64.55,17.69,48.74,70.9,32.23,16.76,35.75,6.52,6.71,21.13,0.82,73.54,45.32,117.08,15.93,50.49,8.46,10.44,7.85,0.84,0.89,1.77,3.15,1.6,11.29,32.33,1.36,1.89,4.83,75.63,190.46,15.57,10.97,10.07,36.26,2.21,3.95,0.92,0.28,0.01,444780.72,149.08,516.68,42.54,24.9,94.83,130.13,21.86,637.26,23.5,115.07,684.85,28.98,63.73,36.27,16.64,91483.87,283463.73,16026.4,0.0,0.0,53806.72,2970.0,1
109,한국항공우주산업(주),47810,2013,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,0,137530899.0,53042940.0,393865987.0,0.0,95964175.0,51678110.0,0.0,193896792.0,201445401.0,0.0,24204351.0,120131301.0,83521192.0,278083880.0,265459379.0,3104252.0,251902054.0,1928096.0,0.0,121027818.0,7084594.0,70060469.0,28792303.0,18828015.0,30355140.0,92434310.0,487375535.0,124077486.0,0.0,5254673.0,6327686.0,165116277.0,2016338618.0,0.0,0.0,332234671.0,31458692.0,3435698.0,6711301.0,0.0,3291474.0,1556445.0,816177.0,1321125.0,3905597.0,501065.0,13554899.0,0.0,17976217.0,5924483.0,21978112.0,10538197.0,1851279.0,4.41,22.9,0.0,17.13,-3.22,2.75,8.33,31.39,-0.97,21.56,52.59,8.54,5.86,24.12,11.24,12.03,6.18,4.48,6.75,6.44,4.67,13.47,9.74,6.88,4.99,25.56,18.48,87.97,93.82,-1.6,-0.49,0.35,-0.14,0.19,2.01,5.03,95.46,16.91,4.49,0.0,0.36,4.01,12.65,70.28,0.69,4.64,4.34,97.28,0.0,17.18,48.76,4.0,2.03,21.75,20685.68,924.0,2067.2,7379.02,1277.92,57.93,31.39,137.68,39.74,42.07,48.66,51.34,197.28,86.46,66.28,158.6,108.82,19.06,26.43,84.96,78.46,392.33,33.68,105.51,75.06,67.34,30.45,69.23,21.4,14.1,28.97,9.64,14.19,24.0,0.97,57.71,38.22,90.42,32.03,116.65,16.44,16.11,17.81,1.04,1.11,2.18,4.14,2.0,15.57,23.44,1.73,2.49,5.69,64.18,127.57,17.49,11.85,12.53,29.13,2.62,4.5,1.11,0.38,0.01,510263.43,161.82,641.32,39.41,28.5,105.49,143.33,34.35,628.5,25.82,113.23,472.42,25.31,65.11,34.89,17.71,92233.77,332234.67,6992.41,0.0,0.0,78802.58,3144.0,1
110,한국항공우주산업(주),47810,2014,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,0,12570473.0,22016935.0,580083775.0,0.0,156916931.0,58870910.0,0.0,183786800.0,202746834.0,0.0,11049275.0,190174721.0,83521192.0,281131920.0,312415134.0,3444644.0,256984174.0,2185077.0,0.0,145004505.0,57463999.0,108537177.0,34818015.0,37488601.0,35987990.0,62624547.0,487375535.0,124077486.0,0.0,5797456.0,8277188.0,171835089.0,2328613261.0,0.0,0.0,383536504.0,41897279.0,4801302.0,8606091.0,0.0,4056186.0,1212668.0,1941593.0,1875750.0,3753384.0,716580.0,6139843.0,0.0,25778346.0,5991408.0,33720912.0,2396759.0,36390390.0,6.72,0.16,0.0,3.28,9.23,20.53,4.08,15.49,52.0,46.99,24.1,22.58,2.77,12.38,11.92,13.58,8.13,5.68,9.56,9.27,6.48,19.3,13.5,10.08,7.05,38.85,27.17,86.42,91.87,-0.88,-0.34,0.31,-0.03,0.16,21.56,6.84,92.88,17.41,3.99,0.0,0.33,3.79,12.38,75.4,0.69,3.64,4.13,105.32,100.0,17.17,50.72,5.0,2.44,18.42,23889.31,1358.0,-1164.22,7816.65,1942.46,59.28,34.64,145.6,38.75,40.72,47.45,52.55,205.32,85.81,56.4,213.14,139.31,2.14,36.23,65.26,108.2,1419.96,33.48,110.75,58.62,28.43,52.13,78.6,31.47,17.33,36.51,14.23,24.08,24.34,1.05,51.42,36.29,83.04,3.97,12.04,2.09,1.89,25.89,1.14,1.24,2.37,4.78,2.19,17.51,20.85,1.94,2.91,5.88,62.1,132.11,15.01,13.02,18.49,19.74,2.76,4.71,1.26,0.15,0.02,643106.45,198.36,720.71,58.6,40.95,118.07,144.07,41.6,652.73,30.49,138.16,478.51,27.62,59.64,40.36,20.58,168769.89,383536.5,7312.75,0.0,0.0,83487.3,3231.0,1
111,한국항공우주산업(주),47810,2015,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,0,10730894.0,17379578.0,1181397542.0,0.0,197939581.0,23064245.0,0.0,216001297.0,236603375.0,0.0,28398859.0,192937972.0,83521192.0,329789934.0,324719702.0,4671371.0,267402317.0,2184077.0,0.0,231546111.0,111074611.0,87162575.0,33977448.0,60976793.0,35148187.0,126355780.0,487375535.0,124077486.0,0.0,6251217.0,10714066.0,382693922.0,3039736651.0,0.0,0.0,403419696.0,38629206.0,5042568.0,8044370.0,0.0,4338698.0,1183514.0,1667161.0,1948019.0,4231721.0,724798.0,12500340.0,0.0,30479689.0,3765528.0,42552243.0,2944682.0,83879586.0,33.15,2.52,0.0,4.28,52.98,7.79,21.36,30.54,100.54,95.74,105.2,20.68,9.25,19.48,-3.7,16.72,12.49,8.53,15.6,15.44,10.54,34.28,23.4,16.62,11.34,77.91,53.18,83.28,87.51,-1.21,0.75,0.37,1.11,0.14,24.45,11.0,89.03,14.48,3.93,0.0,0.4,3.22,12.74,76.92,0.82,3.3,3.65,149.18,100.0,31.5,59.35,8.0,3.21,15.05,31184.75,2659.0,614.02,9699.01,3895.39,68.11,24.41,213.6,51.49,31.89,43.25,56.75,249.18,73.73,47.46,207.58,156.91,1.16,42.39,47.1,85.48,696.92,49.6,131.23,75.87,27.88,55.36,67.82,35.3,16.08,37.18,25.47,31.8,25.89,1.49,52.03,28.85,86.72,-1.68,-5.94,-0.95,-0.88,34.08,1.24,1.33,2.74,6.24,2.25,16.15,22.61,1.92,2.69,6.76,54.03,154.11,15.87,16.75,17.13,21.3,3.47,6.07,1.3,0.13,0.02,847277.72,239.38,861.12,107.56,73.38,113.7,139.32,35.49,795.47,30.17,172.28,676.34,27.87,47.61,52.39,30.59,343072.85,403419.7,11140.35,0.0,0.0,89644.82,3530.0,1
112,한국항공우주산업(주),47810,2016,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,0,53578894.0,16090272.0,1123200931.0,0.0,555317490.0,29347944.0,0.0,306863461.0,325035296.0,0.0,25770809.0,177371158.0,83521192.0,357084574.0,345148027.0,4816289.0,280737399.0,2131598.0,0.0,280803104.0,72612541.0,91975337.0,63114318.0,65908710.0,64108583.0,47390970.0,487375535.0,124077486.0,0.0,6615801.0,14613070.0,609406072.0,2946330610.0,0.0,0.0,463357322.0,35847764.0,4516614.0,6663289.0,0.0,3704335.0,1155216.0,1201100.0,1228365.0,2719603.0,535589.0,29644058.0,0.0,29821269.0,2276436.0,55014663.0,5191755.0,52332666.0,6.15,2.98,0.0,6.87,5.81,8.44,19.03,-3.07,-15.7,2.16,13.44,-4.38,10.62,-12.38,3.96,15.5,10.86,8.99,11.14,11.06,9.15,24.07,19.91,11.84,9.8,65.68,54.33,84.5,89.14,-0.1,0.29,0.38,0.67,0.09,16.5,9.54,89.57,17.01,5.7,0.0,0.41,3.83,13.97,80.55,0.72,2.47,2.7,196.6,0.0,42.14,65.83,13.6,4.59,25.06,30226.49,2717.0,1490.48,11621.52,3283.84,67.9,25.01,211.5,50.91,32.1,48.5,51.5,296.6,66.2,46.89,215.33,161.47,5.7,108.73,46.7,196.02,2135.91,55.47,106.2,65.02,55.07,41.18,54.92,36.37,18.31,37.75,23.76,29.33,32.15,1.97,66.81,31.44,94.04,6.68,18.8,3.44,3.48,28.6,1.02,1.09,2.22,6.05,1.88,11.5,31.74,1.5,1.99,6.06,60.28,108.78,15.91,13.44,7.87,46.35,3.18,5.73,1.02,0.41,0.01,895991.42,228.9,754.5,81.97,67.73,118.2,127.76,30.33,763.22,30.06,179.58,756.38,30.41,51.71,48.29,29.55,317133.75,463357.32,11192.97,0.0,0.0,104307.38,3905.0,1
113,한국항공우주산업(주),47810,2017,1,31,33103,  기타 운송장비 제조업 ,2011-06-30,0,227100460.0,6255226.0,821799897.0,0.0,464133914.0,13425301.0,0.0,420901472.0,455377714.0,0.0,13772525.0,196888467.0,91582789.0,358066362.0,353117833.0,4940124.0,302446955.0,2131598.0,0.0,133631740.0,113188906.0,135389688.0,104582027.0,15364060.0,105363565.0,30018700.0,487375535.0,124077486.0,0.0,7504241.0,21241377.0,296718879.0,2072249142.0,0.0,0.0,455735428.0,39466396.0,5030935.0,8654775.0,0.0,4656648.0,1156802.0,667660.0,1052672.0,4415992.0,640056.0,54179123.0,0.0,38138844.0,6412579.0,58718962.0,43110375.0,-85096487.0,6.22,4.84,0.0,24.53,-2.44,-8.33,-21.11,-29.67,-165.25,-188.82,-188.44,-75.29,6.43,-33.91,-7.52,-1.2,-10.08,-11.35,-6.59,-6.8,-7.65,-16.15,-18.19,-7.46,-8.4,-42.86,-48.26,101.2,110.08,-5.38,-4.3,0.85,-3.45,0.21,0.0,-7.08,115.15,18.73,10.35,0.0,0.73,3.44,10.5,80.96,0.99,2.68,3.34,133.99,0.0,25.99,56.6,0.0,0.0,0.0,21259.27,-2413.0,1073.52,7990.75,-2142.84,62.36,23.51,165.69,47.7,37.64,36.02,63.98,233.99,104.5,60.85,163.48,125.06,18.8,90.89,60.53,315.68,3062.97,28.79,177.64,105.91,52.33,71.73,106.69,24.22,28.45,78.99,-8.66,-17.09,20.62,1.34,96.48,51.84,136.47,6.17,13.87,3.95,6.03,-11.79,0.67,0.74,1.6,4.25,1.16,10.0,36.5,1.04,1.37,4.27,85.46,104.81,11.07,9.04,4.26,85.63,1.93,3.88,0.67,0.0,0.01,236805.18,56.56,498.62,-50.27,-56.66,109.32,0.0,0.0,0.0,7.48,48.32,232.98,11.43,192.45,-92.45,-99.32,-320282.34,455735.43,17708.67,0.0,0.0,83643.42,4156.0,1
114,한솔아트원제지(주),7190,2012,4,17,31701,"  펄프, 종이 및 종이제품 제조업 ",1974-06-24,2017/03/15,2159959.0,2877419.0,96612524.0,0.0,94435000.0,2113000.0,2116000.0,26000.0,1921000.0,61000.0,9544000.0,23694103.0,75050000.0,66962000.0,375301000.0,56000.0,0.0,982000.0,0.0,84500000.0,855000.0,10528000.0,114000.0,0.0,114000.0,122873860.0,77346110.0,0.0,0.0,2919646.0,0.0,440193.0,385030245.0,378649000.0,764245.0,22155000.0,2809000.0,278000.0,505000.0,44000.0,74000.0,454000.0,304000.0,456000.0,47000.0,108000.0,0.0,6000.0,114193.0,0.0,2428000.0,540000.0,-56470.0,-1.43,-1.09,0.0,-1.32,-1.66,-8.75,0.65,-5.97,0.0,0.0,0.0,61.94,2.7,-8.45,-4.15,10.62,2.51,0.08,1.96,1.93,0.06,9.32,0.3,1.98,0.06,12.04,0.39,89.38,97.49,-2.44,-3.83,4.43,1.93,0.01,-21.78,3.47,99.93,5.58,0.0,0.0,4.3,4.74,7.06,90.11,4.29,6.21,6.2,29.56,0.0,0.42,19.93,0.0,0.0,0.0,23978.23,20.0,685.51,6121.22,602.06,32.63,36.21,48.43,20.81,67.37,20.9,79.1,129.56,322.32,108.9,85.56,54.58,1.14,160.65,0.0,111.76,983.19,143.75,378.4,182.42,33.77,195.97,0.0,-5.51,55.69,266.43,0.56,1.02,4.77,0.3,42.52,87.66,125.91,7.69,10.93,6.09,7.86,0.57,0.77,0.79,3.71,4.8,0.97,4.36,83.77,2.35,3.77,6.25,58.4,39.21,14.47,46.14,4.18,87.25,1.14,1.2,1.02,0.16,0.02,58292.25,153.4,1013.24,25.44,0.83,58.3,827.15,478.07,1309.52,11.71,18.55,32.09,15.14,38.01,61.99,0.54,259.25,22155.0,17069.0,0.0,0.0,18809.11,380.0,1
115,한솔아트원제지(주),7190,2013,4,17,31701,"  펄프, 종이 및 종이제품 제조업 ",1974-06-24,2017/03/15,4498383.0,233000.0,92874619.0,0.0,89430000.0,3462000.0,2083000.0,22000.0,592000.0,9000.0,17126773.0,15491000.0,75049000.0,66963000.0,384775000.0,38000.0,0.0,868000.0,0.0,59190021.0,378000.0,9111000.0,394000.0,0.0,394000.0,80000000.0,21224349.0,11540000.0,0.0,2856606.0,10000.0,-24117261.0,392658849.0,387276000.0,405849.0,21882000.0,2623000.0,210000.0,362000.0,152000.0,95000.0,436000.0,240000.0,453000.0,62000.0,142000.0,0.0,188000.0,73629.0,0.0,1498000.0,12000.0,15484.0,-5.52,-2.3,0.0,-3.03,-10.65,-20.29,-4.59,1.98,19.14,-16.87,-34.81,1.11,-4.47,6.76,3.39,11.55,2.93,0.07,2.41,2.38,0.05,11.33,0.26,2.44,0.06,22.58,0.51,88.45,97.07,-2.86,-2.8,3.66,0.39,0.02,5.57,3.02,99.93,5.46,0.0,0.0,3.59,4.93,7.58,99.69,3.76,5.21,5.23,357.04,0.0,-24.3,75.29,0.0,0.0,0.0,9604.57,14.0,-374.76,2307.94,281.72,30.85,32.3,44.62,20.89,69.15,21.11,78.89,457.04,327.59,111.11,81.69,55.3,2.53,190.76,0.0,151.01,521.63,126.32,373.75,178.91,38.22,194.84,0.0,-6.91,59.28,280.83,0.79,1.02,16.49,3.57,39.14,84.09,117.2,-0.58,-0.77,-0.46,-0.55,0.8,0.81,0.83,3.86,7.7,1.03,5.47,66.78,2.55,3.89,7.43,49.1,29.37,20.04,73.46,4.27,85.44,1.19,1.25,1.16,0.16,0.01,56300.11,155.1,1081.7,31.73,0.72,60.28,847.95,485.22,1295.23,11.97,18.29,31.96,14.34,38.87,61.13,0.47,277.94,21882.0,14373.17,0.0,0.0,19766.69,363.0,1
116,한솔홀딩스(주),4150,2012,1,71,31701,  전문 서비스업 ,1972-05-17,0,50808000.0,37060120.0,268931082.0,0.0,286043000.0,10253000.0,875120.0,1083000.0,4988075.0,33971000.0,56648666.0,49405000.0,436971000.0,498221000.0,1036758000.0,0.0,0.0,4805000.0,0.0,167738986.0,101594000.0,17198000.0,28060924.0,438658.0,54583777.0,36179000.0,218122350.0,0.0,-17697000.0,-4598000.0,4600000.0,26155000.0,1779381328.0,1315355000.0,108542328.0,109930000.0,27592000.0,3337000.0,3339000.0,0.0,1143000.0,4055000.0,2022000.0,2328000.0,1170000.0,1551000.0,0.0,8207000.0,3515107.0,1816000.0,6251000.0,377000.0,20533134.0,-4.27,-0.6,-20.58,-2.12,-11.29,-12.14,-0.1,0.76,3.46,0.0,0.0,23.02,-0.67,-3.2,8.58,17.9,6.59,1.26,4.81,4.61,0.88,15.16,3.75,5.16,0.98,53.76,12.98,82.1,93.41,-4.18,-3.54,3.96,0.7,0.07,47.85,3.66,96.18,6.28,0.19,0.0,4.03,3.92,5.18,63.78,3.99,9.2,8.69,254.22,0.0,6.44,74.58,5.56,1.57,23.64,40788.61,0.0,4608.42,17355.24,2687.9,21.75,32.57,27.8,14.67,78.25,31.05,68.95,346.11,252.01,120.32,62.2,41.94,5.81,146.76,0.0,154.13,288.93,95.22,222.05,112.61,63.28,109.44,0.0,-13.22,33.09,106.58,1.55,1.61,22.99,2.62,32.33,110.53,125.29,8.72,18.16,6.01,8.4,1.66,0.7,0.78,2.3,8.16,1.01,10.15,35.98,3.09,4.6,9.45,38.63,20.25,29.83,123.52,6.06,60.22,0.9,1.01,1.29,0.19,0.02,291959.61,252.94,1665.72,116.3,57.68,80.9,981.3,526.28,1925.85,11.74,17.39,59.24,16.41,37.65,62.35,7.67,42912.07,109930.0,70529.54,0.0,0.0,68588.0,890.0,1
