현금및현금성자산(*)(IFRS연결)(천원),유동금융자산(*)(IFRS연결)(천원),매출채권 및 기타유동채권(*)(IFRS연결)(천원),이연법인세자산(IFRS연결)(천원),상각후원가측정 유가증권(IFRS연결)(천원),매출채권(IFRS연결)(천원),미수금(IFRS연결)(천원),단기대여금(IFRS연결)(천원),선급금(IFRS연결)(천원),기타유동자산(IFRS연결)(천원),상품(IFRS연결)(천원),제품(IFRS연결)(천원),반제품(IFRS연결)(천원),재공품(IFRS연결)(천원),원재료(부재료)(IFRS연결)(천원),저장품(소모품)(IFRS연결)(천원),미착품(IFRS연결)(천원),완성건물(IFRS연결)(천원),용지(IFRS연결)(천원),미완성공사(IFRS연결)(천원),미완성건물(IFRS연결)(천원),기타재고자산(IFRS연결)(천원),장기대여금(IFRS연결)(천원),장기당기손익인식금융자산(IFRS연결)(천원),투자부동산(*)(IFRS연결)(천원),토지(IFRS연결)(천원),건물 및 부속설비(IFRS연결)(천원),구축물(IFRS연결)(천원),기계장치(IFRS연결)(천원),중장비(IFRS연결)(천원),시설장치(IFRS연결)(천원),제설비(IFRS연결)(천원),미착자산(IFRS연결)(천원),차량운반구(IFRS연결)(천원),선박(IFRS연결)(천원),항공기(IFRS연결)(천원),공구,리스개량자산(IFRS연결)(천원),임대(주택)자산(IFRS연결)(천원),임차개량자산(IFRS연결)(천원),건설중인자산(IFRS연결)(천원),유형탐사평가자산(IFRS연결)(천원),임대주택용지(IFRS연결)(천원),미완성임대주택(IFRS연결)(천원),임대주택토지(IFRS연결)(천원),완성임대주택(IFRS연결)(천원),임대주택(IFRS연결)(천원),기타임대주택자산(IFRS연결)(천원),기타유형자산(IFRS연결)(천원),영업권(IFRS연결)(천원),개발비(IFRS연결)(천원),특허권(IFRS연결)(천원),기타산업재산권(IFRS연결)(천원),컴퓨터소프트웨어(IFRS연결)(천원),브랜드(IFRS연결)(천원),라이선스와 프랜차이즈(IFRS연결)(천원),저작권(IFRS연결)(천원),회원권(IFRS연결)(천원),제이용권(사용권)(IFRS연결)(천원),개발중인 무형자산(IFRS연결)(천원),무형탐사평가자산(IFRS연결)(천원),제호와 출판표제(IFRS연결)(천원),조리법,배출권자산(IFRS연결)(천원),기타무형자산(IFRS연결)(천원),장기매출채권(IFRS연결)(천원),*특수관계자장기매출채권(IFRS연결)(천원),장기공사미수금(IFRS연결)(천원),장기분양미수금(IFRS연결)(천원),장기미수금(IFRS연결)(천원),*특수관계자 장기미수금(IFRS연결)(천원),장기임대미수금(IFRS연결)(천원),장기미청구공사(IFRS연결)(천원),장기임대주택채권(IFRS연결)(천원),장기대출채권(IFRS연결)(천원),장기미수수익(IFRS연결)(천원),장기보증금(IFRS연결)(천원),기타장기채권(IFRS연결)(천원),매입채무(IFRS연결)(천원),미지급금(*)(IFRS연결)(천원),보증금(*)(IFRS연결)(천원),미지급배당금(IFRS연결)(천원),미지급비용(*)(IFRS연결)(천원),단기차입금(IFRS연결)(천원),단기매입채무 및 기타유동채무(IFRS연결)(천원),선수금(*)(IFRS연결)(천원),당기법인세부채(미지급법인세)(IFRS연결)(천원),(추정공사손실)(IFRS연결)(천원),이연법인세부채(IFRS연결)(천원),기타유동부채(*)(IFRS연결)(천원),사채(*)(IFRS연결)(천원),전환사채(IFRS연결)(천원),신주인수권부사채(IFRS연결)(천원),장기차입금(*)(IFRS연결)(천원),장기매입채무(*)(IFRS연결)(천원),기타장기충당부채(*)(IFRS연결)(천원),장기공사선수금(IFRS연결)(천원),기타비유동부채(IFRS연결)(천원),보통주자본금(IFRS연결)(천원),우선주자본금(IFRS연결)(천원),주식발행초과금(IFRS연결)(천원),감자차익(IFRS연결)(천원),합병차익(IFRS연결)(천원),재평가적립금(2001년 이전)(IFRS연결)(천원),기타자본잉여금(IFRS연결)(천원),주식할인발행차금(IFRS연결)(천원),배당건설이자(IFRS연결)(천원),자기주식(IFRS연결)(천원),매도가능금융자산평가손익(IFRS연결)(천원),환산 관련 외환차이 적립금(환율변동차이)(IFRS연결)(천원),파생상품평가이익(IFRS연결)(천원),파생상품평가손실(IFRS연결)(천원),기타포괄손익누계액(*)(IFRS연결)(천원),주식매입선택권(IFRS연결)(천원),이익준비금(IFRS연결)(천원),기업합리화적립금(IFRS연결)(천원),재무구조개선적립금(IFRS연결)(천원),기업발전적립금(IFRS연결)(천원),기타법정적립금(IFRS연결)(천원),재평가손익(IFRS연결)(천원),보험수리적손익(IFRS연결)(천원),기술개발준비금(IFRS연결)(천원),연구및인력개발준비금(IFRS연결)(천원),사업손실준비금(IFRS연결)(천원),퇴직급여적립금(IFRS연결)(천원),기타임의적립금(IFRS연결)(천원),기타이익잉여금(IFRS연결)(천원),미처분이익잉여금(결손금)(IFRS연결)(천원),*전기이월미처분이익잉여금(결손금)(IFRS연결)(천원),매출액(수익)(*)(IFRS연결)(천원),상품매출액(IFRS연결)(천원),제품매출액(IFRS연결)(천원),건설계약으로 인한 수익(공사수익)(IFRS연결)(천원),임대수익(IFRS연결)(천원),분양수익(IFRS연결)(천원),수수료수익(IFRS연결)(천원),기타수익(IFRS연결)(천원),당기상품매입액(IFRS연결)(천원),기초제품재고액(IFRS연결)(천원),(기말제품재고액)(IFRS연결)(천원),(대체)(IFRS연결)(천원),종업원 급여비용(IFRS연결)(천원),급여(IFRS연결)(천원),퇴직급여(IFRS연결)(천원),복리후생비(IFRS연결)(천원),보험료(IFRS연결)(천원),여비교통비(IFRS연결)(천원),임차료(IFRS연결)(천원),접대비(IFRS연결)(천원),감가상각비(IFRS연결)(천원),세금과공과(IFRS연결)(천원),광고선전비(IFRS연결)(천원),차량유지비(IFRS연결)(천원),연구개발비(IFRS연결)(천원),경상연구개발비(IFRS연결)(천원),대손상각비(IFRS연결)(천원),미분양주택관리비(IFRS연결)(천원),기타(IFRS연결)(천원),이자수익(IFRS연결)(천원),배당금수익(IFRS연결)(천원),외환차손(IFRS연결)(천원),외화환산손실(IFRS연결)(천원),지분법이익(IFRS연결)(천원),투자자산처분이익(IFRS연결)(천원),유형,무형자산처분이익(IFRS연결)(천원),사채상환이익(IFRS연결)(천원),법인세환급액(IFRS연결)(천원),대손충당금환입액(IFRS연결)(천원),전기오류수정이익(IFRS연결)(천원),채무면제이익(IFRS연결)(천원),보험차익(IFRS연결)(천원),이자비용(IFRS연결)(천원),기타대손상각비(IFRS연결)(천원),재고자산감모손실(IFRS연결)(천원),외환차손(IFRS연결)(천원).1,외화환산손실(IFRS연결)(천원).1,지분법적용투자주식손상차손(IFRS연결)(천원),기부금(IFRS연결)(천원),투자자산처분손실(IFRS연결)(천원),보상비(IFRS연결)(천원),법인세추납액(IFRS연결)(천원),전기오류수정손실(IFRS연결)(천원),법인세비용(IFRS연결)(천원)
300.0,300.0,300.0,300.0,101.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,279.0,279.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,101.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,279.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
102316857.17,72358600.48666666,362507287.2133333,26583367.57,239693.44554455444,143768427.52666667,38865473.88,15884610.51,47867199.43666667,13789271.11,8216072.076666667,28480633.826666668,13232910.806666667,27626906.406666666,41811627.403333336,3037860.276666667,13357426.41,2212761.4566666665,24061424.206666667,1418670.07,1709920.8533333333,8536355.19,32849258.786666665,478629.0,22602475.633333333,116047537.2,104518270.45,26739595.19333333,137635541.02,385575.7966666667,1302704.04,6343092.466666667,48004.4,5923793.13,9700867.193333333,8937170.086666666,30002206.633333333,0.0,40851.17204301075,2683.4265232974913,19876726.356666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63367097.07,59016445.61333334,33638706.11,41646.426666666666,12723312.78,2783798.2,31630.0,29035.733333333334,18642.106666666667,1151631.6033333333,2968100.0966666667,188187.65,6983.043333333333,0.0,0.0,0.0,20842823.19,1108931.09,0.0,9256947.85,0.0,8624039.123333333,0.0,0.0,342465.0133333333,0.0,361112.83666666667,30780.046666666665,15123804.02,8533035.333333334,122308197.66333333,44484095.31333333,998703.14,7274.243333333333,38942651.47333334,23060.896666666667,3001.96,49083812.873333335,8827208.426666666,0.0,15865347.8,55567586.03333333,83202663.76333334,3211189.6333333333,6386537.66,87760282.33,36906.03,16537228.453333333,2365163.3333333335,6290792.53,105652710.05333333,671171.75,86300255.92666666,10448274.99,91124.51333333334,7602434.37,14968172.24,-1071.0033333333333,0.0,-14184953.286666667,1888508.2366666666,-6095497.626666667,0.0,0.0,11077445.46,810648.9233333333,17025656.53,405463.8433333333,865384.65,21666.666666666668,1774654.2966666666,284525.63333333336,-1669.4333333333334,19012787.366666667,21092477.576666668,5533.333333333333,0.0,134256743.46666667,2986574.29,50927322.593333334,0.0,1097890333.9233334,18873856.56,157552971.60333332,242044138.32666665,804150.0466666666,6669162.216666667,3720252.07,436962658.78,1253404.2733333334,645975.01,647608.25,0.0,117877540.42333333,29906729.35333333,2692321.7,5565155.64,629111.8633333333,1696951.4566666668,2672194.5166666666,386473.63666666666,2656126.3,1022728.28,8722936.823333334,373467.25,8351577.44,4721720.47,3861229.2933333335,0.0,8218126.986666666,4512190.986666666,446507.01666666666,0.0,0.0,859165.7866666666,0.0,0.0,0.0,1622.358422939068,0.0,160285.04666666666,1882.4066666666668,0.0,0.0,0.0,0.0,0.0,8048354.73,5230259.293333333,0.0,0.0,0.0,11264.49,0.0,0.0,11407629.68
328100163.7325981,243826389.8325417,1156711575.4600248,110555239.72579353,2042323.6605736734,458297506.55956465,141364083.00721648,59791404.68524691,174256691.26112592,129378195.89501074,29856881.826722965,107459764.31925887,132456771.69883808,101270432.93314704,149065918.14418456,16544032.639491837,71276772.1993198,14969983.855734218,128985218.29609857,18159269.3930718,10924962.146556977,97022125.9188608,188301345.4581179,4416574.351466218,71405020.41282198,456296252.9435709,295882109.83606815,147706789.3223071,382256145.8359836,4559280.157906237,3549506.9034170676,50613297.04779032,448559.66955561156,28596459.35433154,67752040.83190346,111363946.07155623,87016040.53649765,0.0,483659.27581723226,35116.09290123773,65084094.131741025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515378286.0563255,437795701.1009369,174441808.74193528,316933.2846725037,110150415.46526507,7759846.066755324,315240.36553113034,297118.2804527509,147177.07012369807,3506201.649243629,17753998.566185694,1145814.472346536,90467.83578114677,0.0,0.0,0.0,58611344.21052282,4938876.552884518,0.0,100260225.50797814,0.0,54549716.39720301,0.0,0.0,5931668.029080864,0.0,6254657.803719881,353109.35169875476,85033905.69402544,109970656.9476374,435671255.4751344,138645657.01198772,5804925.606570603,54948.513466681856,154243547.67159912,399426.4469476243,36641.81696185321,271339824.022675,31258820.404907927,0.0,51016347.57664146,274770366.7732992,327467537.5265644,10162229.013739742,75178508.39452466,324885274.8013253,635027.4152967761,68893132.94701527,30240423.45635039,38243285.42011135,281257272.4401105,6428915.015841974,176523026.71061727,65241291.89303243,683667.967188568,59638464.6079671,78500944.63286243,9924.146422608856,0.0,53828134.73107783,10605122.369982822,44356635.58026373,0.0,0.0,78693178.36906105,4519733.084630984,91289799.95155509,2010940.246228005,7107504.042435849,309650.61045864836,13756050.680351598,2679834.348887898,28915.433531824026,200132837.6427431,161985174.81220537,67655.7948551378,0.0,610935781.6789777,24574665.275695533,391572591.2421269,0.0,3116403957.9373875,83663433.10290474,813235746.9712706,1355654801.8987722,5740760.9280729,67940954.69641666,37258924.57868738,1906137804.1057448,6841977.93266784,3813544.536372999,3324075.541493763,0.0,323524298.059482,77094095.55146512,6999080.197173727,17096614.131027214,6424159.502537772,5191031.550102108,7090826.5309298355,598260.5005931037,7943702.837133767,5839932.196798146,41584258.09968015,1301283.477129978,26800601.944632623,25216384.334506962,18187324.82010005,0.0,64046532.84238896,12087425.563690897,2300212.388026331,0.0,0.0,4889723.199744889,0.0,0.0,0.0,16522.94723459208,0.0,1749217.4496680398,26239.319929624435,0.0,0.0,0.0,0.0,0.0,53572366.80086472,27462980.3124645,0.0,0.0,0.0,72862.13265090466,0.0,0.0,85118546.64444387
879.0,0.0,618564.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-233286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294331.0,0.0,0.0,0.0,0.0,0.0,-15481497.0,-107465.0,0.0,-339058605.0,-30635000.0,-455988000.0,0.0,0.0,-131992443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500830.0,0.0,0.0,0.0,0.0,0.0,-88883019.0,-2442226792.0,0.0,3490600.0,0.0,0.0,0.0,0.0,0.0,0.0,-46057142.0,0.0,0.0,0.0,0.0,-23863635.0,0.0,-215567.0,0.0,0.0,0.0,-484311.0,0.0,-5100.0,0.0,-515675.0,0.0,0.0,0.0,-9150000.0,0.0,-5144602.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-950633560.0
2938053.5,1541251.0,10151719.25,0.0,0.0,7815650.0,392467.25,24500.0,422403.0,0.0,0.0,0.0,0.0,0.0,239033.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2270103.5,2078371.75,0.0,845745.5,0.0,0.0,0.0,0.0,54484.0,0.0,0.0,277489.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2641234.75,1391562.25,0.0,0.0,402719.0,0.0,0.0,49233.5,0.0,0.0,0.0,109666.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6733070.0,0.0,14761753.0,0.0,0.0,0.0,0.0,0.0,0.0,-4901755.75,0.0,0.0,0.0,0.0,-277442.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24579933.5,0.0,33371114.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5995525.0,2442127.25,197742.75,360450.0,14232.0,126122.5,137138.5,49420.5,196497.5,0.0,16599.25,16926.75,55919.0,0.0,0.0,0.0,0.0,122513.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11428649.5,6121410.5,24718843.0,681086.5,0.0,20088827.0,1936490.0,871690.0,1931871.5,0.0,534232.5,1866519.5,0.0,1151933.0,2133377.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50991.0,0.0,0.0,10921133.0,11718475.0,268825.5,10056899.5,0.0,0.0,0.0,0.0,271600.5,0.0,0.0,2504808.5,0.0,0.0,0.0,304223.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,821049.0,376747.5,0.0,21247.5,107095.5,0.0,0.0,0.0,160341.0,0.0,0.0,0.0,0.0,0.0,0.0,215605.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48050.0,0.0,8344358.0,3620976.5,0.0,0.0,981664.0,0.0,0.0,542648.0,180337.5,0.0,0.0,1119064.5,0.0,0.0,0.0,4059375.0,0.0,0.0,0.0,0.0,13117010.0,0.0,36610412.5,0.0,0.0,0.0,3862.0,0.0,0.0,-765648.0,0.0,0.0,0.0,0.0,16910.5,0.0,128173.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121527.5,0.0,95710714.0,262258.5,5803059.5,0.0,0.0,0.0,0.0,359484.5,0.0,0.0,0.0,0.0,15389022.0,6440864.0,589094.0,918523.0,71118.5,462248.0,431402.0,205779.0,474743.0,0.0,167237.5,93058.5,1055084.0,0.0,113583.5,0.0,57803.0,412881.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40994.5,2550.5,0.0,0.0,0.0,0.0,0.0,0.0,336065.5
40958511.25,23954757.75,104851618.75,6086310.75,0.0,64687668.5,8583851.0,6163765.5,7966051.0,0.0,4297055.75,8656887.0,0.0,5227357.25,7654123.25,234451.0,767474.75,0.0,0.0,0.0,0.0,0.0,1120000.0,0.0,6904056.0,31244746.75,37555127.25,4799341.0,54055777.75,0.0,298648.25,0.0,0.0,1238653.75,0.0,0.0,10558191.75,0.0,0.0,0.0,5832327.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3044207.0,10091246.25,5573169.5,0.0,325889.5,1427837.25,0.0,0.0,0.0,1107439.75,0.0,0.0,0.0,0.0,0.0,0.0,2859309.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752223.25,0.0,43250596.0,14066115.75,0.0,0.0,6388765.25,0.0,0.0,6029985.25,1891207.75,0.0,2768455.25,7463879.5,10575000.0,0.0,0.0,21898069.75,0.0,861463.5,0.0,0.0,33685480.0,0.0,62165758.5,0.0,0.0,0.0,1189656.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2033970.75,113144.75,2112832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5091068.5,0.0,39346426.25,0.0,424097195.75,8327585.0,52509110.5,0.0,0.0,0.0,0.0,28252823.0,0.0,0.0,0.0,0.0,58566200.5,18381317.0,1521964.5,3048337.0,285951.75,1269122.0,1228057.75,467052.0,1628042.0,0.0,1449121.0,224342.5,3858455.5,203529.0,776336.5,0.0,971393.25,2083854.75,8243.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,824125.75,372666.5,0.0,0.0,0.0,0.0,0.0,0.0,4523054.5
2542381000.0,2099634374.0,7980449000.0,1335461250.0,20291000.0,3595024000.0,1095078000.0,759898242.0,1743728000.0,1752560590.0,321464000.0,792856000.0,1672321563.0,696827000.0,1046853464.0,196870260.0,820482000.0,154225000.0,1060753000.0,284796000.0,128398383.0,1198198771.0,1869330268.0,50285359.0,505206000.0,4523955000.0,2148534000.0,1451272000.0,2836325000.0,56695000.0,25271229.0,594139801.0,5424560.0,279721558.0,902902000.0,1603114184.0,609007000.0,0.0,6221170.0,554010.0,575619000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6218617025.0,4482002000.0,1551845624.0,4091147.0,1154687000.0,59990422.0,3163000.0,3622780.0,1628756.0,33657000.0,187060000.0,14446861.0,1413136.0,0.0,0.0,0.0,381140000.0,59131000.0,0.0,1243259000.0,0.0,437533000.0,0.0,0.0,102739504.0,0.0,108333851.0,5110000.0,845185000.0,1744612801.0,3082932726.0,961688000.0,62552507.0,615987.0,1355877827.0,6918269.0,603658.0,2512608000.0,224835607.0,0.0,373209052.0,2516302000.0,2725117685.0,56600000.0,1286218000.0,3043437045.0,10999000.0,537422168.0,462892000.0,367138922.0,2078113190.0,64521050.0,1377025703.0,532974000.0,5324104.0,594262000.0,729478795.0,0.0,0.0,0.0,101998208.0,4857447.0,0.0,0.0,728803239.0,55188428.0,603145000.0,12851000.0,61810000.0,5300000.0,138118000.0,31903000.0,0.0,3150000000.0,1875878961.0,830000.0,0.0,4880360000.0,266107506.0,3019298486.0,0.0,19233180000.0,926164517.0,8313935000.0,16864243000.0,74557000.0,1087674000.0,443135911.0,15575355130.0,69689303.0,44317110.0,37842566.0,0.0,2055868000.0,486484000.0,45422000.0,196776000.0,111072000.0,47359000.0,58111000.0,5074554.0,62488000.0,62921000.0,308238000.0,11984000.0,219528000.0,268487229.0,207130239.0,0.0,894221532.0,78772000.0,20509000.0,0.0,0.0,53398903.0,0.0,0.0,0.0,252280.0,0.0,28941000.0,449505.0,0.0,0.0,0.0,0.0,0.0,732848000.0,339172000.0,0.0,0.0,0.0,745141.0,0.0,0.0,419124403.0
