회사명,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,산업명,상장일,상장폐지일,총자본증가율,유형자산증가율,유동자산증가율,영업이익증가율,경상이익증가율 (2007년 이전 발생),순이익증가율,재고자산증가율,자기자본증가율,매출액증가율,종업원1인당 부가가치증가율,종업원수증가율,비유동자산증가율,종업원1인당 매출액증가율,종업원1인당 인건비증가율,매출액총이익률,매출액영업이익률,매출액경상이익률 (2007년 이전 발생),매출액순이익률,총자본사업이익률,총자본영업이익률,총자본경상이익률 (2007년 이전 발생),총자본순이익률,자기자본영업이익률,자기자본경상이익률 (2007년 이전 발생),자기자본순이익률,자본금영업이익률,자본금경상이익률 (2007년 이전 발생),자본금순이익률,조세 대 조세차감전순이익률,기업경상이익률 (2007년 이전 발생),투자수익률 (2007년 이전 발생),기업순이익률,경영자본영업이익률,경영자본순이익률,매출원가 대 매출액비율,영업비율,영업외손익률,금융비용부담률,외환이익 대 매출액비율,광고선전비 대 매출액비율,수지비율,인건비 대 총비용비율,조세공과 대 총비용비율,금융비용 대 총비용비율,감가상각비 대 총비용비율,감가상각률,누적감가상각률,이자부담률,지급이자율,차입금평균이자율,사내유보율,사내유보 대 자기자본비율,적립금비율(재정비율),평균배당률,자기자본배당률,배당성향,1주당매출액(원),EPS(Earning Per Share)(원),1주당경상이익 (2007년 이전 발생)(원),CPS(Cash flow Per Share)(원),BPS(Book-value Per Share)(원),유보율,R & D 투자효율,1주당영업이익(원),유동자산구성비율,재고자산 대 유동자산비율,유동자산 대 비유동자산비율,당좌자산구성비율,비유동자산구성비율,자기자본구성비율,타인자본구성비율,자기자본배율,비유동비율,비유동장기적합률,유동비율,당좌비율,현금비율,원재료비율,매출채권비율,재고자산 대 순운전자본비율,매출채권 대 매입채무비율,"매출채권 대 상,제품비율",매입채무 대 재고자산비율,부채비율,유동부채비율,단기차입금 대 총차입금비율,비유동부채비율,비유동부채 대 순운전자본비율,순운전자본비율,차입금의존도,차입금비율,이자보상배율(이자비용),이자보상배율(순금융비용),유보액대비율,유보액 대 납입자본배율,유동자산집중도,비유동자산집중도,투자집중도,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,영업이익대비이자보상배율,총자본회전률,경영자본회전률,자기자본회전률,자본금회전률,타인자본회전률,매입채무회전률,매입채무회전기간,유동자산회전률,당좌자산회전률,재고자산회전률,재고자산회전기간,"상품,제품회전률","원,부재료회전률",재공품회전률,매출채권회전률,매출채권회전기간,비유동자산회전률,유형자산회전율,순운전자본회전률,운전자본회전률,1회전기간,부가가치(백만원),종업원1인당 부가가치(백만원),종업원1인당 매출액(백만원),종업원1인당 경상이익 (2007년 이전 발생)(백만원),종업원1인당 순이익(백만원),종업원1인당 인건비(백만원),노동장비율,기계장비율,자본집약도,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,자본분배율,이윤분배율,부가가치(백만원),법인세비용차감전(계속사업)손익(백만원),인건비(백만원),금융비용(백만원),임차료(백만원),조세공과(백만원),감가상각비(백만원),종업원1인당 부가가치(백만원),총자본투자효율,기계투자효율,부가가치율,종업원수
(주)쏠리드윈텍,075835,2023/12,7,26,032604,"전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",0,0,31.72,17.68,41.75,-2.81,,-1.74,35.11,20.94,23.04,0,0,15.89,0,0,20.47,7.05,,5.67,10.65,10.34,,8.32,23.43,,18.84,35.57,,28.60,16.42,,,8.58,11.11,8.93,79.53,92.95,-0.27,0.18,0.01,0,93.24,5.56,0,0.20,4.40,19.76,38.14,0.48,2.32,2.85,0,40.40,40.56,0,0,0,"2,521.47",265,,276.97,791.43,66.21,2.66,177.85,65.86,57.98,192.92,27.68,34.14,42.50,57.50,166.21,80.32,59.65,153.99,64.71,35.23,0,25.42,165.36,49,63.71,51.87,135.28,100.63,35.35,34.66,63.78,23.09,21.74,51.15,18.03,38.10,16.93,0.66,43.55,24.66,70.49,23.05,60.97,13.25,10.28,38.56,1.47,1.57,3.32,5.04,2.62,7.82,46.70,2.30,5.62,3.88,94.04,11.65,5.82,0,12.13,30.09,4.06,5.62,1.32,0.12,0.01,"8,747.91",0,0,,0,0,0,0,0,21,101.47,"1,551.82",16.29,31.92,68.08,34.82,"8,747.91","3,644.74","2,792.29",98.25,3.66,0,"2,208.97",0,21,"1,551.82",16.29,0
(주)어썸리드,087773,2017/12,7,29,032902,기타 기계 및 장비 제조업,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,55.69,42.67,,34.48,55.43,55.32,,44.70,127.49,,103.01,"3,410.75",,"2,755.77",17.42,,,46.67,66.95,54.09,44.31,57.33,2.75,1.52,0,0.35,56.52,10.36,0.34,2.57,13.60,18.43,12.46,3.47,2.60,5.21,0,96.26,96.26,0,0,0,"799,246.07","137,789",,"316,583.60","534,998.13","2,575.24",0,"341,074.73",13.53,0.16,15.65,13.51,86.47,43.39,56.61,"2,675.24",199.27,191.28,24.69,24.65,0.88,0,"44,937.11",0,182.28,"44,937.11","24,653.42",130.45,126.27,0,4.17,0,-41.27,39.75,91.61,26.72,30.94,41.77,25.75,10.44,66.70,127.49,22.68,32.29,12.84,19.81,28.13,1.30,1.57,2.99,79.92,2.29,23.98,15.22,9.58,9.60,"5,913.04",0.06,"5,913.04",0,0,13.16,27.74,1.50,1.98,1.90,0,0.08,"7,513.86",0,0,,0,0,0,0,0,40.63,62.27,496.24,62.67,9.76,90.24,55.01,"7,513.86","5,445.90",733.14,181.89,166.29,23.81,962.83,0,40.63,496.24,62.67,0
(주)어썸리드,087773,2018/12,7,29,032902,기타 기계 및 장비 제조업,0,0,2.09,-3.40,-28.77,-74.14,,-93.98,4.34,3.10,-32.47,0,0,6.92,0,0,41.52,16.34,,3.07,7.31,7.08,,1.33,16.23,,3.05,441.02,,82.90,4.94,,,3.14,8.66,1.63,58.48,83.66,-1.60,4.19,0,0.15,85.73,18.80,0.67,4.73,17.45,12.03,24.37,3.22,4.04,4.55,0,96.37,96.37,0,0,0,"269,872.33","8,290",,"11,483.77","275,156.67","2,658.13",0,"44,101.77",9.44,0.24,10.42,9.42,90.56,43.82,56.18,"2,758.13",206.66,122.76,35.98,35.90,11.88,0,"15,937.41",0,"1,201.04","15,937.41","1,326.97",128.20,59.86,45.21,68.34,0,-16.79,49.99,114.09,3.47,4.52,42.23,26.58,26.46,204.37,188.43,24.01,26.98,13.49,31.45,3.90,0.43,0.53,0.99,26.99,0.77,15.34,23.80,3.78,3.79,"1,954.18",0.19,"1,954.18",0,0,6.49,56.28,0.49,0.68,0.84,0,0.03,"4,318.75",0,0,,0,0,0,0,0,22.87,37.01,401.66,53.34,31.21,68.79,5.76,"4,318.75","1,193.33","1,347.95",338.96,139.55,47.83,"1,251.13",0,22.87,401.66,53.34,0
(주)어썸리드,087773,2019/12,7,29,032902,기타 기계 및 장비 제조업,0,0,5,16.87,-31.51,0,,0,-16.40,-41.45,-56.95,0,0,8.80,0,0,-19.53,-81.37,,-98.38,-14.60,-14.65,,-17.72,-43.24,,-52.28,-945.39,,"-1,143.12",0,,,-15.59,-19.47,-23.54,119.53,181.37,-11.24,11.80,0,0,190.88,16.57,1.06,6.07,15.39,10.41,35.36,3.22,3.07,3.64,0,93.81,93.81,0,0,0,"116,189.30","-114,312",,"-67,230.43","160,999.56","1,515.02",6.25,"-94,539.22",6.16,0.29,6.56,6.14,93.84,24.44,75.56,"1,615.02",384.01,154.96,15.61,15.57,3.62,0,"16,004.34",0,"1,120.89","16,004.34","1,427.82",309.20,161.39,51.41,147.82,0,-33.28,69.20,283.18,-6.73,-6.85,22.92,15.15,43.08,512.18,398.30,-5.58,-6.09,-4.22,-23.99,-6.89,0.18,0.24,0.53,11.62,0.27,65.37,5.58,2.32,2.33,897.43,0.41,897.43,0,0,5.62,64.94,0.20,0.28,0.44,0,0.02,-461.32,0,0,,0,0,0,0,0,-2.33,-4.09,-43.71,-13.23,0,0,0,-461.32,"-3,227.98","1,123.41",411.39,116.45,71.64,"1,043.76",0,-2.33,-43.71,-13.23,0
(주)어썸리드,087773,2020/12,7,29,032902,기타 기계 및 장비 제조업,0,0,17.98,30.04,-10.91,0,,0,-32.13,9.86,114.33,0,0,19.88,0,0,38.47,9.42,,6.40,3.26,3.26,,2.21,13.84,,9.40,234.60,,159.26,14.56,,,4.38,4.88,3.31,61.53,90.58,-3.03,6.26,0,0.01,93.89,16.60,1.11,6.37,11.93,8.81,41.89,2.83,3.11,3.26,0,94.36,94.36,0,0,0,"249,033.45","15,926",,"90,259.12","177,080.42","1,674.28",3.02,"23,460.20",4.65,0.22,4.88,4.64,95.35,22.76,77.24,"1,774.28",419.02,229.52,7.95,7.94,0.66,0,"30,236.25",0,"14,338.44","30,236.25",210.88,339.45,256.89,81.24,82.56,0,-53.81,64.28,282.46,1.50,2.02,21.47,16.74,15.45,273.79,200.42,1.91,2.30,1.48,4.62,1.50,0.35,0.52,1.47,24.90,0.45,268.90,1.36,6.47,6.49,"2,516.34",0.15,"2,516.34",0,0,11.56,31.56,0.37,0.48,0.63,0,0.03,"3,205.29",0,0,,0,0,0,0,0,13.70,25.69,517.19,42.90,38.01,61.99,14.91,"3,205.29",477.79,"1,218.31",467.76,84.61,81.39,875.42,0,13.70,517.19,42.90,0
(주)어썸리드,087773,2021/12,7,29,032902,기타 기계 및 장비 제조업,0,0,3.64,0.89,21.71,0,,0,139.89,-38.67,-40.06,0,0,2.76,0,0,9.70,-33.64,,-45.97,-6.32,-6.32,,-8.64,-35.08,,-47.94,-502.06,,-686.12,0,,,-6.14,-8.39,-11.47,90.30,133.64,-12.33,13.30,-0.01,0,145.19,13.81,1.22,9,14.91,7.62,33.40,3.05,3.27,3.58,0,90.81,90.81,0,0,0,"149,259.21","-68,612",,"-38,509.47","108,593.55",988.16,5.75,"-50,205.64",5.46,0.44,5.78,5.44,94.54,13.47,86.53,"1,088.16",702.07,284.90,8.17,8.14,3.22,0,"13,046.84",0,"32,499.60","13,046.84",40.14,642.62,496.20,83.10,146.42,0,-61.36,75.13,557.90,-2.53,-2.46,12.23,9.88,26.92,504.97,467.32,3.70,4.26,3.20,17.34,-2.53,0.19,0.25,1.04,14.93,0.23,"1,214.34",0.30,3.71,3.73,"1,097.48",0.33,"1,097.48",0,0,6.06,60.21,0.20,0.25,0.28,0,0.02,614.82,0,0,,0,0,0,0,0,2.54,3.44,78.28,13.73,148.60,-48.60,-334.79,614.82,"-2,058.37",913.65,595.54,96.99,80.85,986.17,0,2.54,78.28,13.73,0
(주)어썸리드,087773,2022/12,7,29,032902,기타 기계 및 장비 제조업,0,0,-3.95,-3.13,-45.61,0,,0,-49.28,-58.75,10.77,0,0,-1.55,0,0,5.59,-28.97,,-38.66,-6.04,-6.05,,-8.07,-62.32,,-83.18,-478.92,,-639.27,0,,,-5.57,-7.07,-9.44,94.41,128.97,-9.70,11.99,0,0,137.75,13.36,1.17,8.50,13.18,6.01,41.15,2.77,3.07,3.17,0,77.72,77.72,0,0,0,"165,338.77","-63,927",,"-30,635.32","44,820.81",348.89,3.60,"-47,891.98",3.09,0.41,3.19,3.08,96.91,5.78,94.22,448.89,"1,675.53",335.14,4.35,4.33,1.53,0,"13,933.14",0,"13,326.29","13,933.14",104.55,"1,628.99","1,229.05",81.38,399.94,0,-67.99,83.32,"1,440.64",-2.41,-2.22,4.50,3.49,20.60,458.48,397.41,-4.73,-5.35,-4.45,-20.91,-2.42,0.21,0.24,2.15,16.53,0.23,"1,848.60",0.20,4.85,4.87,"1,142.82",0.32,"1,142.82",0,0,8.56,42.62,0.22,0.28,0.29,0,0.02,714.18,0,0,,0,0,0,0,0,3.07,4.14,117.92,14.40,130.94,-30.94,-268.53,714.18,"-1,917.80",935.13,594.73,97.57,81.96,922.60,0,3.07,117.92,14.40,0
(주)어썸리드,087773,2023/12,7,29,032902,기타 기계 및 장비 제조업,0,0,8.03,-1.09,412.65,0,,0,9.70,-72.87,77.38,0,0,-4.88,0,0,25.31,4.24,,-11.15,1.58,1.54,,-4.05,43.57,,-114.64,124.32,,-327.11,0,,,-1.08,1.77,-4.66,74.69,95.76,-15.39,8.18,0,0,111.12,11.08,0.90,7.34,8.35,5.53,49.06,3.08,3.61,3.68,100,17.88,17.88,0,0,0,"293,276.49","-32,711",,"-30,041.31","12,160.59",21.78,1.73,"12,431.64",14.67,0.09,17.20,14.66,85.33,1.45,98.55,121.78,"5,874.72",469.01,17.94,17.92,0.98,0,"108,296.10",0,383.11,"108,296.10","28,267.44","6,784.98","5,632.40",88.67,"1,152.58",0,-67.13,80.24,"5,524.25",0.51,-0.36,0.26,0.22,25.07,250.20,254.19,-3.67,-4.51,-3.62,-10.34,0.52,0.36,0.42,10.28,29.33,0.38,19.36,18.86,3.99,4,"2,872.44",0.13,"2,872.44",0,0,4.54,80.44,0.40,0.51,0.42,0,0.02,"1,829.68",0,0,,0,0,0,0,0,7.27,10.79,256.22,20.80,59.41,40.59,-53.63,"1,829.68",-981.34,"1,086.94",719.41,97.76,88.08,818.83,0,7.27,256.22,20.80,0
(주)에스에이케이,107595,2023/12,7,23,032309,비금속 광물제품 제조업,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,24.45,13.47,,10.62,17.79,17.49,,13.79,22.61,,17.83,646.84,,510.09,21.43,,,14.08,17.55,13.84,75.55,86.53,-0.03,0.22,0.20,0,87.05,5.33,0.09,0.25,5.85,36.06,158.13,1.27,1.78,3.57,100,8.91,96.50,119.05,4.16,46.68,"240,120.28","12,752",,"26,494.48","274,197.33","2,761.02",0,"32,342.22",76.14,32.59,319.13,51.33,23.86,77.37,22.63,"2,861.02",30.84,30.84,336.39,226.78,145.19,0,58.65,46.37,508.55,"1,069.36",11.53,29.26,29.26,0,0,0,53.51,16.35,21.14,29.99,61.50,74.66,27.61,58.63,18.37,153.50,15.83,21.90,3.58,5.52,60.65,1.30,1.30,1.68,48.02,5.74,45.39,8.04,1.71,2.53,5.23,69.74,95.44,6.97,0,8.92,40.90,5.44,5.71,1.31,0,0.01,"12,238.41",0,0,,0,0,0,0,0,15.76,69.31,263.84,24.27,19.82,80.18,43.76,"12,238.41","6,775.58","2,426.05",111.99,217.67,40.84,"2,666.28",0,15.76,263.84,24.27,0
(주)에스엔드케이월드코리아,021066,2012/12,7,41,064101,종합 건설업,0000/00/00,0000/00/00,-2.37,-45.10,-7.01,0,0,0,-27.44,-7.94,0,0,0,-1.97,0,0,13.97,-60.78,0,-155.03,-1.13,-1.18,0,-3,-3.24,0,-8.27,-157.52,0,-401.79,0,0,0,-1.75,-14.36,-36.63,86.03,160.78,-97.10,64.52,0,0,238.84,24.80,0.78,23.76,0.34,37.74,241.32,1.96,6.77,6.30,0,97.85,97.85,0,0,0,"12,958.19","-20,090",0,"15,703.97","232,838.69","4,556.77",0,"-7,875.76",7.63,58.45,8.26,3.17,92.37,35.24,64.76,"4,656.77",262.07,130.96,25.91,10.76,1.74,0,0,0,0,0,0,183.73,83.61,8.35,100.12,0,-21.83,19.43,55.13,-0.91,-1.45,34.49,45.57,403.85,"4,756.34",405.81,1.62,5.41,1.05,53.55,-0.94,0.02,0.24,0.05,2.59,0.03,0,0,0.25,0.75,0.37,987.23,0.77,0.71,0,0,0,0.02,63.57,0.05,2.70,0,-178.59,0,0,0,0,0,0,0,0,-0.45,"-2,059.83",0,-22.97,0,0,0,-178.59,"-1,227.54",523.68,501.65,,16.50,7.12,,-0.45,,-22.97,
(주)에스엔드케이월드코리아,021066,2013/12,7,41,064101,종합 건설업,0000/00/00,0000/00/00,-14.26,-45.10,-9.02,0,0,0,0,-24.17,0,0,0,-14.70,0,0,0,0,0,0,0,-0.09,0,-9.17,-0.27,0,-27.50,-11.12,0,"-1,125.77",0,0,0,-7.94,-1.08,-109.72,0,0,0,0,0,0,"10,577.75",0.15,0.19,12.84,0.11,31.97,484.66,1.85,6.75,6.53,0,97.17,97.17,0,0,0,0,"-56,288",0,"-41,691.45","176,550.30","3,431.01",0,-556.20,8.10,64.24,8.81,2.90,91.90,31.17,68.83,"3,531.01",294.82,122.87,32.14,11.49,0.15,0,0,0,0,0,0,220.81,80.87,2.13,139.94,0,-17.11,21.23,68.10,-0.07,-6.71,30.29,34.31,0,0,0,-3.33,-10.81,-2.29,0,-0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-3,030.43",0,0,0,0,0,0,0,0,-8.92,"-63,664.41",0,0,0,0,0,"-3,030.43","-3,500.20",5.44,453.73,0,6.69,3.91,0,-8.92,0,0,0
(주)에스엔드케이월드코리아,021066,2014/12,7,41,064101,종합 건설업,0000/00/00,0000/00/00,0.44,-45.08,1.88,0,0,0,0,-3.68,0,0,0,0.31,0,0,0,0,0,0,0.01,-0.15,0,-1.17,-0.50,0,-3.84,-17.50,0,-133.06,0,0,0,0.10,-1.71,-13.01,0,0,0,0,0,0,945.49,0,6.33,79.76,0.40,31.96,927.88,1.83,6.76,6.78,0,97.06,97.06,0,0,0,0,"-6,653",0,-577.91,"170,054.50","3,301.09",0,-874.88,8.22,63.06,8.95,3.04,91.78,29.89,70.11,"3,401.09",307.04,122.40,32.85,12.14,0.09,0,0,0,0,0,0,234.52,83.68,1.73,150.84,0,-16.80,21.27,71.17,-0.11,-0.12,29.01,33.01,0,0,0,-5.30,-17.46,-3.72,0,-0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15.98,0,0,0,0,0,0,0,0,-0.05,-611.36,0,0,0,0,0,-15.98,-485.80,0,433.31,0,34.37,2.15,0,-0.05,0,0,0
(주)에스엔드케이월드코리아,021066,2015/12,7,41,064101,종합 건설업,0000/00/00,0000/00/00,0.39,-99.92,-18.79,0,0,0,-37.82,-5.03,0,0,0,2.11,0,0,0,0,0,0,0.14,-0.08,0,-1.50,-0.26,0,-5.16,-8.78,0,-170.98,0,0,0,-0.28,-0.76,-14.87,0,0,0,0,0,0,"1,880.14",0,0.44,29.05,0.18,69.16,"1,674.23",1.72,6.65,6.72,0,96.90,96.90,0,0,0,0,"-8,548",0,-107.29,"161,502.68","3,130.11",0,-439.02,6.65,48.28,7.12,3.44,93.35,28.28,71.72,"3,230.11",330.11,124.96,26.28,13.59,0.98,0,0,0,0,0,0,253.62,89.44,1.70,164.18,0,-18.65,21.63,76.48,-0.05,-2.26,27.40,31.30,0,0,0,-0.08,-0.28,-0.06,0,-0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-935.89,0,0,0,0,0,0,0,0,-2.73,"-46,794,450",0,0,0,0,0,-935.89,"-1,363.02",0,418.15,0,6.36,2.61,0,-2.73,0,0,0
(주)에스엔드케이월드코리아,021066,2016/12,7,41,064101,종합 건설업,0000/00/00,0000/00/00,-1.60,-50,-6.89,0,0,0,0,-4.74,0,0,0,-1.22,0,0,0,0,0,0,-0.11,-0.26,0,-1.35,-0.93,0,-4.85,-29.37,0,-152.97,0,0,0,-0.39,-2.45,-12.75,0,0,0,0,0,0,610.98,0,6.18,54.24,5.53,183.66,48.03,1.34,4.76,4.93,0,96.75,96.75,0,0,0,0,"-7,648",0,"-16,602.84","153,854.38","2,977.15",0,"-1,468.40",6.29,51.85,6.71,3.03,93.71,27.38,72.62,"3,077.15",342.29,123.22,26.26,12.64,0.22,0,0,0,0,0,0,265.26,87.47,8.12,177.79,0,-17.66,23.60,86.19,-0.23,-0.54,26.49,29.77,0,0,0,-2.05,-6.30,-1.49,0,-0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-106.86,0,0,0,0,0,0,0,0,-0.32,"-10,686,400",0,0,0,0,0,-106.86,-505.70,0,327.99,0,37.40,33.45,0,-0.32,0,0,0
(주)에스엔드케이월드코리아,021066,2017/12,7,41,064101,종합 건설업,0000/00/00,0000/00/00,-34.95,0,-38.10,0,0,0,0,0,0,0,0,-34.74,0,0,0,0,0,0,-0.05,-0.21,0,-45.30,0,0,0,-19.08,0,"-4,201.97",0,0,0,-43.98,-2.30,-505.92,0,0,0,0,0,0,"25,146",0,0.07,3.20,0.30,100.48,138.32,1.47,4.18,4.61,0,0,0,0,0,0,0,"-210,098",0,"-40,534",0,0,0,-954.15,5.98,83.78,6.37,0.97,94.02,0,115.39,0,0,0,15.21,2.47,0.49,0,0,0,0,0,0,0,0,24.99,0,0,-33.35,44.62,0,-0.14,-30.14,0,0,0,0,0,-6.77,-17.52,-7.82,0,-0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-11,013.33",0,0,0,0,0,0,0,0,-50.21,"-550,666,400",0,0,0,0,0,"-11,013.33","-11,421.98",0,366.78,0,7.74,34.14,0,-50.21,0,0,0
(주)에스엔드케이월드코리아,021066,2018/12,7,41,064101,종합 건설업,0000/00/00,0000/00/00,-0.80,0,-11.83,0,,0,0,0,0,0,0,-0.10,0,0,0,0,,0,-0.18,-0.24,,-2.36,0,,0,-17.37,,-171.82,0,,,-0.24,-3.53,-34.89,0,0,0,0,0,0,"3,816.79",0,1.68,87.63,6.32,98.46,141.12,1.82,4.22,4.53,0,0,0,0,0,0,0,"-8,591",,"-25,828.71",0,0,0,-868.26,5.32,95.01,5.62,0.27,94.68,0,117.88,0,0,0,25.05,1.25,0.04,0,0,0,0,0,0,0,0,0.89,0,0,-15.92,51.91,0,-0.11,-0.11,0,0,0,0,0,-7.76,-17.63,-9.15,0,-0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.27,0,0,,0,0,0,0,0,-0.04,"-463,250",0,0,0,0,0,-9.27,-515.48,0,463.89,0,8.87,33.46,0,-0.04,0,0,0
(주)에스엔드케이월드코리아,021066,2019/12,7,41,064101,종합 건설업,0000/00/00,0000/00/00,-51.70,"24,353,306.50",-2.91,0,,0,0,0,0,0,0,-54.44,0,0,0,0,,0,-0.10,-0.70,,-87,0,,0,-37.39,,"-4,678.53",0,,,-84.66,-4.46,-558.69,0,0,0,0,0,0,"14,668.63",0,0.10,2.67,0.62,28.78,17.67,1.39,4.18,4.18,0,0,0,0,0,0,0,"-233,926",,-481.44,0,0,0,"-1,869.42",10.69,97.86,11.97,0.23,89.31,0,270.58,0,0,0,24.35,0.52,0.22,0,0,0,0,0,0,0,0,0.88,0,0,-33.22,107.58,0,-0.24,-36.26,0,0,0,0,0,-2.78,-6.98,-7.51,0,-0.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"-13,558.06",0,0,,0,0,0,0,0,-129.01,"-2,783.61",0,0,0,0,0,"-13,558.06","-14,036.52",0,376.70,0,14.19,87.56,0,-129.01,0,0,0
(주)에스오에프티,108770,2022/12,7,46,074607,도매 및 상품 중개업,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,9.40,3,,0.68,7.96,7.62,,1.72,24.78,,5.58,"1,603.63",,361.08,34.25,,,6.14,8.47,1.91,90.60,97,-2.13,1.74,0.59,0,99.14,3.62,0.15,1.74,0.62,9.97,79.98,6.39,3.58,7.17,100,97.59,98.45,0,0,0,"2,674,532.96","9,027",,"139,531.46","647,093.29","6,370.93",0,"80,181.45",31.86,12.57,46.76,27.86,68.14,30.75,69.25,"6,470.93",221.56,70.09,"1,144","1,000.17",226.78,0,438.07,13.78,"18,111.54",566.23,2.42,225.16,9.06,1.46,216.10,228.58,29.08,66.48,216.16,1.60,1.50,30.28,63.71,12.53,26.80,70.79,4.79,4.99,3.32,2.61,1.72,2.54,2.83,8.27,534.91,3.67,"2,624.15",0.14,7.98,9.13,63.47,5.75,82.03,"2,287.49",0,14.49,25.19,3.73,4.83,7.34,0,0.03,948.99,0,0,,0,0,0,0,0,9.02,17.15,243.46,7.10,51.06,48.94,9.51,948.99,116.68,484.57,232.71,10.99,20.62,83.43,0,9.02,243.46,7.10,0
(주)에스오에프티,108770,2023/12,7,46,074607,도매 및 상품 중개업,0,0,-18.25,-8.32,0.40,3.65,,0,-19.31,-36.54,5.39,0,0,-26.97,0,0,11.41,2.95,,-8.39,4.47,4.35,,-12.37,15.71,,-44.71,831.07,,"-2,364.49",0,,,-9.28,4.60,-13.09,88.59,97.05,-11.22,2.09,0.07,0,107.68,3.29,0.12,1.80,2,13.25,48.79,4.26,4.90,4.63,100,96.20,97.56,0,0,0,"1,409,347.02","-118,224",,"-37,792.79","205,322.17","4,006.44",0,"41,553.53",39.13,10.10,64.28,35.17,60.87,23.87,76.13,"4,106.44",254.99,120.19,79.28,71.27,6.04,0,793.70,0,"19,327.46","1,268.30",4.11,318.89,206.75,63.83,112.15,0,-10.23,72.68,304.47,1.36,-2.96,23.29,40.06,23.83,44.01,61.03,2.44,2.56,1.86,1.13,1.41,1.47,1.56,5.33,281.87,2.04,"1,166.77",0.31,4.20,4.73,37.02,9.86,52.31,202.88,0,6.20,58.85,2.27,2.66,2.50,0,0.01,27.11,0,0,,0,0,0,0,0,0.32,0.53,1.28,0.19,"1,980.68","-1,880.68","-4,360.60",27.11,"-1,166.42",537,294.59,15.99,19.33,326.63,0,0.32,1.28,0.19,0
(주)에이치에스애드,041375,2012/12,7,71,137103,전문 서비스업,0000/00/00,0000/00/00,-0.09,-6.46,-0.28,4.85,0,13.53,0,14.03,-0.72,0,0,4.74,0,0,33.49,5.75,0,3.87,4.68,4.62,0,3.11,30.22,0,20.36,215,0,144.86,33.29,0,0,3.09,4.65,3.13,66.51,94.25,-0.06,-0.02,-0.11,0.37,94.45,16.82,0.12,-0.03,0.35,13.55,73.42,-0.02,0,0,0,34.06,86.81,0,0,0,"37,418.98","1,449",0,"-4,759.94","6,953.71",657.99,1.73,"2,150.03",96.09,0,"2,456.66",96.09,3.91,16.29,83.71,757.99,24.01,22.09,116.76,116.76,2.09,0,0,0,127.64,0,0,513.81,505.12,0,8.69,10.26,13.80,0,0,102.61,"999,999,999",14.14,6.58,119.64,4.75,123.56,1.18,0,0.98,1.22,0,0.80,0.81,5.26,37.42,0.95,1.47,247.82,0.84,0.84,0,0,0,0,0,1.21,302.25,21.04,163.07,0.45,0,0.02,"43,474.12",0,0,0,0,0,0,0,0,18.69,"3,920.02",0,23.24,70.03,29.97,16.66,"43,474.12","10,637.18","30,446.66",-46.11,"1,589.68",220.81,625.90,,18.69,,23.24,
(주)에이치에스애드,041375,2013/12,7,71,137103,전문 서비스업,0000/00/00,0000/00/00,19.97,-5.14,20.95,-10.63,0,-14.16,0,37.95,8.64,0,0,-4.29,0,0,33.93,4.73,0,3.06,3.80,3.76,0,2.43,21.31,0,13.79,186.43,0,120.65,27.87,0,0,2.44,3.77,2.44,66.07,95.27,-0.60,0.02,-0.10,0.23,95.93,18.89,0.11,0.02,0.36,14.46,87.25,0.02,1.63,3.26,0,35.98,89.85,0,0,0,"39,440.33","1,189",0,-504.94,"9,535.34",885.20,1.74,"1,864.32",96.88,0,"3,104.50",96.88,3.12,18.73,81.27,985.20,16.66,15.68,120.94,120.94,4.96,0,0,0,147.80,0,0,433.79,427.59,0,6.21,6.93,16.78,3.46,18.45,61.04,253.50,16.83,8.85,121.50,4.38,136.77,-5.82,-136.85,-4.73,-6.49,288.93,0.79,0.80,4.51,39.44,0.96,1.58,230.79,0.82,0.82,0,0,0,0,0,1.15,318.22,22.83,188.11,0.45,0,0.01,"49,055.14",0,0,0,0,0,0,0,0,17.58,"4,663.01",0,24.14,76.20,23.80,12.67,"49,055.14","8,396.15","37,380.11",33.25,"2,315.99",223.64,706,0,17.58,0,24.14,0
