,거래소코드,회계년도,소속코드,통계청 한국표준산업분류 코드 10차(대분류),산업코드,현금및현금성자산(IFRS),유동금융자산(IFRS),매출채권 및 기타유동채권(IFRS),상각후원가측정 유가증권(IFRS),매출채권(IFRS),미수금(IFRS),단기대여금(IFRS),선급금(IFRS),기타유동자산(IFRS),상품(IFRS),제품(IFRS),원재료(부재료)(IFRS),토지(IFRS),건물 및 부속설비(IFRS),기계장치(IFRS),차량운반구(IFRS),공구,회원권(IFRS),배출권자산(IFRS),매입채무(IFRS),미지급금(IFRS),미지급비용(IFRS),선수금(IFRS),당기법인세부채(미지급법인세)(IFRS),기타유동부채(IFRS),장기차입금(IFRS),보통주자본금(IFRS),주식발행초과금(IFRS),자기주식(IFRS),기타포괄손익누계액(IFRS),이익준비금(IFRS),미처분이익잉여금(결손금)(IFRS),매출액(수익)(IFRS),제품매출액(IFRS),기타수익(IFRS),종업원 급여비용(IFRS),급여(IFRS),퇴직급여(IFRS),복리후생비(IFRS),보험료(IFRS),여비교통비(IFRS),임차료(IFRS),접대비(IFRS),감가상각비(IFRS),광고선전비(IFRS),차량유지비(IFRS),연구개발비(IFRS),대손상각비(IFRS),기타(IFRS),이자수익(IFRS),외환차손(IFRS).1,외화환산손실(IFRS).1,법인세비용(IFRS),label
count,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,13.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,13.0,93.0,93.0,93.0,93.0,52.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,87.0,93.0,93.0,93.0,93.0
mean,51815.69892473118,2014.3333333333333,3.827956989247312,37.27956989247312,56836.36559139785,47326794.21505377,36539978.666666664,182217264.37634408,0.0,121487452.39784946,36467062.623655915,10016529.666666666,43547882.182795696,36742658.21505377,2777897.3978494625,7937138.623655914,10641563.193548387,60662608.21505377,61467094.05376344,74527482.49462366,7282391.3655913975,25017794.956989247,2093836.5376344086,0.0,59432589.817204304,45993078.50537635,22852715.430107526,44583939.86021505,5645011.153846154,46501495.15053763,47824609.40860215,91093783.95698924,69150792.43010753,-4700031.086021505,11141006.01075269,2812545.8924731184,30121659.086021505,678065771.2365592,51909049.086021505,345085191.9139785,80878454.41935484,15338439.032258065,1569370.569892473,3556332.7526881723,351997.34408602153,711168.2150537635,1867125.3010752688,416272.3010752688,1261173.8924731184,1619895.1397849463,186580.75268817204,1715119.6559139786,5552747.870967742,1528464.2795698924,3070092.011494253,4532999.827956989,4197756.344086021,2788271.559139785,0.0
std,95013.90159611941,1.7896643681776307,1.8095378698656164,15.163862642736493,32774.93478247249,83584446.10961251,69108921.53216067,584516302.5284078,0.0,482690386.04801565,151398222.0329594,24496745.71944795,103049626.88456607,135337774.15844497,8279300.978517292,15571367.263028793,34718387.98868788,126104960.68599397,144140448.0193355,169084165.12910387,33427571.672034748,79038664.38971367,5774498.903941863,0.0,148911716.4461625,123691210.73862395,101606522.72954614,185325638.27741098,12329137.986104354,186069989.53687224,145220494.01269314,329949580.98851496,137923183.6950611,15081435.084962428,42454121.380353376,9145575.675485244,239408380.86913094,1593649766.683471,92025910.57939486,1098310803.1431193,198246149.04526335,28909787.413657922,3545933.467999816,9170431.78322789,807330.464026046,1319936.9887112684,5069718.558758523,527386.8463314889,2099416.7713473034,4490967.016702122,223503.24687913212,3133354.913887799,20053377.18515364,7105981.722060455,7117848.815384125,15534661.266989846,18596490.652039673,24021068.329846423,0.0
min,1390.0,2012.0,1.0,18.0,32001.0,27919.0,0.0,283036.0,0.0,0.0,0.0,0.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-57325.0,0.0,0.0,294331.0,0.0,-101723000.0,-112603077.0,0.0,-953315913.0,3513154.0,0.0,0.0,252305.0,253831.0,-215567.0,0.0,0.0,0.0,0.0,0.0,-5100.0,-515675.0,0.0,0.0,-2081331.0,-5144602.0,0.0,0.0,0.0,-143377000.0,0.0
25%,20560.0,2013.0,1.0,26.0,32604.0,3223593.0,856691.0,14280213.0,0.0,10979262.0,363609.0,0.0,394259.0,282875.0,0.0,0.0,5316.0,4496556.0,3428240.0,1369027.0,22561.0,0.0,0.0,0.0,2889489.0,1499985.0,232129.0,100600.0,267231.25,130750.0,151080.0,8179321.0,9555921.0,-2954478.0,-30612.0,0.0,-14778159.0,63928638.0,0.0,0.0,6821406.0,2652979.0,216775.0,361821.0,28050.0,74880.0,125343.0,104391.0,179750.0,5511.0,58984.0,10950.0,21916.0,0.0,41536.5,185.0,0.0,0.0,0.0
50%,35890.0,2014.0,5.0,30.0,33003.0,14198707.0,4009577.0,26096525.0,0.0,22590683.0,1806134.0,800000.0,1870140.0,1914378.0,341626.0,271622.0,2318277.0,11095774.0,15052383.0,8865720.0,281774.0,1791893.0,768543.0,0.0,11937344.0,5804011.0,954395.0,1012850.0,2263908.0,1149554.0,4760682.0,15507255.0,27161178.0,-1213113.0,146570.0,198039.0,14983758.0,153993870.0,905160.0,3505004.0,14674112.0,4622559.0,494623.0,699667.0,141992.0,295440.0,319770.0,287781.0,470154.0,116545.0,135416.0,390553.0,199937.0,25427.0,448710.0,227982.0,53585.0,1987971.0,0.0
75%,53610.0,2016.0,5.0,46.0,74608.0,53074968.0,32838459.0,77736037.0,0.0,39271840.0,8411993.0,6689676.0,18576423.0,7102828.0,2113482.0,7236522.0,7168704.0,44576105.0,54640845.0,44111951.0,1157621.0,7553927.0,1455763.0,0.0,30588189.0,28019996.0,7018238.0,18853640.0,5428361.25,18962196.0,21083260.0,33439825.0,57632935.0,0.0,1210540.0,2112832.0,68981461.0,431646980.0,54909559.0,117299401.0,36984029.0,16695940.0,1395491.0,3047286.0,409240.0,751771.0,1164067.0,485891.0,1430503.0,436416.0,212036.0,2198187.0,1336487.0,224724.0,2591762.5,1983681.0,582354.0,6045896.0,0.0
max,900100.0,2019.0,6.0,71.0,147509.0,423793000.0,329126804.0,3717071381.0,0.0,3595024000.0,1095078000.0,169222000.0,580554864.0,899767411.0,73876805.0,84635803.0,249691098.0,783827000.0,1062409000.0,1205819000.0,279721558.0,447717375.0,33657000.0,0.0,1190979000.0,707139000.0,826347000.0,1265227000.0,66816731.0,1265331426.0,833101759.0,2078113190.0,654610064.0,0.0,176399000.0,60351000.0,824333246.0,8782195639.0,411853554.0,6221198000.0,913926000.0,150237000.0,21495000.0,47489565.0,5878000.0,8200000.0,30499000.0,2811149.0,15536000.0,26497098.0,1515000.0,17223000.0,172225000.0,51927885.0,41596150.0,103771566.0,129324014.0,82392107.0,0.0
